ORF,WT_RNA,WT+DTT_RNA,WT+Tm_RNA,WT_Ribo,WT+DTT_Ribo,WT+Tm_Ribo
YLR146W-A,49.57971776,33.75558093,35.65750347,38.17265028,31.74489804,31.2058271
YMR102C,129.6377361,279.7388963,155.4995607,92.25035284,219.7000765,103.4519488
YDR115W,306.2181799,265.292922,279.4262979,165.762328,147.2961191,143.9027089
YMR308C,933.5450697,916.7777337,693.0206755,848.9327507,900.1794857,726.0570003
YOR006C,562.7852828,394.5728061,377.8236442,214.8389039,148.6279449,152.9180625
YOR017W,175.4736732,120.6349388,137.776332,104.1354656,77.4333932,95.87374066
YOL021C,489.2012965,494.9212678,402.8084498,693.9463536,675.1051114,589.2059918
YJL162C,94.67364113,100.0300028,92.46870554,31.34239224,38.39475844,32.67334318
YOL005C,126.1559687,100.9644986,121.4492359,268.5289846,207.6614232,205.5526583
YJR064W,2463.0314,2653.46775,2393.064644,1273.630323,1357.40797,1297.622841
YEL064C,102.8544471,151.8256988,139.5644125,29.98311299,38.22241357,29.21947065
YLR382C,247.8850698,257.3670681,200.3276961,203.4012638,191.6933519,164.6057453
YBR217W,101.4398237,147.0981238,132.1846319,14.58731494,18.75929475,23.40835252
YPL240C,1264.586182,1747.064279,1447.372898,1515.527928,1853.258608,1940.023536
YOL014W,450.4009515,313.7378721,257.1104617,352.5912372,278.6840446,187.3542089
YOL089C,110.173389,146.1242807,167.8710442,83.22588463,132.8024762,121.4742697
YJR077C,951.3356552,347.2373462,753.1102971,2083.004231,727.47289,1757.849851
YBR090C,396.3292241,476.4130797,547.8569192,288.2569208,419.5915347,372.5754325
YDL007W,1304.064192,1955.705107,1836.756672,644.7846303,1116.702153,824.1245031
YIL047C,567.4623521,424.9313748,359.0274334,164.9606843,111.0180064,119.7990407
YBR191W,6190.582831,2960.290667,5285.315821,5127.500155,2671.974822,4518.636643
YIL075C,1422.564978,2452.61101,1847.716091,1336.72529,2506.517737,1907.157229
YPR164W,135.8184285,178.3614863,154.3507732,124.3753953,155.8948381,116.032869
YBL087C,5941.768746,2456.206399,3758.195447,2884.824239,1462.901935,2280.580388
YGR183C,1117.014803,323.8261357,1041.369743,1053.065249,285.3087314,867.0240865
YGL019W,568.082199,603.0493444,547.4608623,328.9531637,371.5196967,335.2364913
YDR305C,214.0617721,281.4818976,261.2083563,87.32386627,147.8073,97.27677541
YMR012W,976.6803568,863.3459465,900.5979608,2163.02688,1777.949093,2045.576865
YNL083W,197.6018578,195.8958885,185.3905905,62.01820735,60.11953269,57.53352681
YGL240W,20.5546616,27.66947559,20.40623743,18.73464907,33.00887768,28.71483919
YLR353W,148.2933158,88.56811315,107.6075612,46.44356541,26.38173438,37.59465082
YBR231C,92.47048714,136.9391396,125.5399016,75.87492572,111.661185,112.3069736
YDR501W,44.80502532,25.42850323,24.11166907,43.42747618,16.72358534,22.14778964
YGL190C,337.9862633,394.5180566,342.2164908,280.3797356,253.0808369,259.9332027
YDR121W,196.1010318,145.6115597,159.7041929,136.9682961,106.0556047,122.6654871
YFL030W,54.30982256,121.0662796,140.4643592,11.71859443,29.91851603,41.18236259
YKL018W,147.8971434,144.7891277,132.3951455,103.1915354,103.9115424,102.0301121
YIL030C,375.620535,489.0162182,419.3271395,582.7921577,875.256744,668.4312718
YNL307C,449.3186396,427.9774288,478.0715047,445.145348,422.2999075,460.3307315
YIL077C,72.84973528,116.6015821,95.64439142,16.34443209,21.91575681,18.92870465
YBR118W,1404.724031,985.7537882,1022.66631,1736.234491,1523.441045,1883.427994
YOR354C,554.7187642,506.5325816,546.4069873,317.603557,270.7227428,281.8691104
YLR059C,135.7472436,133.580732,112.5894696,141.9348955,136.5432686,119.7015901
YLR449W,670.175518,354.2805397,351.3927587,1115.471966,542.6528382,542.1304223
YGL113W,107.8988569,95.83141351,117.3391625,33.9665298,36.15023972,26.02143477
YJR147W,28.0460288,16.69390718,14.20587237,3.651813306,1.892408307,1.670800459
YOL038C-A,5.044490656,12.93446933,8.176432073,0,5.36094498,4.207252409
YPL125W,434.4609076,582.6199158,440.8644599,264.5153331,359.8968714,275.1166167
YER036C,2227.325426,1347.874362,1406.653711,2733.613206,1458.796506,1848.456747
YNR031C,283.3456987,325.6651674,314.4290194,147.4644693,154.9719752,150.6064886
YBL076C,2613.415434,1815.564046,2071.866903,3659.886411,2827.664922,3063.445366
YMR220W,1262.76913,1172.321017,1163.743344,608.5521015,542.4502789,545.5769169
YJR032W,315.9764191,322.7694798,346.6331014,234.112132,265.9090825,211.9164353
YNL281W,1350.069457,1339.939232,1490.786855,598.4208079,688.7580749,698.9886764
YGR174C,101.6372997,99.10046693,94.61952653,56.4071065,95.36535322,61.64077544
YGR250C,108.283324,151.1986632,180.3417317,73.92323057,110.949986,106.8625548
YKR046C,1539.133334,914.6513224,1803.83822,1554.738683,1094.543189,2007.839498
YBR168W,100.2688542,140.1576142,166.7283968,15.70145986,22.53229667,24.45265244
YNL306W,765.2997624,635.2812789,728.3451099,267.4557063,242.2465731,259.2599773
YLR057W,297.4780708,324.7374816,240.4097297,98.09619205,122.8415329,85.6340607
YLR219W,108.4903451,120.1096145,90.24473819,134.7344662,151.584689,124.1002235
YNR041C,578.3372779,515.7270406,496.5119557,232.7948015,200.1520705,202.5537276
YDR398W,711.5103166,484.7368572,414.343398,479.6598701,330.1219517,288.2069035
YAL044C,1167.043749,794.634691,758.0412986,660.3970468,526.9125482,473.0259508
YBL005W,104.9294908,148.1411499,120.709905,69.62639911,85.28729422,70.46776848
YNL077W,142.8636423,135.2671683,120.6939865,70.08448147,55.25161221,66.81828711
YNL007C,1038.09003,762.0970308,1057.683864,966.261354,745.6016731,1038.11053
YFR011C,285.1557028,189.7327647,314.4580136,230.401335,159.8697698,217.082731
YPL242C,436.7221077,214.4670406,283.3842088,234.9480894,119.9917021,146.3174641
YDR059C,33.98839634,41.08448689,41.83439382,27.88100437,58.56693864,45.55818381
YGL101W,570.0531813,237.4234032,489.960177,271.0840809,118.8981012,235.5954021
YFR050C,704.1123544,1075.942801,1026.438859,621.6791573,1107.816491,914.1320449
YPL152W,87.25431183,179.7805388,132.7234362,68.97869579,158.7257467,86.46392375
YKL176C,378.4285125,443.3955371,401.5821861,29.44683204,37.53876367,44.86408676
YML114C,131.467971,166.7943122,147.3869272,106.0699469,131.5788079,111.2444986
YLR363C,202.6288244,267.5625382,234.0933817,123.1247033,185.3499583,117.633271
YBR036C,467.9474667,936.8548196,714.9014568,343.1436497,904.6783178,614.0305329
YGL208W,81.25536464,171.3327245,114.748791,37.43280744,88.46461733,65.88174795
YNL331C,62.5933683,85.15588586,69.21087795,8.901580463,28.07050357,14.16191213
YER127W,620.4536951,387.8762258,371.0373556,388.3734841,298.8132047,234.7861563
YOR253W,653.3057196,546.375773,492.8037653,318.3555377,229.4151527,245.4610207
YPL009C,264.4057743,416.4176301,298.4654236,377.91336,530.6100984,397.9989944
YML043C,192.5451761,100.3531272,112.7112993,28.31871521,13.02153029,16.83439803
YLR032W,212.7444787,190.5660188,163.5253058,141.236098,141.7046129,103.2211755
YDR091C,1293.513604,925.4997793,1068.184933,1526.017743,1095.431514,1196.553032
YCR046C,199.8599173,184.383555,166.1476549,283.1239215,239.4853254,223.0632637
YGR155W,1415.863449,1609.857714,1017.19454,2097.579201,2666.855909,1503.59916
YDL224C,121.224582,120.3143036,118.4335501,182.635875,179.0704538,175.8030471
YCR059C,192.9262637,182.4380854,126.4719672,118.336312,89.56404416,82.06782733
YOL093W,291.6093016,284.2942662,228.2416323,211.315422,226.2553568,170.134608
YMR125W,802.835381,691.2581924,819.2770371,692.3268758,628.4084425,638.8096935
YKR018C,362.4691609,612.8798366,388.8070428,235.2217939,414.3797854,246.6069676
YCR075C,214.655113,203.1141045,220.6133795,46.05934424,36.77029897,34.60017758
YBR127C,1664.854961,2047.519353,1628.736188,2783.402126,2998.160511,2837.430584
YCR071C,224.0677351,162.8139058,208.7268675,173.848516,135.9970432,143.3550862
YER032W,90.22895589,43.06830749,67.73607723,111.092201,59.95939308,75.16378075
YPL068C,33.60385609,27.75718236,22.00167086,50.56769827,23.96772846,21.58424132
YPR024W,1070.521065,1464.578801,1275.123286,591.6985515,827.1515905,723.3996316
YGL070C,326.5511846,234.1036917,243.4919641,210.9308579,204.5942194,210.0741377
YER064C,285.8008425,390.1149725,305.2676593,312.3541761,395.8256299,324.0120001
YGL169W,367.8202136,309.9912817,281.2718687,239.9822406,241.3797309,197.3884283
YDR395W,874.6022013,712.9437982,611.4165333,932.7933152,895.6943716,670.1193664
YNL312W,302.9210019,318.7372785,278.2511861,224.4336553,272.2860539,246.357197
YDL197C,89.80140456,81.93481467,70.12179245,27.4824613,23.45236849,17.63086123
YER143W,279.1089546,430.5390508,334.8760586,190.8969109,381.667497,275.5358148
YJR058C,165.7456734,236.9508888,216.0386624,46.07405027,76.70758381,50.62261418
YFL036W,327.6949606,258.2657633,263.758992,430.9069849,299.9593607,307.4705544
YOR307C,203.3826662,175.4740327,187.2354669,77.75693981,73.6049099,72.20612123
YOR116C,493.9758837,416.5740908,364.8857821,658.8452058,533.1173321,516.676362
YLL015W,337.4731492,661.4689714,349.6171342,284.4979616,612.7490491,275.691142
YCL049C,391.3633786,648.7686191,356.2058795,226.3461727,371.0540864,195.508004
YLR110C,14020.52384,9182.781826,12709.35591,22178.11222,7410.256331,15627.97747
YOR171C,237.3290413,217.3421773,178.9650357,204.6380991,200.9892853,180.9161999
YNL244C,1914.691219,1574.208483,1799.673467,1536.336941,1454.565424,1240.030034
YOL149W,268.4287693,232.4467516,286.0497763,149.6896066,164.7563373,142.4412932
YPR104C,291.0151714,164.381131,205.409659,147.2073203,89.0153637,108.4157502
YPL237W,1742.613924,1275.531356,1482.07293,1661.025221,1269.766354,1228.153918
YBR164C,643.0802815,847.8091151,844.110667,286.7286671,449.0990006,392.0825744
YER180C-A,29.30517866,42.39835755,30.46417803,34.94812357,51.517869,31.86515603
YOR261C,1318.975174,1776.564154,1766.127464,566.67483,905.5748002,716.6443133
YNL042W,52.23567845,98.96252117,65.18186721,28.24349929,44.92753923,26.99804751
YMR166C,81.11475932,79.27632149,79.83113047,63.60216491,45.81764652,51.29510165
YML038C,275.3764194,453.1569734,257.4928258,67.81431362,162.350241,71.87576024
YGR227W,103.5665834,137.8185601,134.2672958,163.6998782,225.0034165,178.3587125
YBR246W,319.1188654,627.961017,428.7502682,113.5171643,229.6247153,156.7816032
YLR145W,151.634987,152.0821756,143.3557101,51.45607536,51.31926588,45.96625528
YDL183C,48.8653609,35.77793463,39.6474614,31.46303178,24.29790428,18.50806677
YPL226W,844.7743205,527.609003,523.6733492,1446.818135,966.6012675,944.2652127
YMR204C,54.0642133,53.25741539,57.54119468,23.73345919,32.12834825,22.36152032
YMR293C,209.0913037,202.736907,187.4320732,66.86220888,66.75581206,63.88435058
YLL032C,102.9624771,79.53254341,78.948917,114.6566277,94.31316727,80.03501672
YOR244W,289.1523358,296.2251558,342.8802265,64.98476925,95.64861283,74.74354269
YDR373W,375.3978671,500.2368193,461.0606668,129.6734878,200.3470308,160.3645924
YDR224C,1449.412782,788.6489522,1297.992622,1755.261213,924.3082859,1333.229454
YGR042W,153.8169293,256.9699234,168.9917635,23.15942098,58.10526874,34.05870998
YJR072C,998.6357168,891.5849424,715.2566432,385.0972585,406.3735445,311.9875954
YLR023C,157.5472731,122.5318812,136.0814201,112.570697,61.91686835,86.81071193
YER110C,1178.233244,680.5667154,707.9625185,4259.34174,2241.581872,2950.050926
YNL260C,90.43094944,132.1131394,110.1452332,72.41362251,112.7420706,79.80705367
YMR145C,1660.617652,321.9033181,1360.633133,2327.084359,343.7396302,1820.509857
YIL092W,137.1652329,130.636297,121.6945477,27.69428988,30.21497859,22.80755643
YDR337W,521.2238863,344.7594693,420.8371979,309.7132482,215.6140615,206.4759346
YLR020C,450.3256822,503.9439187,450.5810763,117.7834918,132.4608763,117.154044
YPL052W,141.8932379,89.5826007,107.9790233,24.26209461,16.54185358,19.47299038
YPR100W,519.4939461,373.983879,452.8733983,234.8501238,145.5042432,182.4711013
YOL033W,241.459863,204.461405,199.8446718,63.67589123,46.63477742,48.34322222
YJR121W,2620.838463,993.956131,2274.045243,4456.975743,1664.827661,3848.096715
YPR118W,969.1363063,998.762931,1016.125705,444.5816459,477.755473,415.3829964
YOR152C,20.51319777,93.36046749,36.36620179,17.03491382,27.85561338,20.95804177
YPL104W,198.557415,169.2424201,187.9490745,133.558817,108.0407294,112.6767131
YIL161W,158.6873762,276.2384973,231.9920649,44.79332863,78.8298831,50.42129059
YPL235W,896.1671576,928.1697928,825.8727772,556.1470925,560.9817757,501.2610809
YJL014W,1945.714327,1966.808499,1998.934843,1276.886277,1329.86351,1252.598352
YOR159C,205.5349693,153.852818,164.5762468,106.2864162,75.2617109,79.43818455
YML061C,323.6481147,331.0608221,305.0876845,123.5665798,114.5742438,98.12852772
YNL169C,281.6110457,310.6901631,280.0600271,131.0261236,158.3452976,128.7330859
YGL054C,995.0628736,852.6763587,816.8020526,566.147601,554.1820558,433.5381366
YKL195W,1304.913835,1278.314614,1335.908431,624.817444,698.6749271,640.7185251
YLL009C,227.7587531,136.6607525,166.6075792,248.8956597,206.0836599,173.9435918
YCR082W,278.1064722,318.5928894,325.6812607,224.0069373,243.2098433,208.193859
YDL157C,280.9458584,264.7932476,232.883136,179.1565436,199.2258922,146.026719
YER076C,62.11140527,72.27220435,64.22079075,29.53656564,36.35213221,27.02750841
YEL043W,174.314878,211.1624159,174.9786187,120.5297818,132.3215102,111.9919965
YBR233W-A,101.1700626,58.36679285,87.38561777,42.22337082,25.18154989,33.47395198
YJR124C,317.659847,251.7124238,219.623236,133.5379144,107.0741499,77.60983181
YBL078C,64.02985716,226.7986606,161.7517797,27.68079053,131.5209384,74.088427
YGR140W,130.7361585,107.7485641,89.83801565,111.9205117,91.48435445,80.56978167
YDL217C,140.4586547,153.8376246,149.0513551,117.8478296,120.8493874,117.3890559
YDL018C,292.8539054,261.1891612,248.9247269,118.9594538,124.0000453,96.93019386
YKR042W,800.9481425,724.4673598,549.1129585,1625.89797,587.4469123,1308.876224
YJR042W,726.7907896,750.7497723,742.5914026,356.7120421,381.027624,342.0822634
YBL027W,8370.491496,4154.342315,6958.936536,8397.997217,3662.642285,6688.324841
YDR296W,394.8380105,318.9223437,286.4352649,236.9768502,209.6811475,179.5037197
YDL088C,282.8874874,284.6071631,259.1136575,262.020391,259.7754373,204.1442146
YOL038W,1110.499002,1645.855322,1529.847681,631.5407797,1052.185257,872.6887715
YBR084C-A,5502.884016,2879.940437,4515.351946,6470.110647,2932.909929,5048.42447
YIR018W,142.0771865,184.7883534,108.0516855,42.54006476,58.11050869,34.34681724
YML096W,314.4141635,259.6703358,230.4855507,119.0906656,115.4042291,96.76472673
YKR051W,113.451522,122.4575544,128.5929335,22.9343951,26.50633479,21.53844349
YDL143W,2087.906259,2097.061192,1860.599376,1312.491198,1427.488082,1262.578677
YNL165W,82.89356012,137.9420838,90.89397663,46.74258651,73.99870275,45.6295277
YBR239C,82.34801291,80.02014068,69.7025804,68.88475271,50.14060305,46.31844611
YGR233C,127.4332353,112.2513708,85.38460976,75.22444378,67.94095791,46.54341041
YJL111W,1484.632313,1598.643547,1530.969418,1075.065864,1126.248136,1081.333693
YFR052W,579.3745886,947.6559419,797.7281844,510.7193247,904.5499691,657.1898409
YJL063C,463.8109713,308.3398089,357.413512,293.9547065,176.247186,210.9209459
YKL210W,936.3678924,1659.702359,1348.401003,1570.92396,3072.12486,2295.003206
YLR249W,20519.39262,10414.31417,11025.75599,44900.77287,21881.55229,30383.44225
YBR109C,662.2536075,934.2501516,877.0061804,957.3656027,1456.152719,1034.799204
YBL032W,319.8351071,249.735527,282.9095611,428.5800633,298.6493099,369.1885781
YBR084W,1712.812127,967.0646765,1123.193523,1847.486093,1235.323972,1518.109576
YBR131W,78.09294978,122.0970829,113.9991209,37.8565546,62.76120897,47.90164158
YBR273C,325.5561443,693.8377364,466.1177493,180.2864263,419.013988,259.5821767
YBL092W,6493.431597,3355.438767,5365.061897,10929.85102,5338.042235,8850.520438
YEL023C,53.26578878,82.44626817,87.45527701,1.973551603,4.372108032,2.437969509
YDR437W,14.94065569,25.67017809,17.41820763,11.60856125,26.02938162,12.40987339
YGL121C,4.241065156,29.74474635,8.415826734,1.364308249,11.66548308,1.404465392
YML060W,98.10733613,104.1505571,96.53096135,91.0388911,85.39094365,67.47734602
YNL332W,1.339697285,3.220395766,4.68222523,1.628098382,0.71187003,1.257014957
YJR056C,101.6947232,96.89955304,99.83483613,48.12356135,55.13497216,38.77046107
YCL063W,247.9458724,119.4157272,200.3175262,165.6734876,100.570797,153.1637742
YGR089W,203.6032344,269.0811731,239.8730527,120.5847198,178.7154609,139.4492549
YOL051W,128.6708152,128.1330655,100.7459424,250.6161645,276.411376,237.3258366
YLR387C,601.1575294,793.9445633,823.9535556,291.6391155,392.5020843,353.9822241
YLR407W,242.497874,176.9702947,191.8377124,94.42694383,79.65151646,73.119793
YGR150C,375.2424469,277.2252848,330.7440857,151.3972582,100.6102396,115.4769423
YFR002W,471.5368399,590.2436076,517.4709304,424.6821442,548.0258694,446.4754215
YPR186C,224.1876228,185.2527539,206.6107108,59.07085277,65.12676452,52.94981081
YPR051W,203.0768957,271.5929615,218.4237645,79.91285546,127.4248817,88.04580094
YNL122C,169.6560295,139.4413266,155.6077229,154.6338362,163.564665,125.3465395
YPL016W,82.41166645,65.83118314,98.06429474,282.3535747,184.5950005,300.181368
YDR462W,191.5067312,157.9672592,161.0872898,174.9927872,130.6869947,122.2239694
YEL055C,573.890654,417.8275678,431.3721988,624.0953171,448.5909678,468.271283
YGL068W,1290.020389,724.2378934,944.8980571,740.7426464,477.3921504,523.0140651
YDR031W,63.85566849,67.92577783,71.28450957,42.16176598,50.22820017,38.68506719
YBL007C,313.3786871,537.1228116,361.0922029,773.3637541,1293.103692,1008.988746
YPL097W,496.2037763,318.9189276,378.9031604,175.3160211,109.8899271,129.9100367
YGL115W,700.4142088,651.9247346,646.7641254,276.1073049,256.2136559,234.1989443
YDR272W,362.4491265,615.7148199,528.4432558,154.9512514,302.078738,203.750119
YPR151C,93.29947321,10.96209245,73.60940919,14.42045498,2.719891203,12.66183299
YLR309C,434.3125486,506.8695168,488.6541048,204.4898677,288.216903,197.6040804
YBR106W,3239.850242,3932.945678,3856.57755,1435.888887,2176.321611,1926.318678
YNL231C,638.4623414,713.3242958,533.752314,489.5115389,547.7852334,364.2441446
YNR015W,282.6728711,206.1403365,197.6886966,150.3426191,108.3816616,128.5571361
YOR033C,227.8080531,257.9437136,183.8339217,33.9159807,38.62549085,30.44848782
YJL049W,208.3271991,242.4949797,296.0642378,58.27031898,87.15275786,60.81283714
YGR230W,101.7661865,56.25261001,54.01187327,67.66207828,33.69899101,33.21233575
YKL072W,126.4673616,167.4622563,126.9140184,56.65112795,62.15472673,46.57388287
YIL132C,21.79445319,12.03855731,17.33408868,14.37018196,11.82723944,8.701855824
YOL077W-A,345.1100775,112.9827546,290.9021224,408.4324102,146.8926276,311.0361602
YNL125C,79.7142652,58.52711403,70.30840801,54.09710472,38.67421775,49.5920228
YPL167C,82.2249146,103.4356066,84.2897749,6.601312231,8.602481576,6.795615712
YNL001W,445.0560298,404.7049413,450.0287257,241.6113833,243.0830666,205.4668174
