ORF,RNA_Prints,Ribo_Prints
YBR021W,97,71
YBR022W,580,672
YBR023C,4940,3551
YBR024W,529,902
YBR025C,10191,26425
YBR026C,3930,4507
YBR028C,1159,1000
YBR029C,1889,2052
YBR030W,925,356
YBR031W,5173,6408
YBR033W,123,96
YBR034C,568,1022
YBR035C,3261,5080
YBR036C,6390,4289
YBR037C,2195,1650
YBR038W,3253,5928
YBR039W,3840,8165
YBR040W,14,8
YBR041W,2941,2711
YBR042C,2217,1422
YBR043C,2991,839
YBR044C,1339,448
YBR045C,134,49
YBR046C,2212,3737
YBR047W,385,620
YBR048W,13180,13428
YBR049C,1919,5133
YBR050C,155,89
YBR052C,5776,4879
YBR053C,4200,4297
YBR054W,1189,3690
YBR055C,1159,858
YBR056W,4230,4952
YBR056W-A,114,89
YBR057C,605,1106
YBR058C,2485,3110
YBR058C-A,977,1883
YBR059C,2800,4692
YBR060C,1281,771
YBR061C,622,722
YBR062C,1173,1393
YBR063C,467,9
YBR065C,418,511
YBR066C,974,1505
YBR067C,10409,13533
YBR068C,6063,5654
YBR069C,8676,7458
YBR070C,1304,730
YBR071W,1484,1842
YBR072C-A,13,9
YBR072W,1183,1504
YBR073W,3458,2954
YBR074W,2087,2764
YBR076W,19,18
YBR077C,1659,1325
YBR078W,39261,84575
YBR079C,5780,10871
YBR080C,5457,9884
YBR081C,1072,1643
YBR082C,7279,14567
YBR083W,1697,1697
YBR084C-A,15308,25057
YBR084W,3021,7027
YBR085C-A,1646,3078
YBR085W,499,316
YBR086C,6945,8889
YBR087W,1560,1474
YBR088C,3163,4599
YBR089C-A,1177,1256
YBR090C,213,65
YBR091C,563,440
YBR092C,3242,3961
YBR093C,1155,811
YBR094W,1486,1416
YBR095C,582,866
YBR096W,3822,2997
YBR097W,1111,1119
YBR098W,382,459
YBR101C,1793,3069
YBR102C,1697,1812
YBR103W,1755,931
YBR104W,705,566
YBR105C,702,632
YBR106W,15399,13991
YBR107C,546,154
YBR108W,1865,2824
YBR109C,6654,10277
YBR110W,2923,1777
YBR111C,4397,6243
YBR111W-A,548,732
YBR112C,3091,5213
YBR114W,775,539
YBR115C,4677,12597
YBR117C,87,36
YBR118W,8628,7431
YBR119W,463,668
YBR120C,401,817
YBR121C,16084,24684
YBR122C,1783,1525
YBR123C,1387,1541
YBR125C,1472,734
YBR126C,14143,27226
YBR126W-A,3530,2746
YBR127C,20484,37513
YBR128C,340,147
YBR129C,930,872
YBR130C,1736,2025
YBR131W,480,407
YBR132C,1233,3184
YBR133C,3476,1165
YBR135W,736,956
YBR136W,701,712
YBR137W,1844,2313
YBR138C,511,1032
YBR139W,6376,11038
YBR140C,2404,3185
YBR141C,64,82
YBR142W,374,863
YBR143C,6966,9971
YBR145W,1229,844
YBR146W,1894,1752
YBR147W,233,159
YBR148W,49,110
YBR149W,10904,10583
YBR150C,839,996
YBR151W,6982,4619
YBR152W,126,289
YBR153W,561,281
YBR154C,805,2217
YBR155W,292,888
YBR156C,674,704
YBR157C,1390,1609
YBR158W,5496,2064
YBR159W,7035,6265
YBR160W,1916,2226
YBR161W,783,802
YBR162C,20138,21973
YBR162W-A,1394,2318
YBR163W,928,298
YBR164C,2121,2837
YBR165W,769,683
YBR166C,1977,1879
YBR167C,285,283
YBR168W,490,369
YBR169C,3173,4505
YBR170C,3518,3312
YBR171W,1778,2804
YBR172C,762,1243
YBR173C,2584,3529
YBR175W,1404,577
YBR176W,474,622
YBR177C,5872,5762
YBR179C,1062,1445
YBR180W,13,10
YBR181C,4583,3167
YBR182C,235,63
YBR182C-A,4,2
YBR183W,772,740
YBR184W,178,197
YBR185C,1007,1016
YBR186W,58,31
YBR187W,4779,3480
YBR188C,245,462
YBR189W,37615,40093
YBR191W,19690,23930
YBR192W,828,727
YBR193C,834,682
YBR194W,283,303
YBR195C,971,557
YBR196C,57861,117461
YBR196C-A,8,3
YBR196C-B,13,0
YBR197C,612,462
YBR198C,2389,2815
YBR199W,5240,4722
YBR200W,1599,1829
YBR201C-A,95,83
YBR201W,459,414
YBR202W,2503,2397
YBR203W,410,207
YBR204C,1178,1253
YBR205W,5359,4797
YBR207W,2675,2166
YBR208C,54629,52162
YBR210W,850,650
YBR211C,890,729
YBR212W,3146,5415
YBR213W,231,203
YBR214W,6055,6026
YBR215W,972,1487
YBR216C,2268,1416
YBR217W,277,177
YBR218C,5954,6275
YBR220C,1869,1018
YBR221C,15749,16956
YBR221W-A,1,1
YBR222C,5954,6027
YBR223C,1226,397
YBR225W,860,930
YBR227C,900,1104
YBR228W,665,263
YBR229C,2421,5043
YBR230C,2598,3538
YBR230W-A,234,273
YBR231C,1217,867
YBR233W,735,1490
YBR233W-A,324,452
YBR234C,6891,7604
YBR235W,3096,1377
YBR236C,1850,1931
YBR237W,1367,635
YBR238C,176,579
YBR239C,311,239
YBR240C,116,83
YBR241C,1976,1226
YBR242W,578,598
YBR243C,3516,1848
YBR244W,1753,4502
YBR245C,1692,5892
YBR246W,2184,726
YBR247C,341,667
YBR248C,2181,2821
YBR249C,5824,12630
YBR250W,107,50
YBR251W,938,1104
YBR252W,2264,2388
YBR253W,763,505
YBR254C,511,588
YBR255C-A,424,346
YBR255W,658,418
YBR256C,2033,1865
YBR257W,229,310
YBR258C,175,307
YBR259W,563,241
YBR260C,1753,1376
YBR261C,1465,1772
YBR262C,519,418
YBR263W,5643,9144
YBR264C,904,700
YBR265W,2462,1853
YBR267W,289,300
YBR268W,1046,904
YBR269C,1319,1735
YBR270C,441,114
YBR271W,375,253
YBR272C,1748,1246
YBR273C,2247,2471
YBR274W,1355,668
YBR275C,997,1483
YBR276C,3369,637
YBR278W,728,518
YBR279W,758,2300
YBR280C,1646,1064
YBR281C,1866,2507
YBR282W,730,1094
YBR283C,12876,12284
YBR284W,388,165
YBR285W,98,153
YBR286W,31036,33315
YBR287W,4792,2725
YBR288C,1119,1696
YBR289W,1373,1669
YBR290W,777,1275
YBR291C,744,254
YBR293W,1547,298
YBR294W,36,20
YBR295W,1575,307
YBR296C,60,83
YBR297W,368,256
YBR298C,1047,6
YBR298C-A,0,0
YBR299W,10,2
YBR301W,4,0
YCL001W,2208,3136
YCL001W-A,6,4
YCL001W-B,3,4
YCL002C,938,280
YCL004W,872,317
YCL005W,1040,363
YCL005W-A,2379,2814
YCL008C,1509,912
YCL009C,9657,9684
YCL010C,1540,762
YCL011C,6003,3556
YCL012C,248,303
YCL014W,1124,2429
YCL016C,884,413
YCL017C,3693,5412
YCL018W,1,1
YCL019W,22,0
YCL021W-A,113,19
YCL024W,705,1008
YCL025C,40729,33031
YCL026C-A,44,37
YCL026C-B,594,931
YCL027W,707,522
YCL028W,4498,8599
YCL029C,805,785
YCL030C,5391,7850
YCL031C,269,1259
YCL032W,1054,589
YCL033C,1664,1730
YCL034W,5141,3162
YCL035C,3117,4626
YCL036W,92,21
YCL037C,219,6561
YCL038C,1470,1092
YCL039W,2214,1200
YCL040W,37952,34744
YCL042W,777,57
YCL043C,33415,53114
YCL044C,1371,1384
YCL045C,6412,10113
YCL047C,749,753
YCL048W,17,10
YCL048W-A,9,21
YCL049C,766,647
YCL050C,6868,13166
YCL051W,1332,1098
YCL052C,2732,1250
YCL054W,216,1119
YCL055W,597,1167
YCL056C,266,101
YCL057C-A,2287,2587
YCL057W,8938,9449
YCL058C,324,0
YCL058W-A,62,83
YCL059C,376,1622
YCL061C,420,1586
YCL063W,1274,744
YCL064C,36568,40537
YCR002C,3813,4267
YCR003W,511,925
YCR004C,6572,9002
YCR005C,23619,24147
YCR007C,251,233
YCR008W,1809,1582
YCR009C,3907,4938
YCR010C,60,43
YCR011C,6365,6987
YCR012W,236082,491686
YCR014C,145,16
YCR015C,578,455
YCR016W,192,587
YCR017C,6956,5680
YCR018C,600,684
YCR019W,951,371
YCR020C,174,27
YCR020C-A,438,510
YCR020W-B,101,261
YCR021C,148,195
YCR023C,3888,1101
YCR024C,1060,607
YCR024C-A,2184,4338
YCR024C-B,4628,22
YCR026C,2290,1659
YCR027C,765,463
YCR028C,1537,945
YCR028C-A,3367,6118
YCR030C,3799,3924
YCR031C,22760,27519
YCR032W,780,701
YCR033W,1241,1837
YCR034W,5015,6532
YCR035C,945,1155
YCR036W,3184,2186
YCR037C,2256,1499
YCR038C,344,144
YCR042C,1502,2412
YCR043C,1400,1180
YCR044C,2227,1443
YCR045C,13,6
YCR046C,1623,1422
YCR047C,415,347
YCR048W,4105,1985
YCR050C,5,0
YCR051W,1715,1436
YCR052W,3031,2408
YCR053W,11130,24117
YCR054C,385,479
YCR057C,434,778
YCR059C,1829,655
YCR060W,868,533
YCR061W,2672,5277
YCR063W,163,213
YCR065W,2536,2779
YCR066W,467,313
YCR067C,4726,4266
YCR068W,1783,1064
YCR069W,5042,3609
YCR071C,674,869
YCR072C,202,344
YCR073C,582,194
YCR073W-A,2516,2216
YCR075C,1871,587
YCR075W-A,524,619
YCR076C,1187,843
YCR077C,5425,6770
YCR079W,1063,197
YCR081W,558,986
YCR082W,1761,1700
YCR083W,581,905
YCR084C,7392,5766
YCR086W,485,622
YCR087C-A,404,509
YCR088W,7044,21679
YCR089W,1275,200
YCR090C,1257,1238
YCR091W,700,857
YCR092C,1170,1048
YCR093W,2920,10744
YCR094W,1497,1358
YCR095C,511,512
YCR095W-A,46,3
YCR097W,784,1242
YCR098C,253,78
YCR099C,169,0
YCR100C,388,0
YCR101C,190,88
YCR102C,249,32
YCR104W,10,1
YCR105W,116,139
YCR106W,913,332
YCR107W,341,0
YCR108C,4,3
YDL001W,588,785
YDL002C,601,963
YDL003W,1458,2175
YDL004W,3407,5131
YDL005C,698,1194
YDL006W,975,806
YDL007C-A,1,0
YDL007W,6562,11049
YDL008W,631,634
YDL009C,4,2
YDL010W,1112,1414
YDL012C,958,1630
YDL013W,1491,752
YDL014W,3973,10318
YDL015C,6456,8016
YDL017W,651,556
YDL018C,1354,1400
YDL019C,3438,4646
YDL020C,2259,2804
YDL021W,718,945
YDL022W,9206,24525
YDL024C,151,78
YDL025C,1383,1609
YDL027C,1054,862
YDL028C,1169,1028
YDL029W,7775,8404
YDL030W,662,517
YDL031W,545,1827
YDL033C,788,241
YDL035C,883,1441
YDL036C,603,599
YDL037C,31,0
YDL039C,129,2
YDL040C,6475,7821
YDL042C,763,717
YDL043C,311,638
YDL044C,467,558
YDL045C,1190,877
YDL045W-A,800,1284
YDL046W,4063,4401
YDL047W,1630,1799
YDL048C,493,358
YDL049C,141,150
YDL051W,1535,3424
YDL052C,3056,2929
YDL053C,359,1729
YDL054C,1388,1348
YDL055C,28280,74743
YDL056W,614,1262
YDL057W,750,511
YDL058W,583,4789
YDL059C,281,266
YDL060W,561,753
YDL061C,5410,8470
YDL063C,190,278
YDL064W,1739,2430
YDL065C,546,1927
YDL066W,17016,11905
YDL067C,977,1296
YDL069C,205,258
YDL070W,1907,3286
YDL072C,6642,5842
YDL073W,1679,687
YDL074C,1038,2192
YDL075W,21231,25534
YDL076C,1387,1115
YDL077C,1367,1196
YDL078C,5333,5812
YDL079C,91,36
YDL080C,1124,400
YDL081C,29841,24763
YDL082W,7741,19467
YDL083C,14742,18004
YDL084W,16830,30725
YDL085C-A,631,868
YDL085W,120,64
YDL086W,3574,3269
YDL087C,541,515
YDL088C,1285,1724
YDL089W,986,1022
YDL090C,1636,1045
YDL091C,842,805
YDL092W,1177,1789
YDL093W,1740,2426
YDL095W,9352,14286
YDL097C,9169,11265
YDL098C,224,442
YDL099W,628,2789
YDL100C,10864,12433
YDL101C,1466,1592
YDL102W,1141,2820
YDL103C,3267,5591
YDL104C,497,216
YDL105W,520,405
YDL106C,953,1500
YDL107W,355,512
YDL108W,996,700
YDL109C,562,96
YDL110C,1032,2806
YDL111C,1435,1008
YDL112W,1195,2555
YDL113C,1175,1389
YDL114W,1,5
YDL115C,1095,1173
YDL116W,1972,1967
YDL117W,1720,1358
YDL119C,723,526
YDL120W,1454,1581
YDL121C,907,972
YDL122W,1061,2042
YDL123W,556,584
YDL124W,15452,16469
YDL125C,5519,8382
YDL126C,34534,68184
YDL127W,847,655
YDL128W,4103,4498
YDL129W,168,107
YDL130W,20646,25626
YDL130W-A,1225,1896
YDL131W,2378,3451
YDL132W,3040,4499
YDL133C-A,4162,1576
YDL133W,1329,698
YDL134C,2668,1804
YDL135C,1937,3869
YDL136W,1039,483
YDL137W,9108,6260
YDL138W,1360,243
YDL139C,269,239
YDL140C,7237,21382
YDL141W,2170,2634
YDL142C,1119,699
YDL143W,9189,8730
YDL144C,2435,1578
YDL145C,9002,21793
YDL146W,1059,513
YDL147W,3809,10161
YDL148C,105,1275
YDL149W,918,969
YDL150W,409,629
YDL153C,316,1127
YDL154W,315,55
YDL155W,1590,1000
YDL156W,488,626
YDL157C,1510,2171
YDL159W,1090,891
YDL159W-A,0,0
YDL160C,3812,16762
YDL160C-A,375,399
YDL161W,1804,3009
YDL164C,2022,2013
YDL165W,1212,1410
YDL166C,929,982
YDL167C,208,359
YDL168W,3039,6483
YDL169C,353,258
YDL170W,1197,516
YDL171C,6183,24625
YDL173W,908,3689
YDL174C,3862,2232
YDL175C,465,625
YDL176W,1208,470
YDL177C,302,184
YDL178W,2243,2619
YDL179W,1237,759
YDL180W,2572,985
YDL181W,747,1183
YDL182W,3828,4475
YDL183C,325,196
YDL184C,4690,1678
YDL185W,26830,90170
YDL186W,1,2
YDL188C,1796,1831
YDL189W,1175,1346
YDL190C,3037,5479
YDL191W,2560,1119
YDL192W,11812,13822
YDL193W,2109,2525
YDL194W,660,264
YDL195W,8697,19711
YDL197C,1500,242
YDL198C,3541,3194
YDL199C,767,590
YDL200C,375,510
YDL201W,356,914
YDL202W,740,1007
YDL203C,1434,939
YDL204W,495,343
YDL205C,993,1329
YDL206W,1114,291
YDL207W,1155,674
YDL208W,1027,2561
YDL209C,288,321
YDL210W,1356,710
YDL211C,462,265
YDL212W,4032,3724
YDL213C,470,1244
YDL214C,96,48
YDL215C,11710,14698
YDL216C,672,519
YDL217C,954,1030
YDL218W,72,14
YDL219W,959,1339
YDL220C,882,407
YDL222C,238,111
YDL223C,669,317
YDL224C,3277,2214
YDL225W,917,3661
YDL226C,4868,6212
YDL227C,3068,3513
YDL229W,13989,32681
YDL230W,1345,879
YDL231C,3684,184
YDL232W,771,492
YDL233W,864,827
YDL234C,1559,1436
YDL235C,1501,1563
YDL236W,4019,4245
YDL237W,4569,2945
YDL238C,1386,620
YDL239C,263,8
YDL240W,1403,1366
YDL241W,230,372
YDL243C,390,10
YDL244W,21,6
YDL246C,1,0
YDL247W,0,0
YDL248W,229,77
YDR001C,8180,8636
YDR002W,7570,17687
YDR003W,1670,1053
YDR003W-A,272,1
YDR004W,1420,387
YDR005C,1436,1174
YDR006C,1577,1608
YDR007W,2070,1012
YDR009W,285,127
YDR011W,18566,23124
YDR012W,2352,3300
YDR013W,780,461
YDR014W,163,453
YDR014W-A,53,58
YDR016C,1348,632
YDR017C,1369,1647
YDR018C,139,87
YDR019C,3425,2925
YDR020C,207,229
YDR021W,86,106
YDR022C,863,415
YDR023W,10684,28220
YDR025W,10928,17655
YDR026C,893,558
YDR027C,1261,1515
YDR028C,2653,5549
YDR030C,148,87
YDR031W,298,511
YDR032C,7596,10070
YDR033W,27785,43913
YDR034C,1921,1031
YDR034C-A,571,651
YDR034C-D,12,1
YDR034W-B,22,28
YDR035W,2432,5551
YDR036C,2368,2298
YDR037W,14462,30441
YDR038C,141,102
YDR040C,546,782
YDR041W,1342,1311
YDR042C,41,24
YDR043C,1019,855
YDR044W,2902,3820
YDR045C,337,651
YDR046C,6741,6207
YDR047W,3948,2107
YDR049W,729,1114
YDR050C,89615,164022
YDR051C,1243,1085
YDR052C,1281,1274
YDR054C,1075,2787
YDR055W,6660,8256
YDR056C,2218,2806
YDR057W,745,1171
YDR058C,460,329
YDR059C,685,955
YDR060W,353,2137
YDR061W,2212,1481
YDR062W,2728,6230
YDR063W,1532,2077
YDR064W,30488,59139
YDR065W,228,177
YDR066C,305,232
YDR067C,711,531
YDR068W,444,1235
YDR069C,1038,1216
YDR070C,158,124
YDR071C,2370,6389
YDR072C,3044,1690
YDR073W,516,380
YDR074W,13861,17761
YDR075W,408,417
YDR076W,183,118
YDR077W,43553,66898
YDR078C,274,112
YDR079C-A,381,340
YDR079W,450,677
YDR080W,789,1497
YDR081C,1219,1231
YDR082W,989,69
YDR083W,162,509
YDR084C,2108,2181
YDR085C,775,570
YDR086C,2709,5447
YDR087C,338,683
YDR088C,170,604
YDR089W,2645,2580
YDR090C,1879,1534
YDR091C,2154,4255
YDR092W,3085,3618
YDR093W,3425,3391
YDR096W,1237,2277
YDR097C,1967,3347
YDR098C,3726,7045
YDR098C-B,2,0
YDR099W,7565,23800
YDR100W,2316,2631
YDR101C,522,870
YDR103W,1573,1614
YDR104C,713,405
YDR105C,2444,1832
YDR106W,89,49
YDR107C,1940,1806
YDR108W,1191,658
YDR109C,1050,563
YDR110W,504,480
YDR111C,1028,570
YDR113C,1727,1400
YDR114C,16,0
YDR115W,978,1129
YDR116C,1222,1476
YDR117C,2156,2528
YDR118W,848,590
YDR119W,3723,4319
YDR119W-A,149,287
YDR120C,648,1120
YDR121W,560,628
YDR122W,4129,4216
YDR123C,470,202
YDR124W,128,31
YDR125C,369,168
YDR126W,265,117
YDR127W,6600,16621
YDR128W,2092,959
YDR129C,10552,21850
YDR130C,803,914
YDR131C,679,481
YDR132C,794,545
YDR135C,6246,8953
YDR137W,1361,932
YDR138W,1077,975
YDR139C,800,860
YDR140W,979,520
YDR141C,2716,3866
YDR142C,753,450
YDR143C,976,1146
YDR144C,2931,2863
YDR145W,1411,2628
YDR146C,1267,3569
YDR147W,1274,1024
YDR148C,4362,8000
YDR150W,1601,5597
YDR151C,1613,1429
YDR152W,928,1227
YDR153C,979,2243
YDR155C,60893,65012
YDR156W,544,654
YDR158W,13365,19756
YDR159W,767,1173
YDR160W,1431,310
YDR161W,1155,1162
YDR162C,584,867
YDR163W,266,509
YDR164C,1891,1279
YDR165W,568,884
YDR166C,1133,1688
YDR167W,1158,1201
YDR168W,2372,9063
YDR169C,1022,1691
YDR169C-A,13,4
YDR170C,4870,14325
YDR170W-A,45,59
YDR171W,5526,5232
YDR172W,4552,14713
YDR173C,455,450
YDR174W,5391,6338
YDR175C,1288,1541
YDR176W,911,1270
YDR177W,1694,4141
YDR178W,3003,3125
YDR179C,50,249
YDR179W-A,603,249
YDR180W,551,1191
YDR181C,630,534
YDR182W,2710,3239
YDR182W-A,13,1
YDR183W,589,531
YDR184C,69,91
YDR185C,50,76
YDR186C,1998,2107
YDR188W,6000,9235
YDR189W,3536,3956
YDR190C,2425,4700
YDR191W,631,382
YDR192C,800,1141
YDR194C,1570,3224
YDR195W,476,727
YDR196C,1339,1021
YDR197W,794,458
YDR198C,391,238
YDR200C,310,915
YDR201W,788,763
YDR202C,1183,982
YDR204W,2965,1594
YDR205W,1598,1156
YDR206W,2569,1142
YDR207C,1142,1483
YDR208W,3311,2699
YDR210C-D,1,1
YDR210W,1584,2201
YDR210W-B,8,1
YDR211W,1976,3702
YDR212W,6886,10859
YDR213W,1762,1070
YDR214W,8068,8476
YDR216W,1447,1295
YDR217C,600,1101
YDR218C,4,24
YDR219C,756,1349
YDR221W,2068,2134
YDR222W,474,743
YDR223W,130,74
YDR224C,10163,16344
YDR225W,10036,12325
YDR226W,18294,29845
YDR227W,691,1168
YDR228C,947,1001
YDR229W,1069,1274
YDR231C,1463,1214
YDR232W,3391,5175
YDR233C,8877,14523
YDR234W,1715,1857
YDR235W,841,641
YDR236C,1637,985
YDR237W,1501,1417
YDR238C,6765,15533
YDR239C,966,950
YDR240C,793,495
YDR242W,1528,697
YDR243C,514,601
YDR244W,1283,1714
YDR245W,3575,2533
YDR246W,954,853
YDR246W-A,18,19
YDR247W,401,638
YDR248C,663,1223
YDR249C,489,121
YDR251W,4524,2859
YDR252W,316,367
YDR253C,71,60
YDR254W,565,376
YDR255C,461,709
YDR256C,50,17
YDR257C,1183,1067
YDR258C,4827,12093
YDR259C,141,252
YDR260C,736,527
YDR261C,3284,2677
YDR261C-D,48,21
YDR261W-B,22,3
YDR262W,1899,1186
YDR263C,299,89
YDR264C,10630,5801
YDR265W,1233,410
YDR266C,1231,2499
YDR267C,1266,784
YDR268W,984,792
YDR270W,2181,1608
YDR272W,1742,3720
YDR273W,135,68
YDR275W,559,145
YDR276C,4871,7921
YDR277C,551,553
YDR279W,781,880
YDR280W,1208,1108
YDR281C,66,63
YDR282C,652,392
YDR283C,1420,2097
YDR284C,2674,2639
YDR285W,105,221
YDR286C,429,338
YDR287W,1218,895
YDR288W,645,385
YDR289C,443,1194
YDR291W,1731,772
YDR292C,3115,3299
YDR293C,5619,8550
YDR294C,4518,3409
YDR295C,430,1096
YDR296W,1503,1339
YDR297W,3073,2380
YDR298C,3275,4819
YDR299W,150,370
YDR300C,1376,1832
YDR301W,1790,2222
YDR302W,816,1205
YDR303C,1292,2755
YDR304C,7651,8181
YDR305C,537,888
YDR306C,1711,883
YDR307W,1681,2550
YDR308C,584,698
YDR309C,4332,4888
YDR310C,1726,1209
YDR311W,1156,1289
YDR312W,217,314
YDR313C,646,455
YDR314C,359,208
YDR315C,242,248
YDR316W,408,654
YDR317W,90,82
YDR318W,565,328
YDR319C,1016,564
YDR320C,1292,1708
YDR320C-A,549,447
YDR321W,4728,7431
YDR322C-A,838,1451
YDR322W,1564,1639
YDR323C,741,373
YDR324C,469,954
YDR325W,993,977
YDR326C,1551,2596
YDR328C,3757,4972
YDR329C,1968,1191
YDR330W,1778,2447
YDR331W,1882,1881
YDR332W,854,198
YDR333C,2570,1616
YDR334W,1761,1055
YDR335W,4733,4222
YDR336W,605,291
YDR337W,868,1458
YDR338C,1357,730
YDR339C,617,1132
YDR341C,6652,16052
YDR342C,140,155
YDR343C,17,1
YDR345C,17679,21385
YDR346C,3546,5380
YDR347W,2156,1431
YDR348C,2161,2791
YDR349C,2923,1300
YDR350C,1824,341
YDR351W,1091,1496
YDR352W,2061,1165
YDR353W,17168,24358
YDR354W,3322,2373
YDR356W,271,2064
YDR357C,408,588
YDR358W,2192,3294
YDR359C,1060,770
YDR361C,1049,1410
YDR362C,1212,762
YDR363W,497,546
YDR363W-A,1124,3248
YDR364C,732,382
YDR365C,949,1356
YDR365W-B,21,6
YDR366C,1594,281
YDR367W,1678,1082
YDR368W,5210,8171
YDR369C,477,697
YDR370C,1016,365
YDR371W,956,1084
YDR372C,1841,3875
YDR373W,1933,2071
YDR374C,11,39
YDR374W-A,541,306
YDR375C,1547,658
YDR376W,1752,1174
YDR377W,1298,3225
YDR378C,2213,1931
YDR379C-A,400,423
YDR379W,870,1431
YDR380W,7365,8934
YDR381C-A,297,250
YDR381W,6769,14732
YDR382W,23965,25381
YDR383C,255,231
YDR384C,1403,2763
YDR385W,1609,2877
YDR386W,512,503
YDR387C,2175,415
YDR388W,8519,9446
YDR389W,1227,1873
