,ORF,WT_glycerol_RNA,WT_glycerol_Ribo
3936,YER042W,1267.0,1324.0
3937,YBR236C,1137.0,1440.0
3938,YPL125W,1491.0,1749.0
3939,YDR289C,1082.0,1021.0
3940,YOL140W,1282.0,868.0
3941,YGR125W,1056.0,960.0
3942,YLR305C,937.0,1049.0
3943,YBR194W,1022.0,614.0
3944,YJL092W,807.0,403.0
3945,YMR316W,1837.0,285.0
3946,YIL038C,1018.0,1710.0
3947,YIL138C,3076.0,3849.0
3948,YIL143C,683.0,1272.0
3949,YGR092W,1111.0,1397.0
3950,YJL207C,897.0,622.0
3951,YLR247C,1525.0,1180.0
3952,YBL016W,2280.0,2985.0
3953,YDL235C,1913.0,811.0
3954,YGL081W,642.0,253.0
3955,YGR103W,1733.0,1080.0
3956,YDL222C,68.0,470.0
3957,YGR178C,1847.0,6183.0
3958,YGR057C,382.0,233.0
3959,YNL139C,893.0,1257.0
3960,YGL143C,1817.0,2263.0
3961,YJR123W,25970.0,30269.0
3962,YOL075C,221.0,304.0
3963,YBR294W,556.0,270.0
3964,YDL067C,5385.0,7474.0
3965,YOL020W,992.0,1020.0
3966,YDR135C,1670.0,1467.0
3967,YMR256C,11572.0,10086.0
3968,YGL242C,1230.0,1286.0
3969,YOR252W,1574.0,793.0
3970,YGR078C,1432.0,860.0
3971,YGR007W,932.0,870.0
3972,YHL033C,5134.0,7268.0
3973,YGL252C,1601.0,1751.0
3974,YER155C,1772.0,2343.0
3975,YBR037C,2718.0,3054.0
3976,YOR096W,22531.0,17148.0
3977,YEL035C,5.0,0.0
3978,YPL250C,253.0,359.0
3979,YNL148C,185.0,358.0
3980,YGL119W,690.0,892.0
3981,YCR072C,537.0,584.0
3982,YNL194C,82.0,290.0
3983,YCR023C,998.0,1078.0
3984,YGR278W,472.0,375.0
3985,YBL057C,2084.0,434.0
3986,YBR073W,1852.0,1436.0
3987,YPR175W,546.0,452.0
3988,Q0160,5460.0,4.0
3989,YBR004C,91.0,200.0
3990,YPR120C,2125.0,685.0
3991,YBL041W,4473.0,5944.0
3992,YDL058W,1755.0,1749.0
3993,YNL214W,367.0,521.0
3994,YLR403W,457.0,2232.0
3995,YPR180W,1322.0,708.0
3996,YEL013W,599.0,2230.0
3997,YPR040W,1655.0,1404.0
3998,YDR385W,3815.0,4633.0
3999,YDR480W,508.0,520.0
4000,YML004C,3224.0,6642.0
4001,YLR023C,677.0,3925.0
4002,YBR059C,1226.0,1862.0
4003,YDL198C,2654.0,2961.0
4004,YLR072W,798.0,878.0
4005,YER180C,615.0,3.0
4006,YGR212W,300.0,229.0
4007,YJL011C,964.0,477.0
4008,YKL138C,10447.0,4251.0
4009,YPL093W,868.0,1217.0
4010,YPL028W,5335.0,10858.0
4011,YPL188W,612.0,1186.0
4012,YPL173W,2154.0,5551.0
4013,YLR264W,879.0,3030.0
4014,YKR023W,959.0,666.0
4015,YDL218W,12.0,50.0
4016,YKL038W,764.0,1208.0
4017,YDR424C,4470.0,1213.0
4018,YLR286C,148.0,200.0
4019,YNL016W,844.0,10777.0
4020,YDL118W,4.0,0.0
4021,YKL107W,431.0,241.0
4022,YDL085W,1244.0,1659.0
4023,YFL049W,1042.0,1107.0
4024,YKR018C,995.0,2499.0
4025,YOR171C,849.0,2082.0
4026,YKL003C,4017.0,1890.0
4027,YHR069C,1180.0,746.0
4028,YPL042C,935.0,507.0
4029,YBL107C,3391.0,1655.0
4030,YFR025C,1711.0,962.0
4031,YBR175W,553.0,179.0
4032,YDL035C,1066.0,738.0
4033,YKL192C,2990.0,10986.0
4034,YHR002W,1123.0,491.0
4035,YPR098C,4025.0,2126.0
4036,YNR009W,251.0,404.0
4037,YKL065C,5346.0,1539.0
4038,YJR046W,1035.0,318.0
4039,YLR315W,16.0,182.0
4040,YFL023W,821.0,635.0
4041,YDR092W,4270.0,2174.0
4042,YPL108W,1092.0,334.0
4043,YBR171W,1804.0,874.0
4044,YNL130C-A,4.0,1.0
4045,YNL070W,2511.0,2185.0
4046,YMR185W,1171.0,374.0
4047,YOR273C,1640.0,131.0
4048,YBR200W,1220.0,1936.0
4049,YNL262W,1137.0,1387.0
4050,YOL069W,407.0,374.0
4051,YLL042C,695.0,34.0
4052,YDR412W,870.0,727.0
4053,YDR129C,2450.0,8362.0
4054,YBR157C,790.0,600.0
4055,YCL036W,767.0,158.0
4056,YOL092W,845.0,620.0
4057,YOR077W,103.0,385.0
4058,YOL043C,579.0,104.0
4059,YDR402C,192.0,31.0
4060,YIL026C,921.0,955.0
4061,YDR042C,144.0,12.0
4062,YBL071W-A,857.0,400.0
4063,YNL244C,8556.0,3649.0
4064,YNR027W,518.0,216.0
4065,YLR438C-A,2760.0,1446.0
4066,YGL055W,6944.0,21211.0
4067,YNL095C,88.0,125.0
4068,YDR529C,29591.0,25996.0
4069,YGR044C,388.0,677.0
4070,YOR219C,433.0,511.0
4071,YLR135W,525.0,547.0
4072,YPL226W,806.0,2398.0
4073,YML018C,531.0,162.0
4074,YDL044C,1273.0,1006.0
4075,YER112W,2352.0,1902.0
4076,YNL270C,1164.0,1128.0
4077,YKR100C,1251.0,533.0
4078,YIL084C,300.0,464.0
4079,YER058W,2430.0,775.0
4080,YHL016C,224.0,1.0
4081,YPR010C,321.0,1751.0
4082,YMR193W,6363.0,5160.0
4083,YLL039C,1640.0,18811.0
4084,YCR053W,2155.0,4578.0
4085,YML023C,690.0,168.0
4086,YLR091W,303.0,354.0
4087,YER047C,273.0,859.0
4088,YKR053C,423.0,62.0
4089,YML098W,1085.0,475.0
4090,YLR420W,2214.0,1871.0
4091,YJR067C,1467.0,541.0
4092,YDL153C,1002.0,759.0
4093,YMR071C,3023.0,798.0
4094,YIR033W,1304.0,1211.0
4095,YGL016W,401.0,592.0
4096,YDL216C,774.0,478.0
4097,YMR120C,207.0,708.0
4098,YER029C,2230.0,871.0
4099,YKR075C,1398.0,315.0
4100,YOR194C,1401.0,1300.0
4101,YMR200W,1197.0,1404.0
4102,YPR034W,850.0,985.0
4103,YGR233C,1341.0,942.0
4104,YPR061C,735.0,509.0
4105,YOR299W,1356.0,549.0
4106,YDR224C,13299.0,14163.0
4107,YHR189W,10.0,126.0
4108,YLR385C,8.0,136.0
4109,YDR545W,5.0,1.0
4110,YLR218C,2584.0,681.0
4111,YBR138C,826.0,1154.0
4112,YNL162W,12379.0,2705.0
4113,YDR362C,923.0,656.0
4114,YNL115C,1170.0,1464.0
4115,YGL138C,1.0,1.0
4116,YJL174W,1498.0,2779.0
4117,YLR298C,1307.0,468.0
4118,YJR058C,2511.0,532.0
4119,YPR156C,348.0,1039.0
4120,YDR359C,685.0,1195.0
4121,YKL124W,121.0,582.0
4122,YDR304C,5353.0,3514.0
4123,YKL171W,805.0,1427.0
4124,YOR136W,7122.0,39599.0
4125,YJL056C,251.0,210.0
4126,YPL063W,4110.0,5633.0
4127,YOL142W,1412.0,775.0
4128,YDR287W,936.0,753.0
4129,YGL209W,256.0,47.0
4130,YLR099W-A,5074.0,862.0
4131,YGL041W-A,2408.0,1366.0
4132,YAL041W,1750.0,1294.0
4133,YPL127C,1477.0,5447.0
4134,YJL090C,579.0,300.0
4135,YBR196C,2019.0,26456.0
4136,YHR140W,1428.0,691.0
4137,YDR002W,6658.0,7338.0
4138,YOL164W,319.0,93.0
4139,YNL039W,1160.0,1362.0
4140,YJL205C,2090.0,508.0
4141,YJR118C,1305.0,561.0
4142,YBR072C-A,66.0,6.0
4143,YLR245C,69.0,303.0
4144,YNL320W,524.0,335.0
4145,YGR101W,1652.0,2694.0
4146,YDL237W,1431.0,874.0
4147,YJR085C,14537.0,5986.0
4148,YOL077C,2114.0,1066.0
4149,YDR137W,994.0,822.0
4150,YHR031C,421.0,418.0
4151,YKL209C,1319.0,1126.0
4152,YGL058W,918.0,773.0
4153,YDL061C,8055.0,4695.0
4154,YLR441C,9414.0,12668.0
4155,YIL010W,1361.0,1858.0
4156,YEL033W,6803.0,25.0
4157,YNR051C,1668.0,748.0
4158,YGR005C,1415.0,1851.0
4159,YML111W,890.0,806.0
4160,YBR296C-A,7.0,0.0
4161,YHL034C,2984.0,15243.0
4162,YGL240W,26.0,196.0
4163,YLR332W,1151.0,1453.0
4164,YGL254W,172.0,1073.0
4165,YOL059W,394.0,2337.0
4166,YFR006W,2122.0,3982.0
4167,YHL031C,2099.0,2287.0
4168,YOR026W,722.0,433.0
4169,YER036C,3002.0,3219.0
4170,YOR090C,1517.0,1037.0
4171,YPL207W,3623.0,1381.0
4172,YNL138W-A,1395.0,351.0
4173,YGR027C,63602.0,18914.0
4174,YCL054W,1365.0,1151.0
4175,YGL117W,1118.0,306.0
4176,YER051W,443.0,555.0
4177,YMR105C,2246.0,5814.0
4178,YER182W,3379.0,2243.0
4179,YBL055C,543.0,445.0
4180,YOR188W,815.0,987.0
4181,YNL314W,917.0,452.0
4182,YLL018C,3471.0,14514.0
4183,YDR174W,5491.0,1806.0
4184,YOR155C,883.0,706.0
4185,YGL101W,1432.0,1178.0
4186,YOR250C,735.0,674.0
4187,YOR205C,1229.0,634.0
4188,YBL043W,3820.0,7011.0
4189,YPR042C,497.0,2309.0
4190,YCL009C,3286.0,8733.0
4191,YEL048C,182.0,178.0
4192,YHL029C,595.0,631.0
4193,YDR482C,1233.0,338.0
4194,YPR182W,1293.0,1099.0
4195,YLR021W,1892.0,528.0
4196,YLR074C,3821.0,611.0
4197,YNL216W,486.0,2507.0
4198,YLR405W,642.0,480.0
4199,YHR091C,1611.0,929.0
4200,YOL013W-A,184.0,0.0
4201,YMR089C,3947.0,4784.0
4202,YDR345C,120.0,587.0
4203,YOR108W,1098.0,1264.0
4204,YJL068C,1959.0,3021.0
4205,YGR210C,1512.0,1166.0
4206,YHR179W,965.0,1225.0
4207,YNL049C,643.0,678.0
4208,YKR025W,1221.0,653.0
4209,YDR205W,553.0,561.0
4210,YJL108C,292.0,261.0
4211,YLR266C,1130.0,340.0
4212,YPL186C,2162.0,3683.0
4213,YLR284C,5927.0,3618.0
4214,YPL171C,1101.0,188.0
4215,YDR056C,2356.0,982.0
4216,YPR028W,10352.0,5717.0
4217,YJL035C,687.0,188.0
4218,YBL088C,805.0,134.0
4219,YBR028C,374.0,921.0
4220,YLR116W,260.0,586.0
4221,YER008C,830.0,857.0
4222,YDL148C,840.0,831.0
4223,YOR177C,319.0,203.0
4224,YLR192C,2218.0,4270.0
4225,YBR177C,1465.0,3604.0
4226,YJL155C,804.0,811.0
4227,YIR004W,1667.0,2085.0
4228,YFR027W,813.0,422.0
4229,YJL122W,2912.0,670.0
4230,YGR148C,2074.0,1879.0
4231,YLR152C,4439.0,2225.0
4232,YDR459C,557.0,65.0
4233,YBR111W-A,1652.0,820.0
4234,YLR313C,648.0,288.0
4235,YNR007C,415.0,1133.0
4236,YJR153W,310.0,357.0
4237,YKL190W,2407.0,1465.0
4238,YKL063C,2365.0,830.0
4239,YDL170W,276.0,234.0
4240,YJR044C,658.0,1084.0
4241,YJR011C,748.0,283.0
4242,YMR009W,3533.0,1823.0
4243,YNL072W,626.0,746.0
4244,YFL021W,553.0,989.0
4245,YMR283C,577.0,364.0
4246,YDR090C,315.0,339.0
4247,YIL108W,513.0,2094.0
4248,YER093C-A,2198.0,1103.0
4249,YJR135W-A,4436.0,2800.0
4250,YMR187C,250.0,225.0
4251,YOR359W,430.0,418.0
4252,YNL239W,3869.0,8697.0
4253,YDR410C,1152.0,180.0
4254,YLL040C,1512.0,3482.0
4255,YOR322C,755.0,1032.0
4256,YOR048C,1174.0,1207.0
4257,YNL147W,4438.0,1386.0
4258,YBR159W,3163.0,2159.0
4259,YOR075W,1610.0,674.0
4260,YDR404C,875.0,579.0
4261,YHR077C,1476.0,842.0
4262,YFR018C,775.0,668.0
4263,YJL212C,62.0,27.0
4264,YNL242W,579.0,1251.0
4265,YNL162W-A,203.0,60.0
4266,YOL090W,1093.0,1109.0
4267,YNL145W,191.0,162.0
4268,YNR021W,1811.0,2175.0
4269,YBR094W,1074.0,1198.0
4270,YDR035W,1231.0,2864.0
4271,YGL053W,1257.0,636.0
4272,YEL017C-A,324.0,980.0
4273,YNL093W,133.0,234.0
4274,YOL001W,751.0,273.0
4275,YPL224C,330.0,602.0
4276,YLR137W,437.0,121.0
4277,YPL271W,22761.0,13628.0
4278,YBR096W,1568.0,596.0
4279,YDR531W,1805.0,773.0
4280,YOL136C,97.0,169.0
4281,YLR002C,1189.0,992.0
4282,YER145C,4161.0,2561.0
4283,YER110C,1167.0,5261.0
4284,YHR123W,227.0,344.0
4285,YOR304W,1458.0,1537.0
4286,YJR133W,3609.0,2103.0
4287,YHL010C,253.0,643.0
4288,YMR191W,3904.0,5062.0
4289,YLR108C,232.0,167.0
4290,YKR008W,629.0,1026.0
4291,YDR226W,5776.0,29454.0
4292,YLR097C,855.0,286.0
4293,YDR108W,410.0,254.0
4294,YLR426W,548.0,147.0
4295,YDL155W,670.0,455.0
4296,YMR079W,1408.0,5457.0
4297,YMR126C,609.0,104.0
4298,YGL014W,968.0,1646.0
4299,YML043C,697.0,71.0
4300,YLR068W,1396.0,442.0
4301,YMR279C,8.0,2.0
4302,YER027C,667.0,2737.0
4303,YDL013W,720.0,619.0
4304,YKR088C,815.0,697.0
4305,YMR206W,705.0,2403.0
4306,YOR196C,921.0,1949.0
4307,YOR231W,582.0,874.0
4308,YPR036W,4397.0,7148.0
4309,YCR087C-A,1476.0,563.0
4310,YGR235C,5268.0,5570.0
4311,YEL067C,4.0,21.0
4312,YOL159C-A,225.0,206.0
4313,YKL173W,842.0,903.0
4314,YLR383W,1258.0,476.0
4315,YDR469W,1608.0,695.0
4316,YGL051W,6.0,0.0
4317,YNL160W,2220.0,26245.0
4318,YLR412C-A,2.0,0.0
4319,YMR013C,276.0,228.0
4320,YDR219C,1031.0,1364.0
4321,YCR011C,1768.0,1636.0
4322,YNL055C,14925.0,94407.0
4323,YIL134C-A,19.0,1.0
4324,YFL002C,998.0,826.0
4325,YDR155C,12315.0,28739.0
4326,YGL181W,1112.0,2425.0
4327,YJL176C,808.0,3075.0
4328,YPL087W,3226.0,1653.0
4329,YDR302W,1611.0,442.0
4330,YJL054W,1285.0,1897.0
4331,YOR134W,33.0,41.0
4332,YPR154W,308.0,2919.0
4333,YPR101W,1341.0,570.0
4334,YAL038W,4793.0,26944.0
4335,YAL047C,431.0,478.0
4336,YDR285W,359.0,67.0
4337,YOL119C,264.0,303.0
4338,YOR320C,1599.0,1012.0
4339,YJL096W,8719.0,3304.0
4340,YHR142W,1353.0,735.0
4341,YPL129W,2479.0,2351.0
4342,YOL162W,113.0,0.0
4343,YLR196W,1181.0,957.0
4344,YJL203W,449.0,662.0
4345,YIL147C,707.0,470.0
4346,YGL085W,530.0,153.0
4347,YML081C-A,15135.0,9143.0
4348,YKL017C,816.0,403.0
4349,YPL201C,10297.0,11096.0
4350,YBL018C,2675.0,300.0
4351,YDR131C,534.0,328.0
4352,YHR033W,440.0,1773.0
4353,YEL031W,1614.0,3494.0
4354,YOL071W,2448.0,3256.0
4355,YNR053C,1913.0,1250.0
4356,YDL063C,777.0,494.0
4357,YNL298W,782.0,1271.0
4358,YBR290W,2485.0,1415.0
4359,YNR075W,17.0,20.0
4360,YML113W,570.0,573.0
4361,YHR202W,197.0,555.0
4362,YHR008C,9543.0,26620.0
4363,YLR330W,1752.0,5070.0
4364,YFR051C,1195.0,3088.0
4365,YNR068C,201.0,37.0
4366,YGR129W,984.0,529.0
4367,YFR004W,5212.0,4033.0
4368,YOR369C,61734.0,12011.0
4369,YOR025W,745.0,598.0
4370,YOR092W,260.0,274.0
4371,YGR021W,4989.0,3432.0
4372,YGL070C,671.0,862.0
4373,YGL256W,514.0,137.0
4374,YER184C,138.0,84.0
4375,YMR107W,4066.0,2903.0
4376,YER166W,935.0,1921.0
4377,YCR027C,438.0,508.0
4378,YDL194W,695.0,677.0
4379,YLR325C,27624.0,9281.0
4380,YGL115W,2891.0,1660.0
4381,YMR247C,1383.0,1207.0
4382,YBR077C,1962.0,1294.0
4383,YDR176W,1356.0,779.0
4384,YDR381W,6562.0,7468.0
4385,YGL103W,67977.0,27787.0
4386,YDR484W,1385.0,701.0
4387,YOR207C,760.0,878.0
4388,YGL128C,310.0,526.0
4389,YGR192C,45789.0,120147.0
4390,YBL045C,10216.0,58832.0
4391,YPR184W,570.0,2451.0
4392,YER064C,1002.0,3136.0
4393,YNL218W,203.0,573.0
4394,YLR407W,1416.0,876.0
4395,YBR088C,4838.0,2558.0
4396,YBR055C,1029.0,526.0
4397,YOR175C,728.0,638.0
4398,YNL329C,1147.0,1085.0
4399,YGL028C,93.0,112.0
4400,YMR030W,522.0,599.0
4401,YNL012W,382.0,340.0
4402,YPL184C,1311.0,1677.0
4403,YDR252W,130.0,328.0
4404,YJL037W,1560.0,220.0
4405,YDR054C,656.0,1741.0
4406,YBR008C,319.0,34.0
4407,YPR171W,1643.0,1408.0
4408,YKL103C,1106.0,3302.0
4409,YLR114C,450.0,834.0
4410,YML037C,43.0,105.0
4411,YLR141W,79.0,174.0
4412,YDL089W,900.0,486.0
4413,YPL159C,517.0,1214.0
4414,YBR102C,788.0,1142.0
4415,YDR096W,972.0,4449.0
4416,YIR006C,457.0,7173.0
4417,YPL046C,937.0,432.0
4418,YIL002W-A,3838.0,663.0
4419,YKL196C,3095.0,2692.0
4420,YFR021W,225.0,441.0
4421,YNL129W,680.0,159.0
4422,YJR013W,1121.0,547.0
4423,YDL176W,548.0,366.0
4424,YKR027W,355.0,449.0
4425,YKL034W,456.0,749.0
4426,YKL061W,1767.0,595.0
4427,YJR042W,1113.0,1424.0
4428,YMR281W,479.0,273.0
4429,YFL027C,929.0,271.0
4430,YPL133C,1376.0,982.0
4431,YMR302C,3003.0,3880.0
4432,YBR230W-A,1090.0,135.0
4433,YMR189W,1490.0,3120.0
4434,YBR204C,644.0,811.0
4435,YDL223C,493.0,4399.0
4436,YNR023W,845.0,716.0
4437,YOL096C,1148.0,1160.0
4438,YBR259W,419.0,219.0
4439,YDR406W,469.0,202.0
4440,YNL240C,1218.0,803.0
4441,YBR222C,3354.0,19367.0
4442,YOR306C,131.0,4.0
4443,YNL091W,1455.0,1737.0
4444,YER025W,987.0,7835.0
4445,YMR226C,5491.0,8223.0
4446,YHL012W,60.0,16.0
4447,YNL281W,3581.0,1842.0
4448,YPL273W,503.0,300.0
4449,YGR015C,450.0,315.0
4450,YDR037W,3186.0,5350.0
4451,YGR040W,262.0,664.0
4452,YER178W,4231.0,16764.0
4453,YOL003C,1122.0,529.0
4454,YPL222W,435.0,2.0
4455,YBR137W,2929.0,1658.0
4456,YHR121W,3588.0,1818.0
4457,YOL138C,995.0,796.0
4458,YDR533C,2527.0,1051.0
4459,YER147C,1244.0,382.0
4460,YOL038W,7205.0,4812.0
4461,YKL211C,1373.0,1293.0
4462,YLL002W,769.0,241.0
4463,YLR424W,440.0,304.0
4464,YER043C,4086.0,16794.0
4465,YCL059C,1424.0,1248.0
4466,YLR095C,491.0,433.0
4467,YBR034C,2087.0,1005.0
4468,YLR040C,121.0,299.0
4469,YJR063W,1426.0,511.0
4470,YKR105C,6.0,2.0
4471,YDL157C,5306.0,2088.0
4472,YJL184W,3278.0,987.0
4473,YDL040C,1677.0,2657.0
4474,YDL015C,974.0,3064.0
4475,YKR086W,807.0,569.0
4476,YML041C,1209.0,697.0
4477,YER078C,820.0,628.0
4478,YMR204C,292.0,449.0
4479,YML014W,562.0,540.0
4480,YKR071C,1303.0,3587.0
4481,YGL261C,2.0,0.0
4482,YOR233W,804.0,396.0
4483,YMR179W,987.0,484.0
4484,YGR280C,957.0,344.0
4485,YGR237C,377.0,1010.0
4486,YEL069C,0.0,0.0
4487,YKL120W,1723.0,1719.0
4488,YKL175W,930.0,882.0
4489,YLR381W,654.0,174.0
4490,YMR011W,423.0,169.0
4491,YDL200C,3341.0,624.0
4492,YJR009C,3624.0,14800.0
4493,YER092W,3252.0,1026.0
4494,YLR131C,743.0,970.0
4495,YFL004W,1805.0,3329.0
4496,YGL183C,39.0,6.0
4497,YMR153W,843.0,1512.0
4498,YMR124W,1236.0,2636.0
4499,YDR003W-A,137.0,2.0
4500,YPR103W,6278.0,4474.0
4501,YPL085W,949.0,4637.0
4502,YPR152C,202.0,243.0
4503,YJL052W,662.0,2683.0
4504,YOR132W,1265.0,1780.0
4505,YPL067C,245.0,308.0
4506,YGL087C,1987.0,1536.0
4507,YHR007C-A,1.0,1.0
4508,YPR080W,2436.0,8619.0
4509,YGR172C,1343.0,1580.0
4510,YGR105W,1488.0,779.0
4511,YBR269C,5704.0,4515.0
4512,YDR283C,779.0,880.0
4513,YBR192W,620.0,1021.0
4514,YER007C-A,3611.0,1900.0
4515,YOR049C,51.0,21.0
4516,YBR125C,724.0,592.0
4517,YJL094C,507.0,399.0
4518,YGR074W,766.0,853.0
4519,YNL166C,1423.0,1792.0
4520,YIL132C,155.0,91.0
4521,YIL145C,543.0,367.0
4522,YLR194C,729.0,1020.0
4523,YKL015W,791.0,504.0
4524,YJR089W,1067.0,880.0
4525,YPL110C,470.0,725.0
4526,YJL201W,1453.0,922.0
4527,YLR146W-A,2088.0,359.0
4528,YKL040C,1366.0,2510.0
4529,YLR249W,7707.0,38731.0
4530,YGL158W,3.0,0.0
4531,YOL073C,1314.0,343.0
4532,YPL203W,222.0,1617.0
4533,YNR055C,578.0,210.0
4534,YHR035W,505.0,108.0
4535,YHR200W,3940.0,4438.0
4536,YDR184C,516.0,311.0
4537,YML115C,611.0,1182.0
4538,YNL221C,856.0,798.0
4539,YOL055C,779.0,515.0
4540,YNL108C,523.0,464.0
4541,YFR053C,2569.0,19836.0
4542,YIL049W,491.0,154.0
4543,YLR336C,763.0,592.0
4544,YFR002W,1446.0,1557.0
4545,YOR027W,4122.0,23283.0
4546,YGR023W,23.0,255.0
4547,YGL258W,3.0,1.0
4548,YHR100C,1642.0,1072.0
4549,YBR057C,1629.0,1253.0
4550,YPL269W,379.0,92.0
4551,YER186C,1242.0,77.0
4552,YER164W,1130.0,2542.0
4553,YER131W,18555.0,7949.0
4554,YCL058C,109.0,1.0
4555,YBL051C,575.0,2946.0
4556,YGL113W,447.0,213.0
4557,YGR009C,1474.0,3244.0
4558,YCL005W,416.0,158.0
4559,YGL105W,5433.0,12111.0
4560,YEL019C,118.0,277.0
4561,YLR214W,1414.0,888.0
4562,YPR186C,279.0,380.0
4563,YGR194C,1423.0,1426.0
4564,YDR486C,1668.0,2280.0
4565,YBL047C,1621.0,9340.0
4566,YOR315W,1384.0,2060.0
4567,YLL023C,1013.0,2147.0
4568,YMR032W,501.0,380.0
4569,YDL129W,42.0,134.0
4570,YPL099C,2682.0,1761.0
4571,YGL026C,1694.0,4956.0
4572,YDR201W,1058.0,589.0
4573,YDR254W,520.0,194.0
4574,YGR263C,518.0,358.0
4575,YNL045W,1939.0,3090.0
4576,YNL010W,3956.0,3418.0
4577,YGR214W,11074.0,12622.0
4578,YPR002W,13961.0,26394.0
4579,YCR083W,1932.0,2742.0
4580,YNL310C,1899.0,1884.0
4581,YDR052C,872.0,1092.0
4582,YPR173C,2685.0,1351.0
4583,YGR249W,33.0,237.0
4584,YJL031C,1547.0,800.0
4585,YDL021W,2384.0,1130.0
4586,YLR143W,429.0,360.0
4587,YEL073C,89.0,35.0
4588,YML060W,458.0,308.0
4589,YBR239C,271.0,347.0
4590,YML035C,944.0,3668.0
4591,YFL025C,420.0,606.0
4592,YKL009W,3545.0,859.0
4593,YOR124C,1868.0,2590.0
4594,YJL126W,979.0,430.0
4595,YHR063C,1673.0,1204.0
4596,YPL033C,13.0,5.0
4597,YCL052C,559.0,788.0
4598,YKL138C-A,782.0,584.0
4599,YDR376W,1203.0,902.0
4600,YKL194C,832.0,1126.0
4601,YFR023W,28.0,10.0
4602,YNL127W,703.0,716.0
4603,YJR040W,585.0,455.0
4604,YPR119W,257.0,872.0
4605,YJR015W,917.0,1404.0
4606,YHR051W,11506.0,24938.0
4607,YKR029C,1324.0,1690.0
4608,YJL104W,4057.0,2390.0
4609,YPR010C-A,37556.0,14840.0
4610,YOR296W,843.0,453.0
4611,YDL174C,9306.0,21042.0
4612,YMR194C-B,1296.0,387.0
4613,YDL103C,1483.0,2007.0
4614,YMR287C,954.0,778.0
4615,YBR220C,316.0,373.0
4616,YPL131W,14259.0,23293.0
4617,YIL115C,2359.0,4265.0
4618,YOL101C,495.0,163.0
4619,YJL088W,2578.0,2038.0
4620,YHR158C,1401.0,2289.0
4621,YKL033W-A,3357.0,1372.0
4622,YGR155W,2759.0,7031.0
4623,YMR300C,1469.0,1103.0
4624,YFR049W,3756.0,7335.0
4625,YBL028C,2563.0,543.0
4626,YKL089W,1109.0,734.0
4627,YOR006C,1589.0,631.0
4628,YLR277C,1097.0,500.0
4629,YGR086C,2961.0,16931.0
4630,YOL094C,1185.0,881.0
4631,YAL002W,624.0,441.0
4632,YIL079C,492.0,319.0
4633,YDR408C,810.0,607.0
4634,YDR300C,688.0,925.0
4635,YKR035W-A,3425.0,2356.0
4636,YNL141W,1353.0,206.0
4637,YKR090W,644.0,1095.0
4638,YMR220W,2439.0,1691.0
4639,YOL097W-A,113.0,0.0
4640,YOR308C,388.0,925.0
4641,YDR523C,29.0,31.0
4642,YPL220W,3901.0,4935.0
4643,YOR268C,1.0,2.0
4644,YGR017W,1315.0,810.0
4645,YDR031W,4979.0,2073.0
4646,YOL005C,4504.0,1927.0
4647,YOR213C,457.0,434.0
4648,YEL050C,3394.0,6548.0
4649,YGL224C,1078.0,510.0
4650,YOR326W,2508.0,3589.0
4651,YOR068C,1.0,0.0
4652,YER141W,1232.0,8415.0
4653,YKL213C,1461.0,2536.0
4654,YPR159C-A,0.0,0.0
4655,YNL210W,0.0,0.0
4656,YCL064C,4573.0,5714.0
4657,YML029W,208.0,1001.0
4658,YKL023C-A,144.0,942.0
4659,YCR048W,277.0,341.0
4660,YCR033W,1276.0,1580.0
4661,YDR104C,971.0,453.0
4662,YDR222W,257.0,1596.0
4663,YBL039W-B,667.0,273.0
4664,YLR042C,1227.0,2975.0
4665,YIR039C,208.0,175.0
4666,YKR059W,1254.0,788.0
4667,YNL202W,5401.0,7021.0
4668,YJL186W,2527.0,2945.0
4669,YER023W,3034.0,3417.0
4670,YDR399W,4266.0,1106.0
4671,YML016C,1149.0,1424.0
4672,YOR388C,1251.0,8622.0
4673,YLR133W,320.0,1934.0
4674,YDL017W,470.0,349.0
4675,YOR060C,294.0,96.0
4676,YGL263W,144.0,46.0
4677,YKL183C-A,3.0,0.0
4678,YGR282C,3477.0,13199.0
4679,YJL005W,731.0,1568.0
4680,YJL050W,1361.0,1987.0
4681,YDR248C,1766.0,686.0
4682,YDL202W,3442.0,3267.0
4683,YML083C,22.0,10.0
4684,YLR216C,3226.0,8931.0
4685,YMR017W,217.0,105.0
4686,YER090W,1157.0,3379.0
4687,YCR015C,560.0,407.0
4688,YDR159W,1073.0,779.0
4689,YGL185C,930.0,813.0
4690,YOR165W,1442.0,4118.0
4691,YAL005C,9305.0,35471.0
4692,YPR105C,1031.0,594.0
4693,YNL331C,2994.0,632.0
4694,YPL083C,677.0,426.0
4695,YDR357C,4182.0,694.0
4696,YJL109C,927.0,1101.0
4697,YJR021C,1143.0,330.0
4698,YGL089C,5.0,3.0
4699,YDR097C,595.0,1543.0
4700,YGR170W,734.0,675.0
4701,YOL148C,1551.0,688.0
4702,YPR082C,5250.0,574.0
4703,YJR129C,550.0,264.0
4704,YDR281C,45.0,17.0
4705,YGL203C,856.0,723.0
4706,YBR127C,1373.0,12374.0
4707,YOR047C,157.0,50.0
4708,YGL009C,10502.0,36001.0
4709,YIL130W,1276.0,726.0
4710,YDR368W,1334.0,3028.0
4711,YMR299C,886.0,220.0
