,ORF,WT_glycerol_RNA,WT_glycerol_Ribo
1603,YIL146C,170.0,921.0
1604,YLR195C,1901.0,2542.0
1605,YOL161C,1.0,0.0
1606,YLR231C,961.0,1360.0
1607,YKL016C,32240.0,36972.0
1608,YPL111W,2184.0,2855.0
1609,YKL174C,912.0,492.0
1610,YKL121W,588.0,539.0
1611,YLR380W,2189.0,1459.0
1612,YMR012W,7740.0,20575.0
1613,YER093C,932.0,785.0
1614,YOR032W-A,13.0,0.0
1615,YDL201W,943.0,671.0
1616,YDR468C,1470.0,1305.0
1617,YFR003C,2850.0,1427.0
1618,YIL033C,700.0,6218.0
1619,YOR368W,676.0,410.0
1620,YGR128C,906.0,938.0
1621,YIL048W,393.0,1045.0
1622,YLR337C,656.0,2656.0
1623,YOL056W,386.0,159.0
1624,YFR052W,6148.0,5239.0
1625,YGR088W,2526.0,3976.0
1626,YGL073W,2130.0,2092.0
1627,YGL259W,10.0,24.0
1628,YGR106C,3644.0,2086.0
1629,YGL086W,1751.0,940.0
1630,YAL044C,11142.0,7778.0
1631,YPR081C,519.0,472.0
1632,YDR284C,1355.0,641.0
1633,YJL097W,1594.0,933.0
1634,YNL302C,12595.0,9568.0
1635,YBR193C,652.0,733.0
1636,YHR143W,51.0,194.0
1637,YCL004W,712.0,540.0
1638,YDR329C,1562.0,924.0
1639,YBL044W,18.0,0.0
1640,YDR430C,2510.0,4037.0
1641,YGR193C,1128.0,4155.0
1642,YDR487C,5163.0,3234.0
1643,YPR185W,373.0,840.0
1644,YER065C,50808.0,157515.0
1645,YLR077W,1670.0,2029.0
1646,YBR056W,1654.0,1862.0
1647,YNL219C,626.0,773.0
1648,YHR034C,839.0,757.0
1649,YBL019W,463.0,441.0
1650,YOL070C,1149.0,2992.0
1651,YJL085W,820.0,654.0
1652,YPL200W,683.0,423.0
1653,YNR054C,1475.0,892.0
1654,YDR130C,655.0,884.0
1655,YIL015W,1029.0,614.0
1656,YEL030W,945.0,228.0
1657,YBR291C,1875.0,300.0
1658,YML114C,568.0,612.0
1659,YHR201C,1237.0,937.0
1660,YNL299W,1117.0,310.0
1661,YGR008C,7291.0,4542.0
1662,YNL311C,583.0,317.0
1663,YJL030W,1012.0,426.0
1664,YGR248W,1199.0,1753.0
1665,YBR074W,952.0,718.0
1666,YOR150W,7743.0,3757.0
1667,YDR055W,2269.0,4860.0
1668,YML036W,1246.0,576.0
1669,YDL088C,1050.0,1623.0
1670,YLR113W,1078.0,2350.0
1671,YLR142W,1564.0,1367.0
1672,YNL207W,796.0,940.0
1673,YDL197C,644.0,179.0
1674,YER130C,628.0,559.0
1675,YER165W,2304.0,19678.0
1676,YMR106C,362.0,314.0
1677,YER187W,67.0,6.0
1678,YGL112C,888.0,1104.0
1679,YMR244W,12.0,5.0
1680,YDL008W,1764.0,439.0
1681,YBL050W,2575.0,2984.0
1682,YGR102C,1905.0,988.0
1683,YJR014W,3081.0,3104.0
1684,YHR050W,1301.0,1349.0
1685,YPL018W,69.0,371.0
1686,YJR041C,462.0,473.0
1687,YKR028W,549.0,881.0
1688,YKL037W,1.0,7.0
1689,YMR286W,4556.0,1503.0
1690,YDL175C,685.0,1288.0
1691,YKL168C,689.0,618.0
1692,YFL026W,1852.0,1102.0
1693,YDL102W,713.0,1889.0
1694,YGL029W,982.0,300.0
1695,YDL128W,595.0,2618.0
1696,YPL098C,5279.0,3515.0
1697,YMR033W,1299.0,772.0
1698,YPR003C,736.0,632.0
1699,YGR262C,1415.0,737.0
1700,YDR202C,1178.0,711.0
1701,YGR215W,4885.0,3019.0
1702,YDR253C,182.0,34.0
1703,YCR082W,8808.0,2240.0
1704,YOR001W,995.0,1334.0
1705,YKL088W,256.0,1686.0
1706,YLR276C,1845.0,1497.0
1707,YJR154W,23.0,9.0
1708,YOL095C,320.0,123.0
1709,YNR022C,6112.0,2985.0
1710,YDR409W,698.0,884.0
1711,YBR221C,2935.0,13276.0
1712,YDR169C-A,3.0,18.0
1713,YPL158C,1022.0,1129.0
1714,YJL121C,3090.0,3390.0
1715,YKL008C,383.0,580.0
1716,YBR103W,1355.0,523.0
1717,YNR004W,215.0,81.0
1718,YPL032C,732.0,1841.0
1719,YHR064C,4605.0,7551.0
1720,YKL197C,561.0,1420.0
1721,YGR202C,906.0,1379.0
1722,YDR377W,11479.0,19282.0
1723,YIR007W,327.0,851.0
1724,YPL045W,595.0,379.0
1725,YLR314C,3801.0,4093.0
1726,YNL126W,749.0,460.0
1727,YOR327C,4772.0,3197.0
1728,YOL139C,8143.0,5575.0
1729,YBR207W,1695.0,1197.0
1730,YNL269W,3.0,3.0
1731,YDR532C,1407.0,408.0
1732,YKL210W,5124.0,18705.0
1733,YER146W,3687.0,621.0
1734,YHR159W,414.0,584.0
1735,YPL132W,2261.0,1192.0
1736,YIL114C,328.0,193.0
1737,YJL089W,2129.0,1811.0
1738,YJL157C,729.0,1058.0
1739,YMR301C,1003.0,1074.0
1740,YBL029W,1031.0,217.0
1741,YMR188C,6711.0,5633.0
1742,YGR154C,567.0,48.0
1743,YOR389W,333.0,345.0
1744,YLR130C,1463.0,111.0
1745,YER022W,871.0,1089.0
1746,YBR140C,1158.0,1387.0
1747,YKR070W,705.0,630.0
1748,YGL262W,38.0,0.0
1749,YMR205C,1054.0,17267.0
1750,YJL185C,334.0,765.0
1751,YNL022C,632.0,776.0
1752,YML017W,509.0,3745.0
1753,YKR087C,950.0,826.0
1754,YOR232W,5132.0,7691.0
1755,YGR281W,955.0,1254.0
1756,YGR236C,924.0,650.0
1757,YKR091W,768.0,761.0
1758,YHL013C,1333.0,725.0
1759,YOR059C,1517.0,482.0
1760,YBR097W,452.0,411.0
1761,YMR227C,649.0,716.0
1762,YDR030C,937.0,306.0
1763,YPL221W,1731.0,1497.0
1764,YPL274W,239.0,54.0
1765,YEL051W,3178.0,3484.0
1766,YOL004W,2088.0,4739.0
1767,YGR014W,4049.0,17044.0
1768,YGL050W,1126.0,500.0
1769,YER179W,215.0,94.0
1770,YMR150C,2753.0,763.0
1771,YFL007W,2081.0,2370.0
1772,YCR012W,12163.0,108205.0
1773,Q0275,845.0,114.0
1774,YPL084W,749.0,2032.0
1775,YDR354W,1211.0,858.0
1776,YDR301W,701.0,677.0
1777,YJL053W,714.0,1211.0
1778,YPR104C,485.0,1050.0
1779,YPR151C,8769.0,5044.0
1780,YOR381W-A,1.0,0.0
1781,YOR133W,123.0,726.0
1782,YML028W,21823.0,40165.0
1783,YLL001W,2989.0,10257.0
1784,YHL006C,288.0,155.0
1785,YDR223W,1283.0,1139.0
1786,YLR043C,12600.0,6692.0
1787,YJR062C,344.0,369.0
1788,YDL156W,210.0,425.0
1789,YNL167C,498.0,1894.0
1790,YAL060W,9874.0,13925.0
1791,YIL144W,1118.0,805.0
1792,YIL133C,8312.0,7771.0
1793,YJL166W,24273.0,20188.0
1794,YLR248W,2138.0,5601.0
1795,YBR148W,186.0,55.0
1796,YPL113C,1768.0,1125.0
1797,YKL041W,1439.0,1007.0
1798,YNL067W,6686.0,8678.0
1799,YDR089W,269.0,528.0
1800,YKL014C,637.0,485.0
1801,YLR237W,655.0,610.0
1802,YKL176C,755.0,939.0
1803,YDR249C,200.0,96.0
1804,YER091C,189.0,1565.0
1805,YHR043C,1417.0,880.0
1806,YJR008W,2734.0,4001.0
1807,YDL203C,541.0,1055.0
1808,YLR087C,545.0,323.0
1809,YLR215C,818.0,675.0
1810,YML082W,350.0,516.0
1811,YOL054W,638.0,511.0
1812,YFR001W,3008.0,1547.0
1813,YIL031W,312.0,437.0
1814,YLR203C,2239.0,4297.0
1815,YLR342W,2006.0,6316.0
1816,YLR335W,1845.0,2549.0
1817,YJR102C,766.0,505.0
1818,YOR020C,44043.0,16974.0
1819,YJR088C,981.0,1565.0
1820,YGR104C,799.0,555.0
1821,YLR368W,1022.0,142.0
1822,YBR268W,5845.0,2229.0
1823,YPR083W,657.0,463.0
1824,YGR173W,1608.0,1164.0
1825,YDR282C,1355.0,1064.0
1826,YDR009W,1012.0,2670.0
1827,YJL095W,734.0,701.0
1828,YHL048C-A,1.0,0.0
1829,YBR126C,822.0,9400.0
1830,YOL149W,1182.0,870.0
1831,YGL202W,1989.0,4372.0
1832,YOR046C,2391.0,3509.0
1833,YPR187W,4865.0,2016.0
1834,YEL018W,1078.0,480.0
1835,YDR432W,1114.0,8021.0
1836,YGR195W,2305.0,968.0
1837,YGL104C,254.0,204.0
1838,YBL046W,574.0,331.0
1839,YHR036W,618.0,600.0
1840,YOL072W,803.0,297.0
1841,YGL159W,565.0,400.0
1842,YIL017C,782.0,609.0
1843,YOL123W,1742.0,3864.0
1844,YDR132C,485.0,326.0
1845,YML116W,657.0,58.0
1846,YNR056C,1.0,4.0
1847,YDR185C,151.0,105.0
1848,YBR084C-A,0.0,1.0
1849,YHR207C,888.0,1103.0
1850,YNL220W,1600.0,2374.0
1851,YGR060W,1566.0,4279.0
1852,YOR152C,620.0,364.0
1853,YGL031C,22623.0,12537.0
1854,YOR183W,148.0,20.0
1855,YJL093C,540.0,183.0
1856,YPR172W,1013.0,2414.0
1857,YML034W,1501.0,2237.0
1858,YPR023C,5130.0,4146.0
1859,YDR003W,717.0,538.0
1860,YLR144C,541.0,729.0
1861,YEL072W,216.0,11.0
1862,YPR058W,1093.0,1060.0
1863,YDL020C,5179.0,6965.0
1864,YML061C,731.0,595.0
1865,YBR050C,2344.0,1972.0
1866,YDL191W,3251.0,871.0
1867,YHR101C,335.0,367.0
1868,YER163C,1685.0,643.0
1869,YPL268W,569.0,264.0
1870,YER132C,707.0,369.0
1871,YER039C-A,22.0,94.0
1872,YGL110C,757.0,400.0
1873,YDR179W-A,681.0,141.0
1874,YMR242C,3520.0,8795.0
1875,YMR241W,4533.0,5055.0
1876,YPL183C,751.0,889.0
1877,YDR166C,830.0,893.0
1878,YPR118W,1875.0,1915.0
1879,YHR056C,260.0,1094.0
1880,YJL105W,38.0,8.0
1881,YJR016C,2057.0,8559.0
1882,YDL100C,6562.0,6433.0
1883,YMR284W,743.0,324.0
1884,YGR063C,1564.0,970.0
1885,YMR035W,1942.0,772.0
1886,YOR178C,256.0,968.0
1887,YKR011C,1725.0,1872.0
1888,YNL215W,1093.0,1374.0
1889,YGL027C,1220.0,1239.0
1890,YPR005C,446.0,1067.0
1891,YNL044W,1840.0,1858.0
1892,YDR200C,741.0,723.0
1893,YDR255C,218.0,534.0
1894,YGR260W,999.0,1301.0
1895,YNL011C,760.0,300.0
1896,YLR274W,1233.0,1149.0
1897,YJR156C,21.0,1.0
1898,YOR007C,1107.0,6940.0
1899,YDL220C,207.0,258.0
1900,YNL042W-B,6.0,4.0
1901,YHR019C,2972.0,9703.0
1902,YAL003W,12702.0,27696.0
1903,YGR138C,158.0,84.0
1904,YIL078W,4142.0,12848.0
1905,YFL024C,531.0,631.0
1906,YJL127C,223.0,512.0
1907,YBL092W,46764.0,22093.0
1908,YBR201C-A,296.0,181.0
1909,YBR101C,4091.0,2284.0
1910,YDR375C,2356.0,1653.0
1911,YKL140W,618.0,506.0
1912,YKL195W,11570.0,13512.0
1913,YDR320C,952.0,1319.0
1914,YNR002C,10266.0,13957.0
1915,YPL030W,452.0,545.0
1916,YDR452W,2590.0,883.0
1917,YLR316C,802.0,225.0
1918,YFR022W,415.0,228.0
1919,YNL124W,348.0,311.0
1920,YGL225W,541.0,1267.0
1921,YAR023C,509.0,149.0
1922,YOR352W,421.0,641.0
1923,YOR069W,1260.0,2074.0
1924,YGR038W,447.0,683.0
1925,YER140W,534.0,212.0
1926,YBR104W,612.0,123.0
1927,YBR227C,703.0,538.0
1928,YGL216W,590.0,771.0
1929,YHR157W,137.0,26.0
1930,YPL130W,24.0,1.0
1931,YIL116W,1461.0,2251.0
1932,YOL100W,1567.0,1608.0
1933,YGR156W,703.0,1052.0
1934,YFR048W,907.0,694.0
1935,YGL169W,758.0,1298.0
1936,YMR307W,3171.0,25370.0
1937,YOL006C,1480.0,1549.0
1938,YDL066W,1721.0,12372.0
1939,YLR132C,272.0,399.0
1940,YER020W,1114.0,2164.0
1941,YML011C,1043.0,339.0
1942,YNL201C,600.0,554.0
1943,YDR398W,1189.0,671.0
1944,YCR028C-A,5205.0,9222.0
1945,YER075C,1042.0,1441.0
1946,YJL187C,326.0,756.0
1947,YLR018C,1186.0,666.0
1948,YKR085C,8091.0,4508.0
1949,YLR063W,162.0,337.0
1950,YOR234C,18859.0,4985.0
1951,YBR289W,977.0,1814.0
1952,YKR093W,961.0,7010.0
1953,YKL212W,841.0,3672.0
1954,YMR221C,403.0,642.0
1955,Q0070,3558.0,136.0
1956,Q0075,186.0,0.0
1957,YOR269W,130.0,128.0
1958,YOR212W,1975.0,1573.0
1959,YDR032C,9569.0,9478.0
1960,YGR016W,253.0,257.0
1961,YEL053C,615.0,402.0
1962,YDR372C,1204.0,1584.0
1963,YMR156C,987.0,569.0
1964,YCR014C,481.0,107.0
1965,YGL184C,262.0,135.0
1966,YMR129W,1237.0,1477.0
1967,YPR106W,633.0,592.0
1968,YDR158W,3133.0,6651.0
1969,YHR065C,786.0,735.0
1970,YOR164C,1045.0,1444.0
1971,YPL082C,931.0,772.0
1972,YDR323C,724.0,451.0
1973,YGR283C,734.0,334.0
1974,YMR174C,1030.0,830.0
1975,YLR429W,2097.0,5974.0
1976,YLL007C,284.0,588.0
1977,YCR032W,720.0,381.0
1978,YDR105C,604.0,542.0
1979,YLR045C,731.0,960.0
1980,YNL063W,1081.0,239.0
1981,YLR098C,437.0,417.0
1982,YIR038C,1908.0,1944.0
1983,YNL032W,1274.0,469.0
1984,YKR058W,1059.0,621.0
1985,YBR033W,848.0,918.0
1986,YDR369C,585.0,540.0
1987,YAL062W,837.0,514.0
1988,YLR453C,170.0,230.0
1989,YMR298W,1365.0,867.0
1990,YGR227W,453.0,680.0
1991,YNL165W,332.0,386.0
1992,YDR261C,658.0,534.0
1993,YIL131C,432.0,1121.0
1994,YBR146W,3872.0,6993.0
1995,YAL044W-A,2976.0,1292.0
1996,YKL012W,1173.0,831.0
1997,YPL115C,352.0,831.0
1998,YJL164C,334.0,1290.0
1999,YNL065W,117.0,10.0
2000,YNL030W,8896.0,4116.0
2001,YLR191W,1284.0,1120.0
2002,YJL004C,810.0,511.0
2003,YDR356W,1361.0,1656.0
2004,YJL051W,926.0,446.0
2005,YDL205C,896.0,2817.0
2006,YML080W,531.0,510.0
2007,YMR016C,478.0,1273.0
2008,YIL037C,12.0,4.0
2009,YOL052C,366.0,1170.0
2010,YDR475C,792.0,944.0
2011,YJR100C,2108.0,1392.0
2012,YLR340W,15669.0,27149.0
2013,YDL178W,3100.0,4658.0
2014,YKL043W,166.0,275.0
2015,YGR171C,1193.0,854.0
2016,YAL048C,75.0,564.0
2017,YPR085C,646.0,107.0
2018,YGL200C,5284.0,2601.0
2019,YOR019W,281.0,116.0
2020,YOR044W,502.0,91.0
2021,YBR120C,7347.0,3810.0
2022,YDR280W,1219.0,404.0
2023,YHR138C,3166.0,1635.0
2024,YPR189W,988.0,1117.0
2025,YOR259C,5327.0,7038.0
2026,YGR197C,641.0,428.0
2027,YIL099W,266.0,98.0
2028,YLL024C,1346.0,4218.0
2029,YHL007C,859.0,2418.0
2030,YGL106W,2560.0,3452.0
2031,YOR375C,4526.0,5456.0
2032,YOR022C,723.0,779.0
2033,YIL019W,758.0,543.0
2034,YER074W-A,4453.0,601.0
2035,YOR099W,1063.0,1792.0
2036,YOL029C,676.0,6.0
2037,YNL222W,1091.0,855.0
2038,YML118W,173.0,159.0
2039,YHR205W,926.0,3749.0
2040,YOL121C,20990.0,8553.0
2041,YNR058W,263.0,43.0
2042,YOR394C-A,2.0,0.0
2043,YGL033W,361.0,101.0
2044,YMR215W,349.0,1412.0
2045,YDR051C,1893.0,1313.0
2046,YGR062C,1514.0,459.0
2047,YBR078W,1470.0,23513.0
2048,YPL240C,5906.0,18659.0
2049,YDL022W,589.0,8228.0
2050,YPR021C,1235.0,1050.0
2051,YGR244C,17070.0,34529.0
2052,YDR496C,1593.0,776.0
2053,YEL070W,47.0,1.0
2054,YML032C,477.0,645.0
2055,YLR146C,953.0,383.0
2056,YGR059W,82.0,26.0
2057,YDL193W,788.0,853.0
2058,YBR052C,5091.0,2217.0
2059,YER134C,719.0,590.0
2060,YNL088W,2710.0,1677.0
2061,YER161C,517.0,886.0
2062,YBR083W,2282.0,6558.0
2063,YHR103W,890.0,1755.0
2064,YDR461C-A,3469.0,756.0
2065,YBR058C-A,2213.0,712.0
2066,YOR042W,3012.0,5666.0
2067,YCR079W,474.0,461.0
2068,YDR164C,816.0,818.0
2069,YKL033W,312.0,425.0
2070,YNL046W,576.0,111.0
2071,YJL107C,629.0,1269.0
2072,YPL181W,3357.0,6269.0
2073,YDL106C,428.0,922.0
2074,YHR081W,1180.0,646.0
2075,YPL014W,131.0,636.0
2076,YDL179W,374.0,369.0
2077,YML063W,23530.0,13894.0
2078,YLR417W,693.0,565.0
2079,YBL054W,487.0,517.0
2080,YLR084C,1017.0,1284.0
2081,YMR080C,346.0,1250.0
2082,YKR013W,3589.0,9712.0
2083,YGL025C,599.0,1002.0
2084,YML121W,1174.0,656.0
2085,YPR007C,139.0,36.0
2086,YMR117C,97.0,259.0
2087,YDL124W,5344.0,4744.0
2088,YDR257C,543.0,646.0
2089,YGR266W,745.0,1465.0
2090,YHR163W,2967.0,2524.0
2091,YJR106W,173.0,265.0
2092,YLR272C,546.0,460.0
2093,YOR005C,956.0,369.0
2094,YDL226C,1158.0,3235.0
2095,YKL059C,896.0,1148.0
2096,YGL092W,1775.0,3664.0
2097,YCL039W,2018.0,649.0
2098,YGR136W,1633.0,4126.0
2099,YDR513W,14760.0,11419.0
2100,YGL047W,1458.0,425.0
2101,YKL084W,559.0,418.0
2102,YNL079C,5327.0,10595.0
2103,YJL125C,805.0,683.0
2104,YBR107C,159.0,97.0
2105,YBL090W,4980.0,4518.0
2106,YKL142W,7742.0,8023.0
2107,YPL049C,376.0,1585.0
2108,YNL122C,5758.0,2831.0
2109,YJL070C,538.0,410.0
2110,YPL036W,85.0,322.0
2111,YIR003W,1574.0,4851.0
2112,YDR322W,4385.0,6103.0
2113,YGL227W,620.0,1056.0
2114,YOR350C,1108.0,442.0
2115,YHL024W,465.0,2444.0
2116,YER142C,1518.0,850.0
2117,YGR036C,389.0,215.0
2118,YDR536W,8216.0,8510.0
2119,YHR199C-A,39.0,126.0
2120,YAL001C,1245.0,1117.0
2121,YAL054C,11377.0,163776.0
2122,YHR155W,891.0,687.0
2123,YOL102C,850.0,985.0
2124,YBR252W,4857.0,1637.0
2125,YBR225W,224.0,996.0
2126,YIL110W,646.0,304.0
2127,YBR169C,717.0,2440.0
2128,YMR305C,2209.0,6221.0
2129,YGR150C,1496.0,1270.0
2130,YEL065W,4794.0,4654.0
2131,YEL055C,844.0,963.0
2132,YPR193C,9896.0,2370.0
2133,YML013W,527.0,1293.0
2134,YKL045W,1813.0,1571.0
2135,YLL058W,638.0,436.0
2136,YDR428C,865.0,690.0
2137,YJL181W,553.0,424.0
2138,YOR210W,1364.0,713.0
2139,YBL034C,391.0,701.0
2140,YOL008W,947.0,642.0
2141,YER077C,668.0,705.0
2142,YBR089C-A,5278.0,2430.0
2143,YKR083C,1221.0,298.0
2144,YMR209C,954.0,267.0
2145,YER128W,890.0,524.0
2146,YLR061W,27724.0,9839.0
2147,YKL214C,1541.0,1438.0
2148,YOL088C,2096.0,1172.0
2149,YKR095W,2854.0,2424.0
2150,YMR223W,186.0,426.0
2151,Q0055,34294.0,70.0
2152,Q0050,64154.0,76.0
2153,YGR010W,536.0,1069.0
2154,YEL020C,1635.0,1081.0
2155,YCR016W,1119.0,578.0
2156,YJL028W,5.0,7.0
2157,YMR154C,292.0,260.0
2158,YGL186C,976.0,813.0
2159,YGL131C,461.0,432.0
2160,YKL185W,2500.0,1812.0
2161,YGL091C,1156.0,885.0
2162,YML079W,2878.0,2835.0
2163,YMR049C,905.0,1475.0
2164,YFL041W-A,120.0,0.0
2165,YOR166C,657.0,490.0
2166,YGR285C,4766.0,9331.0
2167,YPR068C,457.0,177.0
2168,YDR374W-A,2024.0,312.0
2169,YOR236W,1225.0,438.0
2170,YMR176W,838.0,608.0
2171,YCL063W,266.0,582.0
2172,YER048C,3043.0,4998.0
2173,YDR107C,212.0,319.0
2174,YLL005C,3.0,2.0
2175,YOR148C,2147.0,434.0
2176,YLR047C,44.0,122.0
2177,YDL147W,5265.0,8192.0
2178,YMR063W,5.0,71.0
2179,YMR014W,1675.0,902.0
2180,YBL008W-A,21.0,30.0
2181,YDR263C,194.0,74.0
2182,YIL137C,927.0,1689.0
2183,YBR119W,1385.0,1185.0
2184,YFL016C,3144.0,6101.0
2185,YJL162C,534.0,531.0
2186,YDR085C,2022.0,2607.0
2187,YPL117C,4549.0,4338.0
2188,YDR350C,1038.0,380.0
2189,YDR070C,2797.0,3775.0
2190,YJL006C,1294.0,366.0
2191,YOR281C,1139.0,1148.0
2192,YHR023W,2145.0,2653.0
2193,YER095W,445.0,1629.0
2194,YLR170C,926.0,1186.0
2195,YML086C,1417.0,3652.0
2196,YKR030W,684.0,616.0
2197,YDL207W,946.0,621.0
2198,YLR211C,425.0,434.0
2199,YHR182W,118.0,239.0
2200,YBR122C,6244.0,4711.0
2201,YHR001W,2014.0,2075.0
2202,YDR477W,790.0,2711.0
2203,YBR199W,2002.0,1173.0
2204,YIL042C,786.0,1034.0
2205,YIL035C,1261.0,1006.0
2206,YIL159W,764.0,439.0
2207,YLR346C,845.0,51.0
2208,YNR061C,197.0,379.0
2209,YKL010C,1227.0,1305.0
2210,YGR177C,413.0,63.0
2211,YPL077C,277.0,294.0
2212,YJR022W,1911.0,268.0
2213,YGL206C,1769.0,22045.0
2214,YLR364W,829.0,134.0
2215,YJR124C,246.0,140.0
2216,YNL250W,968.0,434.0
2217,YOR377W,323.0,20.0
2218,YLL026W,6805.0,32187.0
2219,YCL002C,462.0,131.0
2220,YGL108C,1287.0,411.0
2221,YDR388W,823.0,2805.0
2222,YGR199W,874.0,1557.0
2223,YGR082W,2600.0,2937.0
2224,YDR436W,626.0,919.0
2225,YER087W,1556.0,1467.0
2226,YDR063W,1924.0,1186.0
2227,YOR319W,1066.0,621.0
2228,YGR119C,2093.0,2901.0
2229,YDR181C,1016.0,510.0
2230,YOL127W,50422.0,25481.0
2231,YNL224C,822.0,612.0
2232,YAL020C,743.0,239.0
2233,YBR275C,759.0,678.0
2234,YBL013W,25.0,308.0
2235,YOR187W,10727.0,21900.0
2236,YOR292C,536.0,302.0
2237,YMR217W,2523.0,3414.0
2238,YGL035C,425.0,466.0
2239,YCR024C-A,284.0,2448.0
2240,YDR494W,5776.0,5484.0
2241,YGR246C,869.0,1132.0
2242,YEL076C,2.0,3.0
2243,YPL242C,1039.0,1979.0
2244,YPR027C,2.0,0.0
2245,YPL172C,1381.0,1693.0
2246,YDL024C,74.0,84.0
2247,YMR239C,730.0,167.0
2248,YLR028C,4520.0,4910.0
2249,YER136W,1335.0,5739.0
2250,YDR028C,1443.0,6056.0
2251,YHR105W,40.0,363.0
2252,YDL079C,872.0,810.0
2253,YGL188C-A,236.0,6.0
2254,YNL180C,1422.0,1132.0
2255,YDR162C,1055.0,777.0
2256,YJL101C,283.0,266.0
2257,YBL069W,478.0,806.0
2258,YNL040W,1112.0,1485.0
2259,YJL049W,978.0,592.0
2260,YOR129C,291.0,226.0
2261,YBR010W,19751.0,8664.0
2262,YDL104C,1797.0,742.0
2263,YKL119C,1459.0,937.0
2264,YPL016W,477.0,2071.0
2265,YHR042W,1432.0,1557.0
2266,YLR086W,1087.0,982.0
2267,YLR415C,22.0,12.0
2268,YKR015C,382.0,62.0
2269,YML030W,2755.0,3768.0
2270,YML065W,702.0,790.0
2271,YER001W,588.0,502.0
2272,YLR285C-A,8.0,28.0
2273,YGL023C,920.0,1946.0
2274,YPR009W,2216.0,1018.0
2275,YMR115W,1985.0,1544.0
2276,YDL126C,10002.0,33147.0
2277,YGR264C,1109.0,1701.0
2278,YGL258W-A,6.0,0.0
2279,YIL129C,1010.0,1006.0
2280,YPL169C,397.0,1535.0
2281,YHR161C,697.0,1419.0
2282,YDL224C,451.0,1513.0
2283,YLR225C,1064.0,658.0
2284,YGL090W,261.0,148.0
2285,YGR134W,491.0,343.0
2286,YLR270W,590.0,3424.0
2287,YGR169C,680.0,537.0
2288,YKL086W,84.0,83.0
2289,YOL155W-A,0.0,0.0
2290,YFL028C,1370.0,806.0
2291,YBR105C,305.0,374.0
2292,YDR371W,531.0,255.0
2293,YDR456W,965.0,1481.0
2294,YDR324C,1058.0,1320.0
2295,YJL072C,1218.0,600.0
2296,YOR112W,1053.0,894.0
2297,YPR132W,20280.0,9385.0
2298,YKL144C,1128.0,331.0
2299,YNL175C,1462.0,1330.0
2300,YLR307W,620.0,63.0
2301,YOR356W,1748.0,2906.0
2302,YGR152C,2477.0,1019.0
2303,YHL026C,395.0,91.0
2304,YGL221C,3077.0,2643.0
2305,YGR034W,18085.0,8208.0
2306,YJR147W,32.0,20.0
2307,YHR128W,1404.0,1846.0
2308,YDR538W,224.0,51.0
2309,YCL011C,2618.0,1462.0
2310,YIL112W,1560.0,2394.0
2311,YDR501W,982.0,440.0
2312,YOL104C,139.0,6.0
2313,YNR028W,2133.0,1366.0
2314,YAL056W,733.0,355.0
2315,YBR250W,81.0,50.0
2316,YKL071W,63.0,1.0
2317,YPL134C,15424.0,16609.0
2318,YJL087C,422.0,991.0
2319,YPL143W,20869.0,8321.0
2320,YGL174W,557.0,494.0
2321,YOR216C,973.0,600.0
2322,YEL057C,422.0,135.0
2323,YBL036C,1149.0,1460.0
2324,YGR183C,8212.0,9831.0
2325,YPR191W,6645.0,42299.0
2326,YDL049C,738.0,1966.0
2327,YHR068W,969.0,1864.0
2328,YER071C,2395.0,1153.0
2329,YNL272C,1462.0,915.0
2330,YBR048W,2660.0,6266.0
2331,YKR081C,1239.0,993.0
2332,YLR067C,864.0,604.0
2333,YJL183W,2128.0,1118.0
2334,YBL059C-A,5947.0,2904.0
2335,YIL065C,5948.0,3335.0
2336,YOL031C,1190.0,1211.0
2337,YHL019C,481.0,309.0
2338,YNL258C,1031.0,836.0
2339,YJR094W-A,31098.0,6103.0
2340,YKL216W,1743.0,2770.0
2341,YMR175W-A,0.0,1.0
2342,YGR012W,1454.0,630.0
2343,YDR458C,1038.0,892.0
2344,YNL098C,5703.0,6343.0
2345,YKR097W,23271.0,140065.0
2346,YML102W,678.0,604.0
2347,YJL047C-A,0.0,0.0
2348,YGR270W,1902.0,1187.0
2349,YDR049W,698.0,686.0
2350,YER100W,2087.0,2032.0
2351,YJL026W,3060.0,8607.0
2352,YBL075C,646.0,227.0
2353,YOR160W,585.0,583.0
2354,YGL133W,852.0,684.0
2355,YMR261C,548.0,2575.0
2356,YCR036W,1890.0,1136.0
2357,YGR287C,99.0,110.0
2358,YMR170C,539.0,1024.0
2359,YCL061C,1028.0,1455.0
2360,YOR238W,883.0,228.0
2361,YDR101C,1479.0,844.0
2362,YMR158C-A,49.0,1.0
2363,YGL083W,230.0,828.0
2364,YLR049C,1132.0,1038.0
2365,YBR066C,1430.0,629.0
2366,YIL046W-A,18.0,0.0
2367,YMR061W,2193.0,924.0
2368,YJR002W,757.0,870.0
2369,YDL145C,1448.0,4460.0
2370,YNL061W,1270.0,1199.0
2371,YNL034W,2.0,1.0
2372,YGL068W,9864.0,11747.0
2373,YGR161W-C,1593.0,807.0
2374,YIL135C,290.0,1436.0
2375,YDR087C,1328.0,671.0
2376,YMR294W,1144.0,376.0
2377,YDR265W,1207.0,414.0
2378,YBR081C,1070.0,886.0
2379,YDR072C,2166.0,1306.0
2380,YGR225W,50.0,16.0
