ORF,WT_Ribo,ncs2_Ribo,uba4_Ribo,ncs2_RNA,uba4_RNA,WT_RNA
YGR146C,15,7,5,94,61,225
YGR146C-A,0,0,0,72,43,106
YGR147C,172,163,198,1693,1373,1600
YGR148C,4107,2678,3220,42556,25806,41059
YGR149W,74,96,119,886,699,688
YGR150C,125,108,167,1782,1332,1459
YGR152C,150,104,129,874,552,731
YGR153W,15,7,19,186,147,158
YGR154C,7,5,3,177,159,216
YGR155W,3365,2572,3317,16838,10856,14846
YGR156W,108,96,135,787,530,815
YGR157W,2292,1923,2517,25524,15913,20393
YGR158C,99,100,140,1212,795,806
YGR159C,1061,1026,1465,8349,5032,6154
YGR161C,180,175,190,880,650,609
YGR161W-C,51,61,85,1019,660,757
YGR162W,1684,1644,1911,20407,12465,14930
YGR163W,183,226,297,1727,1228,1304
YGR165W,481,392,564,2930,2290,2739
YGR166W,55,59,83,831,533,543
YGR167W,353,284,444,3597,2413,3008
YGR168C,23,9,21,189,166,149
YGR169C,41,40,59,524,539,542
YGR169C-A,24,17,17,284,234,231
YGR170W,67,86,115,2351,1793,2106
YGR171C,107,80,125,1124,846,889
YGR172C,91,94,159,940,703,671
YGR173W,139,171,247,1414,1062,1024
YGR174C,105,90,162,883,702,671
YGR174W-A,0,0,0,25,19,17
YGR175C,1165,948,1332,6805,4370,5999
YGR177C,108,67,93,451,350,764
YGR178C,447,572,758,6857,4713,4477
YGR179C,42,46,48,450,363,393
YGR180C,2457,1866,2750,11019,7721,9037
YGR181W,93,60,108,898,662,908
YGR183C,1097,829,1439,6903,5372,4972
YGR184C,485,470,635,8595,5854,6510
YGR185C,664,525,757,4018,2392,2937
YGR186W,309,278,409,3064,2126,2774
YGR187C,158,161,267,1403,890,958
YGR188C,43,43,39,827,569,588
YGR189C,941,783,1090,5456,3833,4419
YGR191W,405,382,503,3487,2213,2934
YGR192C,77825,57675,76373,432950,283540,338125
YGR193C,297,256,386,1838,1381,1748
YGR194C,116,93,160,879,626,634
YGR195W,71,70,143,854,584,649
YGR196C,129,150,203,1418,886,1147
YGR197C,33,26,59,627,554,470
YGR198W,154,173,181,1551,1034,1159
YGR199W,366,352,468,2953,1933,2338
YGR200C,395,484,675,4271,3021,2692
YGR201C,13,21,32,300,279,206
YGR202C,216,265,362,1417,994,1137
YGR203W,195,161,268,1502,1040,1009
YGR204C-A,0,0,0,5,0,0
YGR204W,4515,4776,5857,34975,22187,24112
YGR205W,204,182,285,1402,1069,922
YGR206W,9,11,11,190,137,99
YGR207C,353,340,503,2632,1611,1534
YGR208W,446,344,468,2567,1781,2692
YGR209C,327,305,439,2055,1512,1589
YGR210C,278,197,268,3189,2114,2514
YGR211W,863,813,1018,5758,3437,4168
YGR212W,35,21,32,293,184,261
YGR213C,1,1,1,44,47,43
YGR214W,6943,6114,8741,34875,23484,25939
YGR215W,360,305,462,3532,2549,3141
YGR216C,52,51,53,773,536,555
YGR217W,181,194,244,3246,2106,2519
YGR218W,815,717,988,6615,4812,5927
YGR220C,325,297,516,2111,1592,1540
YGR221C,22,12,31,620,388,549
YGR222W,27,40,53,649,516,456
YGR223C,41,56,75,1173,908,756
YGR224W,0,3,4,30,15,31
YGR225W,8,11,3,18,17,22
YGR227W,128,139,176,1067,861,746
YGR229C,482,337,470,2814,2100,2656
YGR230W,19,10,26,168,133,159
YGR231C,579,542,878,5973,4292,3825
YGR232W,190,172,275,1596,1186,1033
YGR233C,293,136,203,2013,1535,3183
YGR234W,12763,13371,20090,80208,55019,47733
YGR235C,393,379,448,1632,1233,1232
YGR236C,0,0,0,13,8,10
YGR237C,74,81,88,1165,780,816
YGR238C,117,96,109,1474,949,1232
YGR239C,246,325,456,1669,1125,984
YGR240C,5298,5290,6876,41507,25922,29232
YGR240C-A,5,5,11,158,174,141
YGR241C,159,149,185,1572,1131,1482
YGR243W,134,133,247,590,480,411
YGR244C,1002,999,1607,9644,7405,6683
YGR245C,297,251,333,2850,2001,2245
YGR246C,132,98,139,1139,846,1027
YGR247W,55,64,88,507,394,315
YGR248W,28,30,58,286,155,156
YGR249W,3,0,3,80,40,57
YGR250C,236,196,286,2465,1589,1977
YGR251W,30,14,44,390,244,239
YGR252W,78,81,128,1153,823,852
YGR253C,1055,977,1410,4951,3414,3484
YGR254W,32265,24770,32053,180538,112093,144033
YGR255C,176,166,223,2289,1775,1823
YGR256W,41,31,33,249,133,225
YGR257C,61,57,97,2038,1560,1449
YGR258C,81,81,130,1348,930,1069
YGR260W,344,325,421,3454,2171,2672
YGR261C,215,210,351,2907,2015,2051
YGR262C,107,99,139,1026,682,697
YGR263C,35,22,41,462,336,424
YGR264C,1249,1295,1786,10998,7130,7393
YGR266W,246,217,363,2278,1589,1752
YGR267C,220,184,305,2160,1565,1879
YGR268C,25,25,53,741,473,552
YGR270W,279,279,384,5088,3493,3481
YGR271C-A,67,58,69,732,461,554
YGR271W,306,239,330,4257,2712,3029
YGR273C,1,0,0,15,22,4
YGR274C,196,181,208,2005,1249,1626
YGR275W,108,90,119,656,469,668
YGR276C,225,187,249,1643,1039,1093
YGR277C,290,248,276,1548,1060,1004
YGR278W,123,141,154,790,479,520
YGR279C,4601,3275,4847,19552,13174,18329
YGR280C,57,75,112,746,464,571
YGR281W,277,270,376,4438,3057,3435
YGR282C,3793,3339,4787,17305,12027,12623
YGR283C,68,67,71,614,353,405
YGR284C,291,272,431,1796,1426,1334
YGR285C,3085,2732,3845,17944,11702,14941
YGR286C,381,258,400,2194,1551,2450
YGR287C,123,139,205,1085,867,673
YGR288W,27,26,39,332,250,223
YGR289C,58,29,58,684,644,680
YGR292W,448,389,584,2806,2560,2468
YGR294W,0,0,0,19,23,17
YGR295C,348,341,464,3099,2038,2348
YGR296W,77,63,105,3563,2473,2965
YHL001W,4695,3525,5181,25209,17051,19184
YHL002W,137,105,187,1092,841,930
YHL003C,221,234,361,3154,2160,1990
YHL004W,382,294,472,3264,2334,2593
YHL006C,2,7,5,175,116,143
YHL007C,136,107,151,2439,1669,2114
YHL008C,6,11,16,93,92,96
YHL009C,29,28,34,568,378,408
YHL010C,34,15,22,476,342,530
YHL011C,682,827,934,6553,4497,4424
YHL012W,0,0,0,4,1,7
YHL013C,64,63,111,554,344,454
YHL014C,67,81,126,807,613,645
YHL015W,5162,4582,5885,34933,22397,25796
YHL015W-A,0,0,0,10,13,6
YHL016C,8,6,20,262,229,163
YHL017W,169,159,210,1647,1122,919
YHL018W,28,22,37,260,114,177
YHL019C,50,58,102,829,600,621
YHL020C,166,226,331,2505,1897,1934
YHL021C,114,121,230,621,464,378
YHL022C,10,4,10,52,35,54
YHL023C,98,102,119,1635,1115,1125
YHL024W,565,502,736,4554,3398,3434
YHL025W,161,144,234,1414,1268,1202
YHL026C,11,7,7,211,134,182
YHL027W,278,299,418,3237,2308,2426
YHL028W,31,41,37,449,270,512
YHL029C,116,112,137,1573,1135,1201
YHL030W,603,682,886,8492,6060,5645
YHL031C,91,116,163,788,597,495
YHL032C,67,75,125,2205,1904,1895
YHL033C,6241,4266,6342,30768,21738,28006
YHL034C,1630,1368,1802,8308,5460,6900
YHL035C,9,6,20,670,586,597
YHL036W,121,128,178,1321,1009,996
YHL038C,197,151,267,1597,1245,1182
YHL039W,135,181,251,2813,1833,1992
YHL040C,20,24,45,480,410,359
YHL042W,5,4,4,56,75,49
YHL043W,2,2,0,55,26,37
YHL044W,0,0,0,26,7,4
YHL046C,0,1,0,31,25,16
YHL047C,0,0,0,6,7,6
YHL048C-A,0,0,0,8,4,5
YHL048W,71,51,87,614,348,417
YHL049C,5,6,4,632,463,522
YHL050C,14,14,15,639,499,489
YHR001W,232,204,300,1595,1147,1295
YHR001W-A,372,349,602,2060,1916,1569
YHR002W,32,37,50,487,398,360
YHR003C,243,212,331,1450,1056,1202
YHR004C,18,15,24,385,286,357
YHR005C,352,330,365,1802,1338,1657
YHR005C-A,484,347,628,319269,186771,162985
YHR006W,129,124,188,985,717,796
YHR007C,3392,3205,3760,26496,17153,20757
YHR007C-A,241,168,196,1123,876,692
YHR008C,1586,1637,2324,8325,6411,5385
YHR009C,337,290,356,3481,2403,2997
YHR010W,2316,1902,2458,24264,17419,18772
YHR011W,162,124,196,1063,932,1028
YHR012W,280,343,408,2366,1416,1456
YHR013C,208,175,285,1217,792,919
YHR014W,1,0,0,2,3,1
YHR015W,25,11,17,553,522,564
YHR016C,124,115,256,1002,725,595
YHR017W,61,71,122,780,648,563
YHR018C,1652,2623,3719,22139,14838,9255
YHR019C,2422,1951,2666,17348,11829,14663
YHR020W,1824,1941,2679,12891,8369,9855
YHR021C,1884,1576,2064,8542,6366,6230
YHR021W-A,0,0,0,0,0,1
YHR022C,1,0,1,36,16,12
YHR022C-A,0,0,0,0,3,9
YHR023W,230,248,359,3737,2610,2544
YHR024C,444,506,729,5372,3665,3907
YHR025W,598,669,860,3912,2699,2374
YHR026W,639,517,931,5079,3852,3277
YHR027C,1958,2337,3036,19248,13281,11690
YHR028C,322,314,442,4422,3113,3105
YHR029C,102,165,283,1615,1171,658
YHR030C,250,211,295,1943,1570,1554
YHR031C,63,83,98,1202,791,746
YHR032W,135,164,223,2055,1424,1235
YHR033W,16,30,31,978,712,638
YHR034C,109,77,154,773,525,543
YHR035W,22,17,36,199,155,139
YHR036W,87,103,119,837,519,555
YHR037W,920,863,1356,6815,4749,4766
YHR038W,113,94,116,673,388,766
YHR039C,565,405,571,4257,2784,3525
YHR039C-A,412,382,566,3719,3090,3796
YHR040W,63,86,113,729,599,540
YHR041C,189,228,296,2839,1845,1902
YHR042W,878,747,995,7849,4989,5637
YHR043C,397,321,545,2733,2001,2218
YHR044C,104,111,202,863,687,708
YHR045W,153,147,202,1464,1048,1191
YHR046C,71,66,85,795,537,581
YHR047C,514,670,829,5336,3462,2951
YHR048W,7,2,4,82,70,51
YHR049W,324,374,465,1844,1245,1170
YHR050W,359,376,474,4059,3006,2796
YHR050W-A,329,504,716,5114,3670,4249
YHR051W,1160,1311,1928,8355,6603,6525
YHR052W,285,311,375,2694,1633,2110
YHR053C,1046,468,774,2932,2127,3904
YHR054C,182,118,163,2024,1559,2204
YHR055C,1046,468,774,2932,2127,3904
YHR056C,281,174,281,2577,1957,2093
YHR057C,322,279,406,2035,1459,1373
YHR058C,114,113,126,840,573,482
YHR059W,112,108,176,794,649,708
YHR060W,71,56,84,651,412,613
YHR061C,38,26,37,663,443,500
YHR062C,73,128,154,1166,865,809
YHR063C,312,319,437,2917,1980,1912
YHR064C,2600,1981,2719,14620,9290,11889
YHR065C,369,398,536,3099,2109,2138
YHR066W,187,163,215,1665,1150,1428
YHR067W,45,39,52,749,531,663
YHR068W,835,741,1040,5439,3667,3482
YHR069C,234,195,265,1475,1043,1086
YHR070W,194,275,334,1891,1225,1222
YHR071W,13,22,25,667,460,265
YHR072W,376,292,459,4269,2782,3467
YHR072W-A,239,149,202,3316,2305,2758
YHR073W,248,163,313,3994,2788,2991
YHR074W,470,457,699,4750,3342,3084
YHR075C,15,23,25,209,203,162
YHR076W,171,183,317,1648,1133,1129
YHR077C,136,112,156,2278,1595,1892
YHR078W,35,31,64,1123,892,805
YHR079C,65,61,87,1825,1384,1640
YHR079C-A,0,0,0,12,13,4
YHR080C,41,31,38,1627,1263,1244
YHR081W,93,54,92,779,606,1066
YHR082C,200,167,213,3143,2326,2713
YHR083W,187,150,186,2370,1524,1654
YHR084W,70,89,87,1008,821,1024
YHR085W,53,38,71,369,303,322
YHR086W,80,125,192,1721,1389,1436
YHR086W-A,0,0,0,13,16,5
YHR087W,47,14,28,173,174,237
YHR088W,79,59,94,664,500,757
YHR089C,516,423,565,4693,3531,3973
YHR090C,69,68,107,658,461,573
YHR091C,199,142,220,1685,1441,1607
YHR092C,4800,3608,4348,28291,17074,25933
YHR094C,437,344,514,3768,2398,3120
YHR096C,41,28,44,476,306,298
YHR097C,83,68,88,497,377,512
YHR098C,465,437,594,5128,3738,3824
YHR099W,776,763,966,17057,11811,12287
YHR100C,88,129,162,798,513,541
YHR101C,65,50,93,426,284,364
YHR102W,140,125,190,2181,1411,1411
YHR103W,148,125,154,2616,1899,2304
YHR104W,268,197,331,1521,1070,1152
YHR105W,14,26,43,210,209,151
YHR106W,86,34,73,751,578,655
YHR107C,455,329,487,2152,1459,2071
YHR108W,721,655,929,5333,3734,4323
YHR109W,68,69,124,971,693,701
YHR110W,108,94,151,1204,868,890
YHR111W,224,235,14,1715,212,1137
YHR112C,385,290,254,2495,1215,2329
YHR113W,389,291,449,2925,2196,2785
YHR114W,223,254,323,1449,1216,1057
YHR115C,151,142,229,1910,1312,1410
YHR116W,146,112,213,1281,975,990
YHR117W,345,387,504,3303,2240,2207
YHR118C,45,35,52,434,269,306
YHR119W,101,75,110,1841,1358,1438
YHR120W,88,79,135,1172,910,830
YHR121W,116,73,123,1172,994,1044
YHR122W,280,283,393,2097,1481,1359
YHR123W,165,147,250,1277,895,780
YHR124W,6,2,9,82,40,51
YHR126C,0,3,0,8,4,0
YHR127W,108,86,105,505,353,486
YHR128W,338,251,321,2598,1664,1970
YHR129C,52,25,65,725,520,531
YHR131C,54,35,48,1399,990,1070
YHR132C,811,657,908,3438,2397,2955
YHR132W-A,77,80,102,785,586,686
YHR133C,261,303,411,1956,1315,1183
YHR134W,8,7,11,216,144,195
YHR135C,262,179,299,2600,1971,2350
YHR136C,46,21,22,228,202,634
YHR137W,17,13,24,147,97,253
YHR138C,123,75,129,809,568,632
YHR139C,4,0,0,13,20,5
YHR140W,3,9,5,40,30,20
YHR141C,2534,1936,2963,24453,17340,20048
YHR142W,236,231,290,2106,1313,1485
YHR143W,622,587,774,4393,2877,2747
YHR143W-A,407,283,350,1380,932,1201
YHR144C,86,76,65,625,418,477
YHR146W,608,681,820,2673,1764,1837
YHR147C,241,235,330,1838,1283,1353
YHR148W,101,96,195,924,675,597
YHR149C,178,131,186,1972,1257,1593
YHR150W,22,20,35,479,308,403
YHR151C,37,32,37,826,541,573
YHR152W,98,91,106,520,371,707
YHR153C,14,10,19,107,89,129
YHR154W,224,209,249,2758,1638,1934
YHR155W,107,70,144,2042,1380,1470
YHR156C,16,18,18,178,146,158
YHR157W,0,1,2,22,7,28
YHR158C,309,308,442,3008,1965,2005
YHR159W,29,34,46,555,314,449
YHR160C,0,4,3,18,27,48
YHR161C,165,168,142,2387,1535,2095
YHR162W,612,612,841,12627,8559,9931
YHR163W,1079,867,1138,8605,5560,7981
YHR164C,113,127,165,2464,1720,1548
YHR165C,446,400,504,8671,5973,6601
YHR166C,117,143,156,1308,851,936
YHR167W,79,70,128,620,391,464
YHR168W,81,72,105,738,662,657
YHR169W,139,158,289,1897,1212,1061
YHR170W,763,716,869,5737,3555,4393
YHR171W,54,24,49,323,291,307
YHR172W,107,81,84,1144,723,961
YHR173C,0,0,0,28,17,7
YHR174W,67111,53117,67486,369118,223305,288217
YHR175W,139,166,286,3535,2455,2872
YHR175W-A,68,69,102,442,438,347
YHR176W,292,197,288,1502,1182,1638
YHR177W,52,37,59,395,297,310
YHR178W,47,22,46,567,520,526
YHR179W,2648,3223,5129,20851,14745,10214
YHR181W,186,205,231,1462,1081,1023
YHR182W,29,29,36,442,284,311
YHR183W,10725,8130,12090,43397,29001,34745
YHR184W,54,62,57,247,167,244
YHR185C,2,0,2,23,14,20
YHR186C,202,214,327,3977,2530,2954
YHR187W,98,93,133,1188,741,804
YHR188C,291,277,387,3063,2162,2544
YHR189W,10,22,24,234,166,235
YHR190W,947,1086,1432,8195,5462,5478
YHR191C,28,21,35,348,217,241
YHR192W,36,36,86,354,260,310
YHR193C,1033,640,1209,5624,4335,4881
YHR194W,37,33,38,960,795,732
YHR195W,70,82,93,802,623,664
YHR196W,261,304,380,2695,1965,1961
YHR197W,151,131,175,1191,852,963
YHR198C,218,191,275,1296,948,875
YHR199C,63,78,74,1905,1285,1475
YHR199C-A,11,2,12,415,236,308
YHR200W,1240,1081,1415,7864,5133,5728
YHR201C,243,184,222,1359,892,1531
YHR202W,56,58,75,425,269,287
YHR203C,15366,12189,16028,110137,72139,86205
YHR204W,76,57,57,1259,919,1066
YHR205W,406,343,553,4093,2945,3360
YHR206W,240,247,297,2103,1496,1733
YHR207C,126,95,153,1013,696,761
YHR208W,3716,3401,4436,16430,10500,11059
YHR209W,29,17,38,278,153,202
YHR210C,11,12,10,245,197,159
YHR211W,3,2,0,1164,877,955
YHR212W-A,0,0,0,11,1,10
YHR213W,0,1,0,112,71,92
YHR213W-A,0,0,0,6,8,5
YHR213W-B,0,0,0,0,4,1
YHR214C-D,0,0,0,5,0,10
YHR214C-E,0,0,0,10,3,26
YHR214W,29,16,22,549,320,263
YHR215W,1113,246,381,2168,1423,4576
YHR216W,473,719,1040,5084,3240,2030
YHR218W,12,7,17,1870,1276,1401
YHR219W,7,6,11,613,571,577
YIL001W,50,22,74,424,290,424
YIL002C,74,73,93,1683,1197,1481
YIL002W-A,39,52,39,1653,1101,1237
YIL003W,48,42,47,523,360,398
YIL004C,100,86,76,762,576,788
YIL005W,233,189,252,1349,1017,1251
YIL006W,24,22,31,316,283,285
YIL007C,57,59,70,546,410,462
YIL008W,77,64,116,689,506,548
YIL009C-A,1429,1311,1546,520232,332460,325931
YIL009W,347,217,348,3459,2571,3656
YIL010W,129,113,197,895,640,821
YIL011W,121,56,61,219,140,268
YIL013C,30,19,35,297,284,264
YIL014C-A,17,12,12,418,310,284
YIL014W,89,65,90,1323,1032,1175
YIL015W,540,331,442,2436,1568,2350
YIL016W,143,86,168,1295,864,912
YIL017C,49,39,82,952,740,739
YIL018W,7914,6418,9128,59706,42323,45398
YIL019W,75,82,105,842,507,548
YIL020C,82,113,114,868,622,574
YIL021W,360,252,413,2285,1611,1999
YIL022W,731,448,667,5359,3490,4859
YIL023C,138,199,217,1211,892,836
YIL024C,18,13,27,389,228,372
YIL026C,180,196,248,2662,1576,1891
YIL027C,57,52,54,750,461,523
YIL029C,3,1,2,253,123,260
YIL030C,807,948,1268,35780,22160,18718
YIL031W,35,43,52,1231,754,895
YIL033C,410,325,520,2066,1550,1671
YIL034C,231,250,342,2192,1552,1462
YIL035C,195,204,288,1815,1430,1369
YIL036W,139,121,208,2003,1449,1636
YIL037C,0,3,0,98,49,48
YIL038C,301,316,400,3027,1919,2129
YIL039W,352,331,406,2702,2057,2343
YIL040W,108,148,224,1039,731,729
YIL041W,983,1017,1350,6171,4285,4234
YIL042C,156,148,185,1682,1264,1165
YIL043C,1158,1136,1536,8733,6084,6265
YIL044C,139,175,271,2100,1365,1385
YIL045W,16,22,25,191,191,207
YIL046W,178,191,286,2812,1936,2178
YIL046W-A,0,0,0,46,52,53
YIL047C,42,34,47,4532,3519,3660
YIL048W,215,270,312,3104,2068,2094
YIL049W,12,15,17,151,99,133
YIL050W,187,191,261,2331,1604,1736
YIL051C,754,876,1170,4212,2890,2847
YIL052C,2112,1702,2330,16309,11314,13658
YIL053W,2911,1792,2286,9697,5857,7948
YIL054W,0,1,0,9,7,1
YIL055C,23,26,27,432,336,315
YIL056W,98,106,145,1325,828,877
YIL057C,1,1,1,2,12,13
YIL060W,13,16,7,8159,5292,14799
YIL061C,82,69,97,1009,774,856
YIL062C,471,440,588,2784,2109,2310
YIL063C,78,61,90,712,539,814
YIL064W,229,234,312,2597,1597,1878
YIL065C,242,214,301,2251,1730,1905
YIL066C,12,7,15,163,134,155
YIL067C,137,123,190,1851,1271,1268
YIL068C,158,155,232,1762,1381,1372
YIL069C,3633,2881,3772,36451,24959,31219
YIL070C,839,677,1023,4172,3155,3466
YIL071C,15,8,26,437,309,360
YIL072W,2,4,1,87,103,97
YIL073C,16,17,27,269,193,169
YIL074C,2000,1469,2019,9839,6490,8290
YIL075C,2089,2418,3125,20541,14027,12687
YIL076W,232,186,249,1430,1011,1073
YIL077C,53,36,90,606,486,523
YIL078W,2297,2126,2859,17514,11184,13047
YIL079C,73,58,87,782,503,554
YIL083C,185,138,186,1403,951,1521
YIL084C,58,50,64,495,401,400
YIL085C,92,75,99,2005,1475,1450
YIL087C,62,97,127,687,382,387
YIL088C,177,185,247,2510,1841,1982
YIL089W,18,13,34,243,157,173
YIL090W,96,85,111,1502,1177,1145
YIL091C,205,213,314,1990,1322,1394
YIL092W,20,17,25,341,194,332
YIL093C,252,286,376,2129,1680,1635
YIL094C,1845,1835,2428,16855,11471,11944
YIL095W,74,75,98,994,802,602
YIL096C,51,42,75,603,434,526
YIL097W,44,51,56,421,321,282
YIL098C,106,134,206,1026,739,812
YIL099W,0,1,2,65,60,83
YIL101C,68,62,110,604,378,444
YIL102C,0,0,0,0,0,0
YIL102C-A,12,2,5,86,94,150
YIL103W,142,108,170,1298,972,944
YIL104C,89,134,138,784,521,551
YIL105C,161,160,198,1627,1129,1048
YIL105W-A,5,7,6,129,64,59
YIL106W,107,92,134,1152,724,746
YIL107C,71,76,120,857,610,650
YIL108W,222,272,364,2142,1431,1413
YIL109C,969,1111,1586,10328,6963,6184
YIL110W,152,158,226,1461,909,1010
YIL111W,26,6,12,169,152,173
YIL112W,127,177,210,2165,1480,1503
YIL113W,2,7,12,35,53,39
YIL114C,72,61,114,815,642,621
YIL115C,339,347,533,4997,3366,3737
YIL116W,604,740,1010,4951,3459,2804
YIL117C,53,38,47,156,161,259
YIL118W,306,272,353,1715,1099,1197
YIL119C,34,33,41,582,394,409
YIL120W,4,8,10,165,147,196
YIL121W,7,5,11,90,65,125
YIL122W,24,21,28,276,189,201
YIL123W,1590,1160,1522,11253,7636,8253
YIL124W,281,270,373,1996,1393,1344
YIL125W,1434,1552,2135,13421,9796,10301
YIL126W,572,535,727,8849,6067,6519
YIL127C,77,122,116,669,497,590
YIL128W,348,355,421,2745,1902,1871
YIL129C,272,366,373,7455,4945,5209
YIL130W,122,150,130,1490,1041,1007
YIL131C,153,171,213,1856,1255,1451
YIL132C,5,5,5,235,137,173
YIL133C,2452,1832,2997,14235,10736,11075
YIL134C-A,1,2,1,77,50,37
YIL134W,20,38,41,2942,2138,2122
YIL135C,101,122,152,1276,883,787
YIL136W,114,90,180,1143,910,850
YIL137C,404,413,497,3492,2422,2506
YIL138C,248,200,240,1942,1376,2020
YIL139C,5,3,13,244,192,252
YIL140W,212,192,284,1887,1281,1254
YIL142W,1366,1162,1390,6622,4509,5089
YIL143C,238,197,308,2445,1613,1773
YIL144W,77,83,143,958,604,604
YIL145C,277,243,293,1762,1210,1327
YIL146C,13,12,30,297,322,211
YIL147C,79,76,94,2326,1480,1776
YIL148W,3475,2600,3798,51305,35260,42409
YIL149C,150,173,224,3059,1807,2220
YIL150C,58,56,76,891,552,505
YIL151C,69,49,71,2043,1549,1411
YIL152W,19,12,22,193,172,208
YIL153W,123,90,160,1608,1192,1180
YIL154C,139,148,223,850,541,526
YIL155C,568,775,1224,6539,5509,3767
YIL156W,229,260,328,2134,1586,1697
YIL156W-B,182,207,254,981,715,740
YIL157C,410,394,551,2756,2181,2112
YIL158W,16,20,24,295,229,258
YIL159W,38,32,70,899,653,734
YIL160C,14,14,17,80,48,48
YIL161W,20,18,21,202,135,243
YIL162W,603,406,708,3318,2949,3216
YIL163C,0,1,1,5,7,11
YIL164C,75,93,142,1021,899,619
YIL165C,66,73,109,1112,934,618
YIL166C,3,2,1,84,80,112
YIL169C,89,175,264,1955,1745,756
YIL172C,84,92,165,1006,833,578
YIL173W,129,148,175,3061,2140,1834
YIL176C,0,0,0,77,29,21
YIL177C,45,47,41,5554,4219,4395
YIR001C,123,57,102,678,504,583
YIR002C,112,105,146,1647,1301,1373
YIR003W,195,166,221,1823,1130,1391
YIR004W,241,201,297,1813,1276,1588
YIR005W,18,17,22,194,109,167
YIR006C,550,630,921,9224,6287,6413
YIR007W,3689,2852,3378,219423,134933,123490
YIR008C,109,92,184,846,568,595
YIR009W,26,32,29,330,216,229
YIR010W,85,69,111,927,664,707
YIR011C,167,142,183,1295,929,896
YIR012W,498,499,824,4973,3235,3144
YIR013C,0,0,0,25,4,5
YIR014W,21,14,31,237,206,228
YIR015W,13,18,20,297,224,267
YIR016W,6,3,3,817,682,602
YIR017C,233,243,297,2338,1622,1929
YIR018C-A,0,0,0,4,2,6
YIR018W,30,26,61,652,401,566
YIR019C,240,3,7,168,164,1005
YIR020C,0,0,0,141,146,131
YIR021W,101,56,106,957,644,767
YIR021W-A,53,43,75,680,457,484
YIR022W,120,100,163,1306,867,926
YIR023W,77,87,124,1290,899,1115
YIR024C,66,50,98,462,345,428
YIR025W,52,76,103,594,387,381
YIR026C,136,147,151,1090,723,739
YIR027C,5,8,10,142,138,96
YIR028W,2,3,3,76,37,59
YIR029W,93,94,182,850,870,547
YIR030C,30,48,88,604,466,300
YIR031C,28,71,82,1059,767,562
YIR032C,86,119,198,1131,1022,676
YIR033W,91,77,102,1230,844,1197
YIR034C,1368,1806,2474,8548,5865,4262
YIR035C,206,150,240,1699,1183,1217
YIR036C,258,252,378,1869,1500,1400
YIR037W,496,380,647,2309,1628,2083
YIR038C,190,153,208,1306,965,991
YIR039C,20,53,70,538,320,292
YIR041W,2,4,1,95,46,43
YIR042C,34,17,53,381,291,430
YJL001W,912,1044,1520,8361,5794,4650
YJL002C,639,604,816,5114,3358,4031
YJL003W,48,31,58,587,450,400
YJL004C,48,49,73,676,578,481
YJL005W,253,193,326,4755,3341,3898
YJL006C,125,113,125,845,494,686
YJL008C,1629,1510,2116,12276,8695,8702
YJL010C,345,299,355,2056,1428,1568
YJL011C,40,35,53,282,255,327
YJL012C,2328,935,1183,6558,4665,12052
YJL013C,21,19,31,557,403,612
YJL014W,1373,1361,1897,8270,5483,5215
YJL016W,52,41,45,971,675,817
YJL019W,92,100,134,1414,860,937
YJL020C,659,660,851,5340,3516,4192
YJL023C,16,21,30,247,210,199
YJL024C,3190,3998,3521,1281234,720574,728876
YJL025W,21,15,22,544,405,395
YJL026W,1893,1749,2374,10540,7320,7872
YJL027C,1,0,0,3,0,8
YJL028W,0,0,0,1,1,4
YJL029C,178,125,173,1698,1179,1375
YJL030W,72,61,113,349,306,346
YJL031C,76,73,143,1121,725,591
YJL033W,382,338,392,2680,1725,2146
YJL034W,3042,2059,2981,18849,12538,18239
YJL035C,32,31,44,466,270,377
YJL036W,153,164,239,1528,968,1079
YJL037W,0,0,1,109,63,101
YJL038C,1,0,0,11,7,10
YJL039C,451,438,640,5494,4006,4105
YJL041W,560,588,776,4648,3030,3242
YJL042W,299,322,357,4017,2879,3196
YJL043W,0,1,0,32,32,20
YJL044C,106,155,170,1495,1027,958
YJL045W,20,13,16,204,95,116
YJL046W,151,129,233,1347,989,1064
YJL047C,75,78,127,714,569,656
YJL047C-A,297,252,572,4011,3901,3434
YJL048C,151,102,169,1380,811,1307
YJL049W,49,32,59,480,417,434
YJL050W,713,665,899,7074,4636,5431
YJL051W,91,59,97,1158,791,854
YJL052C-A,0,0,0,3,0,1
YJL052W,20645,15895,20333,120315,78838,91327
YJL053W,90,61,81,1094,829,962
YJL054W,397,266,407,3705,2621,3259
YJL055W,325,243,359,2203,1525,1938
YJL056C,21,24,34,693,390,665
YJL057C,50,70,89,706,569,589
YJL058C,30,36,42,415,241,240
YJL059W,26,27,26,325,320,187
YJL060W,623,679,999,5339,3645,3071
YJL061W,151,130,170,1606,1185,1373
YJL062W,220,228,294,1961,1341,1366
YJL062W-A,588,455,684,1890,1490,1868
YJL063C,347,353,539,2689,2222,2187
YJL065C,152,137,186,1087,852,921
