Genes	WT_1	WT_2	WT_3	ncs2_1	ncs2_2	ncs2_3	uba4_1	uba4_2	uba4_3
YJL170C	3	12	0	8	3	2	9	2	6
YJL171C	163	203	44	128	79	33	170	161	105
YJL172W	226	336	95	389	231	94	422	252	233
YJL173C	41	43	22	67	33	8	57	36	36
YJL174W	111	165	36	144	85	17	176	105	79
YJL176C	68	96	16	132	51	31	118	65	61
YJL177W	673	973	280	807	552	198	1038	586	624
YJL178C	51	72	29	97	53	18	131	68	60
YJL179W	26	43	16	44	15	10	43	21	34
YJL180C	25	56	14	48	16	17	68	28	31
YJL181W	12	28	4	18	14	7	29	19	11
YJL183W	142	185	64	306	129	47	319	147	119
YJL184W	20	31	13	48	27	3	55	27	34
YJL185C	6	12	1	8	4	1	13	5	3
YJL186W	166	244	83	238	133	41	296	177	140
YJL187C	13	17	4	29	19	3	39	15	16
YJL189W	1372	2349	585	1911	808	315	1877	984	925
YJL190C	1102	1589	359	1493	749	220	2029	1027	891
YJL191W	1013	1363	388	1578	1146	381	1904	1361	906
YJL192C	96	155	33	112	56	21	126	69	72
YJL193W	10	29	5	21	10	6	42	25	16
YJL194W	39	58	10	59	41	15	87	42	29
YJL196C	142	241	66	416	139	47	388	223	207
YJL197W	102	101	26	113	58	20	129	92	76
YJL198W	54	71	22	82	41	18	99	69	46
YJL200C	1006	1225	362	1913	1114	360	1928	1389	910
YJL201W	29	38	15	38	25	14	52	28	38
YJL203W	14	36	6	36	15	6	21	18	11
YJL204C	14	29	8	18	9	11	22	22	13
YJL205C	10	15	4	10	14	5	25	16	22
YJL206C	20	17	6	19	22	5	40	18	33
YJL207C	139	160	45	183	124	37	235	126	108
YJL208C	77	117	28	99	34	16	132	63	55
YJL209W	10	15	2	18	8	5	23	7	8
YJL210W	36	43	11	72	27	9	66	36	29
YJL212C	1	2	1	6	1	2	7	3	1
YJL213W	33	25	13	53	41	15	62	45	26
YJL214W	9	9	4	3	8	2	19	7	2
YJL216C	4	5	2	5	3	1	2	1	4
YJL217W	226	272	99	253	142	47	265	187	151
YJL218W	15	13	8	14	8	7	29	19	9
YJL219W	1	5	2	5	10	0	3	5	2
YJL221C	30	31	21	35	47	10	60	65	40
YJL222W	50	59	20	99	45	5	85	54	35
YJL223C	0	0	0	0	1	0	0	0	0
YJL225C	13	35	6	23	17	2	16	11	13
YJR001W	151	203	44	221	126	49	245	150	114
YJR002W	138	190	47	193	94	35	221	140	102
YJR003C	39	58	15	84	42	12	74	40	42
YJR004C	0	0	0	0	0	0	2	0	0
YJR005C-A	0	0	0	0	0	0	0	0	0
YJR005W	93	97	33	115	81	24	87	76	63
YJR006W	70	57	19	62	35	8	86	59	44
YJR007W	382	462	175	350	210	94	422	303	325
YJR008W	33	47	13	34	27	9	53	32	19
YJR009C	16253	21582	6543	18723	11070	4603	17869	13792	9553
YJR010C-A	17	21	8	19	14	4	49	21	22
YJR010W	1730	2468	669	2149	1132	471	2336	1542	1128
YJR011C	17	25	4	32	13	2	39	14	19
YJR012C	10	6	5	7	4	0	23	1	7
YJR013W	77	112	28	113	68	22	102	87	60
YJR014W	117	156	39	101	54	24	165	88	66
YJR015W	102	151	52	172	126	37	197	144	120
YJR016C	1362	1847	584	2051	1303	485	2324	1618	1152
YJR017C	93	141	33	162	70	21	140	76	96
YJR019C	63	119	24	82	65	18	128	73	73
YJR021C	2	12	1	9	4	0	10	2	3
YJR022W	5	6	1	7	0	0	1	3	1
YJR024C	84	94	32	116	54	22	188	85	95
YJR025C	151	169	57	215	121	44	252	120	120
YJR030C	15	28	12	47	22	5	44	30	27
YJR031C	47	68	40	119	67	25	115	76	67
YJR032W	83	100	47	122	52	22	116	83	54
YJR033C	87	84	25	97	65	28	115	87	56
YJR034W	80	82	27	106	27	16	119	70	66
YJR035W	15	26	19	33	13	7	30	16	26
YJR036C	2	1	1	1	4	0	13	4	4
YJR039W	9	25	5	24	5	6	13	5	13
YJR040W	56	67	12	80	68	19	78	59	46
YJR041C	90	139	42	152	79	24	171	98	74
YJR042W	102	159	67	212	117	39	234	150	92
YJR043C	23	33	10	32	14	3	26	16	16
YJR044C	34	50	8	39	21	7	62	25	27
YJR045C	2580	3468	924	3184	1923	762	4083	2790	2270
YJR046W	47	65	25	71	39	13	87	38	38
YJR047C	542	758	219	894	357	117	1203	407	701
YJR048W	1020	1542	479	1754	788	322	2563	1240	1871
YJR049C	54	55	19	68	28	17	61	27	34
YJR050W	11	20	3	16	10	0	14	6	7
YJR051W	72	82	19	114	73	27	141	75	75
YJR052W	1162	1488	535	1837	1677	488	1790	1066	678
YJR053W	9	21	5	12	14	4	9	12	7
YJR054W	7	8	8	8	9	1	5	5	2
YJR055W	5	4	1	11	6	0	15	5	12
YJR056C	13	17	3	32	6	1	18	15	6
YJR057W	31	49	4	66	15	4	73	31	20
YJR058C	40	59	14	57	28	12	53	26	32
YJR059W	61	88	20	102	67	26	106	69	56
YJR060W	35	41	12	67	22	8	74	31	35
YJR061W	17	33	10	24	10	5	33	10	23
YJR062C	25	30	13	37	27	10	61	25	20
YJR063W	46	71	18	68	28	10	80	42	56
YJR064W	437	558	156	641	320	103	657	418	321
YJR065C	231	314	70	313	213	60	421	261	200
YJR066W	103	151	40	202	92	33	198	118	69
YJR067C	32	41	16	36	20	5	25	29	11
YJR068W	69	105	30	100	43	29	104	47	55
YJR069C	128	192	57	174	69	31	195	97	76
YJR070C	510	812	236	896	393	189	786	503	402
YJR072C	426	454	179	577	338	126	565	371	209
YJR073C	1410	2037	578	1567	1062	352	1579	1045	694
YJR074W	97	127	35	191	91	25	232	110	98
YJR075W	99	110	41	133	71	40	183	93	88
YJR076C	132	210	59	277	140	45	313	194	126
YJR077C	1806	2462	693	2118	1346	518	2753	1845	1458
YJR078W	88	120	30	100	45	17	77	60	31
YJR079W	12	15	2	15	6	1	11	6	1
YJR080C	83	89	30	108	63	22	110	80	77
YJR082C	2	4	1	6	2	0	19	7	5
YJR083C	9	15	2	16	2	4	20	11	17
YJR084W	33	40	12	58	38	8	67	34	30
YJR085C	75	93	21	112	56	17	120	73	55
YJR086W	17	14	9	18	10	4	36	26	12
YJR088C	117	120	32	159	92	18	179	102	96
YJR089W	27	55	6	37	20	11	46	14	13
YJR090C	61	93	33	117	65	27	117	65	45
YJR091C	62	85	28	82	42	15	88	80	28
YJR092W	127	161	55	165	80	30	207	123	87
YJR093C	34	21	8	38	22	10	53	20	24
YJR094C	3	1	3	4	2	1	7	1	1
YJR094W-A	975	1488	413	1689	640	265	1970	962	880
YJR095W	0	5	2	1	3	0	0	2	1
YJR096W	23	41	8	41	23	3	27	26	27
YJR097W	13	15	5	26	12	2	20	14	9
YJR098C	8	18	11	19	18	3	27	16	8
YJR099W	15	33	9	23	17	4	22	21	9
YJR100C	43	62	16	46	28	12	51	41	27
YJR101W	97	122	24	99	83	25	121	116	92
YJR102C	12	21	5	20	5	1	21	8	5
YJR103W	73	89	27	138	63	23	137	93	87
YJR104C	1842	2414	581	2223	1127	399	2640	1973	1366
YJR105W	1090	1471	421	1255	812	266	1494	977	729
YJR106W	15	17	3	17	16	0	24	16	19
YJR107W	0	0	0	0	0	0	0	0	0
YJR108W	1	0	0	0	0	0	0	0	0
YJR109C	1079	1337	389	2748	1562	595	2538	1791	1343
YJR110W	11	19	8	23	17	5	40	22	17
YJR111C	30	32	6	56	23	8	59	34	39
YJR112W	15	28	14	39	12	7	29	15	28
YJR112W-A	7	5	1	7	5	1	9	7	9
YJR113C	198	333	93	358	180	72	420	267	160
YJR115W	0	2	0	1	0	0	0	2	0
YJR116W	14	30	8	31	6	1	31	14	10
YJR117W	209	293	61	353	193	63	365	187	159
YJR118C	26	59	27	46	36	7	86	39	37
YJR119C	18	44	11	33	17	5	52	30	16
YJR120W	7	29	4	33	17	2	24	26	19
YJR121W	2461	3545	1002	3313	2331	817	4529	3031	2144
YJR122W	73	79	20	95	44	26	118	71	76
YJR123W	2816	4364	1244	3390	2025	777	3824	2638	2011
YJR124C	22	35	8	42	24	5	42	30	25
YJR125C	103	114	30	140	92	29	157	111	82
YJR126C	71	85	36	88	57	17	96	68	69
YJR127C	18	24	2	48	18	8	53	28	24
YJR129C	28	39	14	26	17	12	35	15	12
YJR130C	57	62	17	98	59	20	95	64	59
YJR131W	38	61	12	63	29	13	86	43	26
YJR132W	129	158	39	152	84	30	151	99	85
YJR133W	239	369	95	370	177	68	426	285	196
YJR134C	47	59	32	81	31	15	86	28	45
YJR135C	5	10	0	5	6	1	21	6	6
YJR135W-A	77	90	27	103	41	7	111	98	61
YJR136C	13	16	6	22	13	2	33	20	20
YJR137C	2124	3091	799	3515	1785	648	3775	2256	1746
YJR138W	52	58	23	88	46	12	73	43	41
YJR139C	1478	1882	634	1843	1100	474	2118	1526	1172
YJR140C	70	111	34	131	55	19	106	65	44
YJR141W	6	16	3	6	5	4	7	7	3
YJR142W	35	51	14	50	33	5	70	32	26
YJR143C	370	466	155	536	272	97	583	367	312
YJR144W	125	149	53	216	114	21	192	98	104
YJR145C	5387	7804	2126	7035	3817	1413	7553	4832	3688
YJR146W	0	7	1	0	2	2	0	0	0
YJR147W	6	11	1	0	4	2	11	0	1
YJR148W	68	111	27	106	50	21	113	56	26
YJR149W	23	30	8	39	18	6	32	24	12
YJR150C	0	0	0	0	0	0	0	0	0
YJR151C	0	0	0	0	1	0	2	0	0
YJR151W-A	0	0	0	0	0	0	0	0	0
YJR152W	7	9	3	11	7	3	15	9	9
YJR153W	0	0	0	0	0	0	0	0	0
YJR154W	0	1	1	0	0	0	3	0	1
YJR155W	0	1	0	3	2	0	2	1	0
YJR156C	9	0	3	17	8	1	4	3	4
YJR158W	0	1	0	1	1	1	2	1	0
YJR159W	4	2	0	1	1	5	1	2	1
YJR160C	2	3	1	7	2	2	7	4	1
YJR161C	92	87	21	107	51	20	114	83	46
YKL001C	707	948	286	666	370	140	889	469	478
YKL002W	74	82	30	125	47	17	124	91	72
YKL003C	47	73	11	97	27	6	104	40	49
YKL004W	61	122	35	141	81	10	125	67	62
YKL005C	24	36	13	53	19	7	43	29	25
YKL006C-A	5	15	6	15	11	4	32	9	9
YKL006W	1825	2824	732	2068	1371	538	2775	1603	1595
YKL007W	44	74	9	75	42	14	109	56	59
YKL008C	36	59	8	63	26	9	59	29	35
YKL009W	168	214	54	274	101	62	252	142	113
YKL010C	166	219	48	211	120	41	240	162	134
YKL011C	10	12	0	14	5	1	13	9	10
YKL012W	32	56	19	62	14	4	58	32	40
YKL013C	113	148	51	150	95	22	171	84	96
YKL014C	159	178	68	236	120	50	240	128	114
YKL015W	33	43	12	44	37	10	57	33	41
YKL016C	652	931	267	914	463	149	1092	706	616
YKL017C	150	192	62	172	95	32	152	170	89
YKL018C-A	8	28	5	14	18	3	31	16	11
YKL018W	32	64	24	89	46	10	77	48	42
YKL019W	73	106	28	120	53	22	138	79	54
YKL020C	117	150	27	198	75	39	185	145	106
YKL021C	106	122	42	164	90	25	173	125	86
YKL022C	105	111	42	200	88	38	180	176	94
YKL023C-A	52	43	21	51	20	8	57	33	38
YKL023W	28	42	12	32	18	11	50	19	14
YKL024C	164	209	59	186	66	38	211	144	133
YKL025C	49	69	17	96	58	16	77	48	58
YKL026C	1	7	0	1	2	0	1	3	0
YKL027W	118	156	36	123	96	36	190	115	85
YKL028W	62	76	19	66	48	14	94	76	55
YKL029C	495	601	183	744	412	163	775	441	338
YKL032C	59	85	19	124	56	19	128	69	55
YKL033W	21	25	13	79	16	7	50	28	26
YKL033W-A	66	117	18	87	63	15	131	61	60
YKL034W	61	93	28	119	54	21	94	67	52
YKL035W	349	450	132	515	319	91	561	366	280
YKL037W	0	0	0	0	0	0	1	2	1
YKL038W	29	46	16	49	26	13	78	32	24
YKL039W	211	293	89	177	146	55	280	212	140
YKL040C	110	145	34	154	89	26	186	89	114
YKL041W	29	50	15	74	17	15	86	33	30
YKL042W	22	36	9	32	31	4	52	14	15
YKL043W	35	62	20	62	19	9	58	23	40
YKL044W	1	0	0	2	0	0	2	0	3
YKL045W	36	58	17	53	26	13	54	34	34
YKL046C	155	195	82	275	140	50	342	167	172
YKL047W	25	41	16	67	28	5	71	47	47
YKL048C	23	16	11	35	20	7	25	31	26
YKL049C	30	58	10	48	19	11	42	20	22
YKL050C	1	0	0	2	1	0	1	1	0
YKL051W	28	45	11	76	33	20	78	58	45
YKL052C	51	60	28	73	35	7	82	53	44
YKL053C-A	29	71	16	68	20	13	110	33	49
YKL054C	318	519	144	601	226	100	679	308	318
YKL055C	0	5	1	4	3	2	14	4	6
YKL056C	2600	4036	1151	3282	1691	633	3604	2071	1615
YKL057C	103	185	61	164	88	30	203	120	86
YKL058W	39	60	17	61	27	13	61	38	33
YKL059C	29	34	13	56	21	10	45	26	26
YKL060C	22114	29337	8452	22192	13562	5291	24345	18345	12737
YKL061W	23	25	5	28	11	2	18	16	10
YKL062W	67	73	26	92	47	19	127	59	50
YKL063C	19	14	5	23	5	5	22	12	12
YKL064W	57	78	30	104	48	23	101	78	47
YKL065C	81	96	32	58	26	11	100	42	45
YKL065W-A	0	0	0	1	0	0	0	0	0
YKL067W	225	297	93	236	122	44	255	222	172
YKL068W	55	110	26	115	57	13	130	66	63
YKL068W-A	10	21	2	24	7	3	30	6	11
YKL069W	66	93	32	95	42	17	116	64	58
YKL070W	0	0	0	0	0	0	0	0	0
YKL071W	2	2	0	0	0	0	1	0	0
YKL072W	27	29	8	31	17	6	58	14	35
YKL073W	131	204	40	149	84	42	189	89	90
YKL074C	49	51	16	88	36	10	62	32	25
YKL075C	49	77	17	48	44	15	76	53	41
YKL077W	121	151	47	156	100	43	183	109	117
YKL078W	34	44	17	57	28	12	73	33	32
YKL079W	43	47	16	79	30	9	73	51	36
YKL080W	394	548	104	721	344	130	842	448	416
YKL081W	2110	3083	895	3150	1645	643	3394	1996	1493
YKL082C	59	65	14	88	32	11	65	31	47
YKL084W	10	5	1	6	1	1	9	9	5
YKL085W	611	916	259	696	442	202	965	779	585
YKL086W	3	5	0	2	2	0	7	5	5
YKL087C	163	236	61	243	153	59	286	172	139
YKL088W	42	49	14	72	27	10	71	41	39
YKL089W	19	29	11	30	20	10	43	18	15
YKL090W	9	12	1	19	1	2	9	6	9
YKL091C	15	34	2	31	14	5	54	24	16
YKL092C	28	53	11	62	33	6	68	39	37
YKL093W	8	8	4	4	3	0	15	1	8
YKL094W	87	117	33	140	79	24	150	85	73
YKL095W	19	20	7	23	4	10	23	25	11
YKL096C-B	0	0	0	0	0	0	0	0	0
YKL096W	39	51	14	86	53	31	156	95	41
YKL096W-A	3041	5242	1501	1601	1674	757	2161	1724	725
YKL098W	9	5	5	11	6	2	19	10	9
YKL099C	47	31	8	57	19	11	50	21	22
YKL100C	96	123	44	160	72	19	183	129	92
YKL101W	78	106	32	122	73	17	155	66	60
YKL103C	211	267	82	367	186	82	424	314	253
YKL104C	401	540	126	473	280	104	530	373	290
YKL105C	35	62	16	51	26	14	73	41	22
YKL106C-A	0	0	0	0	0	0	0	1	0
YKL106W	24	51	10	80	18	8	85	30	42
YKL107W	2	1	0	2	2	0	2	3	3
YKL108W	14	26	7	16	3	3	19	9	14
YKL109W	156	217	65	251	103	42	302	232	200
YKL110C	26	35	7	52	33	13	50	25	44
YKL112W	162	221	71	276	129	57	264	186	141
YKL113C	72	125	39	147	79	11	145	77	60
YKL114C	79	88	37	143	96	25	152	93	78
YKL116C	63	61	21	65	30	17	82	70	41
YKL117W	723	798	293	1006	534	197	1084	610	702
YKL119C	23	46	10	32	16	8	34	22	31
YKL120W	209	303	79	203	138	42	202	149	99
YKL121W	14	18	3	14	19	4	34	17	16
YKL122C	24	47	9	27	14	6	19	9	11
YKL124W	40	54	12	71	47	13	75	48	37
YKL125W	28	47	11	51	38	8	76	40	27
YKL126W	128	184	47	221	112	47	253	189	122
YKL127W	209	293	81	290	198	65	314	199	155
YKL128C	77	81	30	104	55	31	136	90	69
YKL129C	73	124	30	139	84	22	149	87	81
YKL130C	82	109	20	109	63	14	80	70	38
YKL132C	0	0	0	3	2	0	2	2	1
YKL133C	7	11	6	10	3	2	8	6	6
YKL134C	51	58	23	75	46	15	115	55	58
YKL135C	106	209	33	241	110	45	282	137	90
YKL137W	36	97	15	78	30	14	121	50	53
YKL138C	15	40	6	21	21	4	50	19	15
YKL138C-A	4	8	6	3	5	1	21	7	9
YKL139W	23	32	10	43	12	8	37	30	28
YKL140W	51	74	21	61	27	15	76	43	22
YKL141W	170	229	48	294	139	43	388	191	196
YKL142W	132	224	44	197	114	39	247	166	161
YKL143W	76	117	26	94	65	15	104	65	77
YKL144C	23	31	19	35	25	7	47	12	13
YKL145W	554	743	238	1079	535	212	1182	839	749
YKL146W	75	112	24	131	67	22	157	81	67
YKL148C	1077	1324	427	1487	862	316	1848	1366	958
YKL149C	21	20	3	38	18	7	31	24	40
YKL150W	202	296	101	393	228	77	506	317	257
YKL151C	48	63	13	70	33	15	72	35	40
YKL152C	4192	6059	1439	4634	2544	877	4839	2810	2520
YKL154W	48	44	9	59	37	7	63	40	42
YKL155C	94	118	49	188	73	36	182	139	111
YKL156W	285	359	141	637	215	102	631	287	459
YKL157W	407	545	152	509	244	93	519	345	269
YKL159C	8	18	5	7	12	4	15	4	11
YKL160W	38	57	11	50	21	12	85	59	62
YKL161C	0	5	0	7	0	0	3	3	1
YKL162C	24	29	11	21	16	4	30	21	18
YKL163W	35	35	9	63	20	15	82	21	38
YKL164C	733	1022	277	839	448	204	1166	625	545
YKL165C	113	159	48	167	81	33	186	95	93
YKL166C	41	48	13	59	28	10	62	36	34
YKL167C	61	72	15	61	26	7	79	70	54
YKL168C	31	24	7	36	11	6	45	38	12
YKL170W	121	159	41	179	76	26	224	109	99
YKL171W	12	40	4	30	12	5	23	12	10
YKL172W	196	348	117	328	139	58	252	186	181
YKL173W	69	88	16	103	39	15	106	50	55
YKL174C	41	68	11	80	46	12	79	54	37
YKL175W	66	108	41	142	78	33	158	81	75
YKL176C	16	36	8	27	14	7	40	27	17
YKL178C	0	6	1	4	4	0	9	3	0
YKL179C	48	79	17	113	38	12	115	65	61
YKL180W	1148	1858	431	1640	1034	364	1982	1128	924
YKL181W	405	539	199	575	328	99	657	395	318
YKL182W	3646	5246	1534	5368	3100	1138	5317	3325	2360
YKL183C-A	0	0	0	0	0	0	0	0	0
YKL183W	64	80	22	99	53	19	99	63	46
YKL184W	104	167	59	185	105	30	165	133	98
YKL185W	64	89	23	77	36	20	86	45	28
YKL186C	76	75	29	97	44	18	96	73	43
YKL187C	1	0	0	0	0	1	4	0	0
YKL188C	3	10	2	11	4	2	5	8	2
YKL189W	14	40	1	25	20	4	33	13	15
YKL190W	86	136	45	178	85	33	214	117	88
YKL191W	104	148	32	162	85	36	189	125	116
YKL192C	286	414	114	513	193	76	670	313	244
YKL193C	88	135	47	143	72	27	158	101	95
YKL194C	88	145	36	130	79	28	129	92	61
YKL195W	326	444	150	408	228	107	540	333	241
YKL196C	131	199	44	202	96	45	263	158	123
YKL197C	28	41	12	60	32	7	47	37	29
YKL198C	19	25	8	20	19	3	28	24	22
YKL201C	89	131	29	122	78	28	144	89	68
YKL203C	75	115	28	107	41	11	130	65	64
YKL204W	100	120	33	189	76	28	185	107	94
YKL205W	75	84	32	83	52	25	129	76	58
YKL206C	56	74	19	119	51	20	131	67	66
YKL207W	121	146	43	179	130	22	300	104	115
YKL208W	33	36	14	40	16	5	51	44	21
YKL209C	272	355	115	310	188	62	332	226	194
YKL210W	1365	1769	558	2706	1573	579	2794	2236	1519
YKL211C	284	357	100	421	271	75	459	303	270
YKL212W	323	436	107	361	210	71	445	251	209
YKL213C	109	135	58	237	103	37	253	121	124
YKL214C	26	35	16	43	15	12	40	26	29
YKL215C	124	153	48	125	107	24	142	105	75
YKL216W	169	222	62	278	125	52	281	164	135
YKL217W	13	13	0	13	10	2	22	16	15
YKL218C	57	50	8	72	43	16	88	77	55
YKL219W	36	30	6	25	18	7	43	26	19
YKL220C	0	0	0	0	0	0	0	1	0
YKL221W	0	2	1	2	3	2	1	4	2
YKL222C	6	5	0	8	1	1	9	0	2
YKL224C	0	0	1	1	0	0	0	1	0
YKR001C	396	487	139	520	284	100	609	392	281
YKR002W	85	157	28	143	85	34	163	132	54
YKR003W	94	88	22	69	41	29	81	80	57
YKR004C	4	12	4	14	7	4	22	14	13
YKR005C	0	4	1	4	5	0	7	3	1
YKR006C	111	138	41	146	71	23	175	102	87
YKR007W	31	49	16	50	24	7	54	36	19
YKR008W	58	67	8	74	50	12	99	55	55
YKR009C	14	13	3	34	11	4	34	27	13
YKR010C	29	27	8	23	26	8	44	21	15
YKR011C	124	141	47	136	100	34	202	128	80
YKR013W	206	336	81	299	141	54	362	172	142
YKR014C	68	106	20	82	38	9	102	69	59
YKR015C	0	0	0	0	0	0	0	0	0
YKR016W	274	353	115	300	144	61	356	210	151
YKR017C	15	33	5	24	13	8	40	18	17
YKR018C	199	282	99	341	227	78	427	313	247
YKR019C	9	23	1	26	15	4	24	13	9
YKR020W	14	13	6	9	1	4	23	6	13
YKR021W	44	42	11	57	41	12	62	32	32
YKR022C	1	11	1	12	3	1	2	4	2
YKR023W	7	30	2	20	11	5	36	20	11
YKR024C	90	95	26	124	69	32	115	78	55
YKR025W	27	22	10	33	25	5	39	26	18
YKR026C	43	69	30	56	36	15	68	49	43
YKR027W	36	58	19	91	33	11	102	52	50
YKR028W	144	174	63	224	126	48	236	169	122
YKR029C	33	48	16	55	21	11	71	44	39
YKR030W	9	18	2	33	11	1	26	24	25
YKR031C	88	127	36	150	66	36	171	89	85
YKR034W	1	7	2	6	3	1	6	0	2
YKR035W-A	75	86	13	95	36	16	118	56	54
YKR036C	28	56	14	47	36	7	75	36	32
YKR037C	50	61	27	70	58	15	79	67	52
YKR038C	579	1004	224	694	751	213	966	606	411
YKR039W	220	405	96	537	257	103	503	308	251
YKR041W	188	134	41	115	160	36	152	108	63
YKR042W	898	1164	380	816	454	203	720	540	334
YKR043C	240	338	87	391	191	87	416	272	222
YKR044W	17	23	3	34	9	4	39	17	15
YKR045C	9	11	1	9	5	4	14	9	8
YKR046C	608	715	195	1054	452	177	1306	623	631
YKR048C	416	632	184	776	402	160	820	565	367
YKR049C	22	25	4	30	11	3	35	16	12
YKR050W	7	4	4	3	5	0	11	12	7
YKR051W	11	8	8	7	11	1	16	8	14
YKR052C	17	21	5	22	17	9	27	21	13
YKR053C	8	3	2	3	3	1	2	1	0
YKR054C	81	117	30	113	68	25	143	89	74
YKR055W	52	66	15	56	32	14	62	21	32
YKR056W	115	161	59	212	78	46	229	133	93
YKR057W	923	1558	379	1262	695	264	1388	979	687
YKR058W	11	21	5	7	7	3	12	10	9
YKR059W	2780	3525	1227	3999	2144	890	3555	2844	1958
YKR060W	22	31	8	45	34	6	39	23	31
YKR061W	3	14	1	5	7	0	9	5	2
YKR062W	53	58	12	68	43	16	103	86	57
YKR063C	22	33	8	40	27	7	48	11	21
YKR064W	20	22	6	19	15	12	27	14	24
YKR065C	110	173	54	133	101	30	215	115	96
YKR066C	145	183	54	334	133	52	344	183	153
YKR067W	75	134	39	129	83	24	142	119	77
YKR068C	84	125	27	125	62	33	152	103	72
YKR069W	262	319	112	366	200	69	379	262	185
YKR070W	43	67	15	86	35	12	83	52	47
YKR071C	157	255	74	288	153	56	304	232	175
YKR072C	74	103	29	119	61	26	144	62	78
YKR074W	107	88	30	148	70	22	117	88	49
YKR075C	17	16	5	20	13	5	23	21	24
YKR076W	20	20	9	35	30	9	61	44	22
YKR077W	31	62	28	83	37	10	86	48	36
YKR078W	14	15	3	27	11	4	19	8	15
YKR079C	52	79	26	91	47	19	101	49	58
YKR080W	393	543	154	637	355	118	712	407	294
YKR081C	133	187	53	197	84	31	193	118	101
YKR082W	114	166	62	255	111	31	214	129	129
YKR083C	25	40	6	17	24	4	28	24	20
YKR084C	100	169	36	222	74	35	252	155	125
YKR085C	97	140	27	158	66	23	183	111	87
YKR086W	22	43	7	48	19	6	38	26	18
YKR087C	43	60	10	60	46	24	66	39	56
YKR088C	45	56	17	61	51	27	71	75	57
YKR089C	37	47	14	43	23	17	70	51	34
YKR090W	37	47	14	67	30	11	79	32	37
YKR091W	3	6	1	8	4	4	8	6	2
YKR092C	200	269	68	299	163	66	337	230	141
YKR093W	157	182	71	347	169	60	312	178	137
YKR094C	953	1585	424	1461	638	287	1561	843	914
YKR095W	151	185	53	246	85	37	204	150	113
YKR095W-A	34	51	17	32	16	5	47	23	27
YKR096W	31	66	21	67	44	17	83	50	43
YKR097W	3	3	2	3	3	0	4	2	0
YKR098C	18	15	2	10	8	1	25	9	8
YKR099W	30	34	10	61	20	7	40	39	14
YKR100C	47	52	12	47	22	8	72	45	35
YKR101W	13	28	11	27	7	3	30	14	17
YKR102W	0	0	0	0	0	0	1	1	0
YKR103W	0	5	0	0	0	2	4	1	1
YKR104W	0	0	0	0	0	0	0	0	0
YKR105C	0	0	0	2	0	0	0	0	1
YKR106W	7	4	1	3	2	1	1	2	0
YLL001W	228	336	84	396	206	85	493	297	262
YLL002W	8	17	2	10	8	2	14	8	7
YLL003W	7	19	2	18	7	2	17	17	6
YLL004W	32	28	7	37	29	9	51	19	36
YLL005C	0	0	0	0	0	0	0	0	0
YLL006W	39	49	19	68	35	23	72	45	42
YLL006W-A	3	3	0	5	7	2	8	2	2
YLL007C	23	16	6	21	18	6	35	24	13
YLL008W	149	177	57	235	119	53	275	166	110
YLL009C	145	225	74	186	69	42	222	181	158
YLL010C	29	32	10	46	29	6	57	25	29
YLL011W	150	170	60	232	130	44	227	149	120
YLL012W	70	111	35	112	68	29	138	91	78
YLL013C	146	219	61	243	98	45	228	156	139
YLL014W	53	89	12	41	37	10	55	52	33
YLL015W	79	147	39	175	75	35	170	105	69
YLL018C	770	1265	270	1363	725	294	1530	913	738
YLL018C-A	5	11	2	8	0	0	5	4	6
YLL019C	55	100	15	103	62	9	101	57	64
YLL021W	141	211	46	298	118	59	282	168	120
YLL022C	54	81	26	99	53	19	116	87	44
YLL023C	66	51	20	76	33	7	76	54	61
YLL024C	8979	12629	3585	11169	6684	2647	12749	9385	6785
YLL025W	1	3	2	2	1	0	1	0	0
YLL026W	691	974	250	1103	534	219	1161	883	676
YLL027W	119	167	34	221	102	40	218	163	195
YLL028W	362	555	164	656	357	112	733	432	331
YLL029W	124	199	71	258	131	51	280	186	164
YLL031C	101	117	32	144	98	31	152	120	96
YLL032C	53	57	22	50	21	13	72	34	28
YLL033W	3	2	1	13	3	1	12	4	12
YLL034C	108	165	60	206	97	43	226	170	105
YLL035W	25	50	16	52	25	11	57	28	27
YLL036C	81	81	25	102	53	15	97	68	81
YLL038C	26	20	15	43	21	6	44	20	26
YLL039C	789	1066	294	2642	890	355	2786	1076	1766
YLL040C	212	284	101	347	199	54	392	221	175
YLL041C	579	917	216	1015	516	178	1228	903	740
YLL042C	4	1	2	4	2	1	3	0	1
YLL043W	99	149	41	143	110	34	155	115	76
YLL045C	2091	3329	800	2394	1562	568	3096	2013	1638
YLL046C	0	0	0	0	0	0	0	0	0
YLL048C	328	436	117	438	238	83	490	294	237
YLL049W	9	14	2	12	6	1	16	6	6
YLL050C	575	962	210	856	593	132	1289	594	478
YLL051C	8	8	3	22	11	2	22	13	12
YLL052C	109	203	36	123	43	7	182	99	91
YLL053C	55	78	15	36	16	3	73	52	47
YLL054C	31	26	12	33	11	19	55	28	23
YLL055W	46	81	23	65	55	23	78	57	22
YLL056C	0	0	0	0	0	0	1	1	0
YLL057C	7	11	2	8	1	1	5	0	1
YLL058W	20	23	4	22	18	3	35	28	18
YLL060C	5	0	0	17	5	5	11	7	8
YLL061W	34	56	16	101	26	18	98	59	41
YLL062C	58	139	23	126	59	13	151	83	64
YLL063C	0	0	0	0	0	0	0	0	0
