Genes	WT_1	WT_2	WT_3	ncs2_1	ncs2_2	ncs2_3	uba4_1	uba4_2	uba4_3
YGL056C	110	119	35	190	110	31	182	132	99
YGL057C	12	26	7	25	12	7	38	22	12
YGL058W	61	75	13	91	40	13	80	55	72
YGL059W	20	41	9	38	19	9	55	30	24
YGL060W	33	29	18	61	24	11	69	34	35
YGL061C	16	21	3	13	5	6	14	5	6
YGL062W	2207	2867	890	2234	1462	529	2536	1875	1402
YGL063W	13	21	8	37	18	2	26	19	16
YGL064C	76	82	27	105	58	15	116	50	49
YGL065C	50	54	19	81	37	15	67	56	36
YGL066W	33	47	12	44	17	12	67	20	18
YGL067W	59	57	14	82	54	15	70	56	63
YGL068W	432	609	156	453	335	94	519	489	301
YGL070C	33	41	10	50	20	3	52	31	23
YGL071W	14	24	5	41	15	4	38	21	20
YGL073W	62	52	16	85	31	11	68	50	38
YGL075C	6	15	1	10	9	1	11	7	5
YGL076C	5373	7101	2120	6982	3847	1272	7249	4284	3195
YGL077C	428	499	135	539	293	119	651	501	382
YGL078C	164	235	81	300	120	46	289	167	139
YGL079W	7	5	0	7	2	4	11	1	5
YGL080W	17	24	6	13	10	2	21	17	4
YGL081W	2	1	0	1	0	0	4	0	2
YGL082W	93	97	25	124	56	22	113	69	51
YGL083W	33	41	12	56	36	7	79	39	44
YGL084C	95	151	48	174	88	33	194	112	86
YGL085W	11	24	6	32	13	2	19	10	14
YGL086W	33	27	11	36	10	5	35	18	32
YGL087C	52	45	11	52	28	10	87	43	25
YGL089C	0	0	0	0	0	0	0	0	0
YGL090W	9	2	3	7	2	0	6	8	0
YGL091C	89	77	31	131	76	19	167	84	64
YGL092W	185	272	70	263	148	44	287	215	150
YGL093W	46	66	19	86	46	6	69	48	45
YGL094C	63	88	30	94	43	23	110	62	54
YGL095C	38	64	30	51	19	12	68	32	41
YGL096W	7	17	0	12	9	0	16	5	9
YGL097W	145	185	40	193	132	48	244	174	130
YGL098W	15	14	5	20	5	4	11	10	9
YGL099W	116	114	31	134	107	26	175	86	97
YGL100W	77	117	24	145	62	35	149	112	73
YGL101W	73	87	24	73	50	15	93	62	52
YGL103W	1720	3185	681	3152	1393	465	3594	1602	1817
YGL104C	6	7	1	7	6	1	14	5	9
YGL105W	666	986	298	1219	617	174	1315	792	690
YGL106W	199	237	93	382	109	63	395	260	221
YGL107C	164	232	59	221	154	31	245	180	143
YGL108C	5	12	7	17	8	5	23	11	16
YGL110C	45	44	7	70	22	8	58	41	37
YGL111W	67	130	31	79	35	16	107	64	47
YGL112C	93	138	50	203	70	22	169	122	74
YGL113W	12	15	8	7	7	3	21	11	7
YGL114W	48	53	10	78	61	18	116	65	42
YGL115W	141	216	53	204	115	47	212	104	118
YGL116W	50	99	20	69	42	14	66	71	34
YGL117W	25	36	11	59	40	20	100	41	33
YGL119W	51	53	7	55	30	8	83	30	25
YGL120C	228	285	108	432	213	78	479	242	213
YGL121C	6	12	5	8	4	0	16	7	2
YGL122C	126	229	65	253	125	38	278	161	128
YGL123W	4030	4874	1317	4804	3004	904	5443	3992	3229
YGL124C	12	19	1	23	9	0	32	19	14
YGL125W	764	1066	251	1130	664	252	1367	733	643
YGL126W	102	92	26	102	80	25	137	77	66
YGL127C	26	28	13	26	8	3	22	15	9
YGL128C	14	15	2	17	2	0	17	9	6
YGL129C	133	165	56	185	115	38	214	123	111
YGL130W	68	69	24	64	34	17	99	72	42
YGL131C	26	36	7	38	12	12	41	21	20
YGL133W	52	82	25	92	53	12	104	86	44
YGL134W	5	8	0	7	10	3	8	6	7
YGL135W	2494	3429	981	3914	1695	666	4391	2318	2037
YGL136C	10	19	3	22	13	1	40	8	12
YGL137W	519	736	232	875	537	181	1067	648	483
YGL138C	0	0	0	0	0	0	0	0	0
YGL139W	165	153	54	222	121	33	195	128	108
YGL140C	176	249	69	271	130	52	323	167	136
YGL141W	76	93	27	109	38	22	96	59	51
YGL142C	39	40	17	30	21	5	44	31	33
YGL143C	74	82	28	119	51	21	139	65	91
YGL144C	22	25	6	21	7	8	30	13	15
YGL145W	32	68	11	53	16	13	76	37	45
YGL146C	8	14	2	11	7	3	23	26	10
YGL147C	2222	3056	1030	3399	1528	619	3959	1838	2397
YGL148W	495	679	194	804	442	162	909	578	408
YGL150C	77	119	45	135	88	21	150	96	76
YGL151W	62	71	27	100	63	11	101	63	41
YGL153W	38	52	8	43	23	4	46	20	25
YGL154C	8	5	4	4	5	1	12	6	1
YGL155W	34	55	13	42	28	7	52	21	32
YGL156W	56	78	22	65	27	11	65	55	42
YGL157W	33	51	11	30	16	7	36	25	17
YGL158W	0	0	0	0	0	0	0	1	0
YGL159W	40	49	21	66	31	8	62	43	25
YGL160W	56	90	20	93	43	14	105	47	28
YGL161C	66	88	19	124	63	38	152	109	75
YGL162W	4	12	5	9	1	1	11	6	11
YGL163C	57	71	15	96	36	23	92	42	41
YGL164C	26	44	20	48	38	12	53	44	34
YGL166W	7	27	5	31	13	5	42	10	7
YGL167C	267	375	115	372	238	80	405	241	242
YGL168W	2	7	0	0	1	0	0	2	2
YGL169W	32	45	11	45	33	10	60	32	29
YGL170C	0	0	0	2	0	0	2	0	0
YGL171W	58	73	19	88	43	18	100	61	46
YGL172W	71	116	28	171	78	17	184	96	82
YGL173C	582	700	179	785	414	123	864	561	563
YGL174W	9	30	9	19	5	3	17	15	14
YGL175C	2	15	2	9	4	3	15	9	3
YGL176C	1	7	5	4	3	0	6	14	4
YGL178W	41	61	30	73	34	9	94	36	38
YGL179C	2	2	1	13	4	4	12	3	3
YGL180W	46	67	13	62	56	14	91	53	38
YGL181W	52	74	21	84	37	17	91	64	63
YGL183C	0	1	0	0	0	0	0	0	0
YGL184C	84	100	22	171	79	23	189	91	66
YGL185C	19	42	9	47	20	5	49	40	18
YGL186C	162	215	62	277	149	59	254	181	150
YGL187C	355	440	142	539	309	102	708	346	434
YGL188C-A	0	0	0	0	0	1	0	3	1
YGL189C	1443	2333	580	1751	919	377	1846	1495	1074
YGL190C	50	72	15	69	55	14	100	62	56
YGL191W	403	551	131	851	338	112	1061	559	513
YGL192W	0	0	0	0	0	0	1	0	0
YGL193C	0	0	0	0	0	0	2	0	1
YGL194C	17	15	5	21	17	6	25	32	21
YGL194C-A	5	4	5	7	0	0	13	6	3
YGL195W	648	863	209	1164	543	190	1201	698	542
YGL196W	30	62	18	73	22	12	65	28	21
YGL197W	72	100	34	125	72	22	143	112	66
YGL198W	128	186	61	202	102	65	258	131	100
YGL200C	305	386	120	359	174	79	420	260	206
YGL201C	99	127	46	168	87	23	197	88	88
YGL202W	487	602	208	1054	484	187	1074	638	606
YGL203C	143	195	59	209	85	47	224	147	127
YGL204C	6	6	2	8	3	0	6	9	5
YGL205W	27	19	9	30	10	7	46	43	32
YGL206C	738	1146	321	1383	655	289	1452	932	774
YGL207W	359	489	153	523	281	120	560	348	301
YGL208W	14	26	8	27	16	8	45	17	24
YGL209W	10	22	3	27	14	3	19	6	15
YGL210W	57	62	17	57	39	13	84	54	24
YGL211W	43	45	12	49	36	9	70	40	30
YGL212W	30	28	11	46	20	4	39	27	22
YGL213C	95	107	38	160	77	37	152	97	97
YGL215W	30	46	10	24	17	6	36	18	8
YGL216W	41	57	13	74	47	11	61	38	32
YGL219C	92	153	44	159	63	21	165	117	87
YGL220W	31	63	19	75	33	10	84	41	28
YGL221C	173	260	64	245	129	37	238	167	94
YGL222C	12	9	1	23	6	4	22	11	14
YGL223C	27	26	11	32	11	9	38	36	17
YGL224C	54	67	21	89	40	23	89	71	49
YGL225W	370	444	148	359	239	74	424	311	248
YGL226C-A	28	48	15	44	20	4	36	26	31
YGL226W	17	18	6	23	9	3	32	20	10
YGL227W	54	86	22	92	49	24	84	66	48
YGL228W	196	262	77	276	128	41	271	144	168
YGL229C	1	20	3	9	9	4	9	8	9
YGL230C	13	18	5	26	6	2	20	4	7
YGL231C	35	49	18	77	17	6	77	32	53
YGL232W	71	118	27	67	55	14	80	62	60
YGL233W	43	56	17	51	24	11	64	55	36
YGL234W	2148	2832	859	3586	1939	704	3458	2169	1846
YGL235W	0	0	0	0	0	0	0	0	0
YGL236C	104	116	40	164	86	35	192	114	83
YGL237C	17	24	2	25	13	2	38	19	10
YGL238W	138	184	46	222	111	48	245	132	85
YGL240W	10	12	1	8	4	4	17	14	4
YGL241W	55	101	36	88	57	22	105	76	45
YGL242C	77	96	27	78	44	9	115	53	63
YGL243W	22	28	6	27	15	10	20	20	28
YGL244W	148	212	49	216	86	54	225	166	108
YGL245W	1289	1856	517	2314	1102	392	2448	1536	1229
YGL246C	49	48	12	77	30	15	75	47	49
YGL247W	8	18	3	16	11	3	26	10	10
YGL248W	34	45	16	69	30	13	69	41	32
YGL249W	0	0	0	0	0	0	0	0	0
YGL250W	8	26	13	16	13	1	25	16	10
YGL251C	0	4	0	8	2	1	4	4	3
YGL252C	84	103	29	89	87	10	136	83	76
YGL253W	2292	2736	848	2625	1613	490	3220	2035	1487
YGL254W	26	38	3	55	28	1	51	29	30
YGL255W	0	1	1	0	1	2	0	1	0
YGL256W	8	7	2	6	4	2	12	8	6
YGL257C	21	35	7	15	16	3	36	12	22
YGL258W	0	0	0	1	0	0	0	0	0
YGL258W-A	0	0	0	0	0	0	0	0	0
YGL259W	5	1	2	7	8	4	7	10	2
YGL260W	0	0	0	0	0	0	0	0	0
YGL261C	0	0	0	0	1	0	0	0	0
YGL262W	0	0	0	0	0	0	0	0	0
YGL263W	0	4	0	0	2	0	2	1	3
YGR001C	64	81	21	120	61	15	111	75	51
YGR002C	51	60	15	60	35	6	49	27	32
YGR003W	42	34	8	62	32	11	78	39	26
YGR004W	29	47	15	40	34	9	45	34	16
YGR005C	75	110	23	111	54	18	120	58	57
YGR006W	15	23	10	14	12	5	22	3	10
YGR007W	41	59	14	61	40	4	78	48	32
YGR008C	4	14	2	9	9	4	20	10	9
YGR009C	52	93	21	65	55	18	95	67	56
YGR010W	37	39	4	59	23	12	57	29	21
YGR012W	92	102	42	136	68	16	146	93	79
YGR013W	53	70	9	86	38	14	67	39	37
YGR014W	139	195	52	170	77	37	172	116	89
YGR015C	13	27	3	17	5	2	16	6	3
YGR016W	8	15	11	12	9	2	9	10	11
YGR017W	61	73	28	117	48	19	102	71	75
YGR018C	0	0	0	0	0	0	0	0	0
YGR019W	46	40	15	36	23	9	64	35	14
YGR020C	121	201	46	149	81	33	187	118	108
YGR021W	109	105	29	121	74	23	168	111	70
YGR023W	2	8	3	10	3	3	11	15	12
YGR024C	21	18	7	34	12	9	29	16	18
YGR026W	121	157	48	258	116	51	281	120	128
YGR027C	1675	2364	630	1843	1117	462	2080	1300	1056
YGR028W	62	87	24	66	44	9	99	68	40
YGR029W	67	82	14	121	44	12	114	75	57
YGR030C	15	8	1	19	9	5	18	11	12
YGR031C-A	0	0	0	0	0	0	0	0	0
YGR031W	52	77	27	83	23	24	105	45	40
YGR032W	229	333	86	213	122	42	277	141	83
YGR033C	66	57	22	74	34	11	76	48	36
YGR034W	696	1108	275	1041	533	218	1246	706	637
YGR035C	16	35	7	21	11	2	34	18	11
YGR035W-A	0	0	0	0	0	0	0	0	0
YGR036C	15	18	7	13	16	5	15	15	5
YGR037C	203	295	63	306	101	33	392	156	236
YGR038W	55	76	25	98	46	15	125	72	39
YGR040W	52	57	20	47	24	7	71	16	20
YGR041W	17	26	9	15	11	3	22	22	15
YGR042W	7	20	0	23	10	1	22	19	8
YGR043C	5	6	1	5	7	0	2	6	4
YGR044C	95	136	37	123	63	18	154	70	56
YGR046W	23	29	9	41	20	7	51	21	22
YGR047C	43	91	20	74	45	15	85	61	61
YGR048W	88	122	26	174	63	31	164	88	99
YGR049W	45	41	12	50	17	9	68	40	26
YGR050C	0	1	0	0	0	0	1	0	2
YGR052W	15	20	4	12	9	7	22	5	12
YGR053C	5	3	2	6	1	0	6	5	2
YGR054W	280	386	97	414	243	101	439	303	250
YGR055W	187	323	79	392	145	61	357	199	156
YGR056W	33	45	11	59	40	6	64	35	38
YGR057C	4	4	2	4	3	5	9	1	6
YGR058W	14	36	10	54	16	5	56	31	22
YGR059W	0	0	0	1	0	1	1	0	0
YGR060W	714	1095	326	956	655	212	1090	703	618
YGR061C	1568	2037	592	1950	1214	418	2111	1417	1078
YGR062C	24	19	4	23	14	3	21	14	18
YGR063C	37	69	24	82	39	17	96	48	46
YGR065C	68	112	24	123	64	23	120	96	78
YGR066C	0	0	0	0	0	0	0	0	0
YGR067C	6	7	1	7	5	3	14	13	7
YGR068C	31	29	22	49	20	9	36	41	18
YGR070W	8	10	2	16	4	0	4	2	8
YGR071C	20	26	6	19	20	3	29	11	12
YGR072W	18	40	6	44	13	6	37	20	21
YGR074W	65	79	17	72	52	20	97	48	67
YGR075C	53	103	29	71	48	14	67	50	49
YGR076C	79	151	36	114	75	18	118	75	67
YGR077C	17	21	8	27	19	9	34	12	18
YGR078C	102	122	48	206	86	35	183	121	101
YGR079W	16	23	6	35	12	3	26	18	11
YGR080W	102	187	52	132	82	34	149	95	56
YGR081C	28	25	10	31	10	6	29	16	18
YGR082W	110	172	45	93	83	20	121	107	85
YGR083C	88	112	31	160	70	39	168	113	83
YGR084C	173	208	89	217	125	41	250	146	134
YGR085C	4192	5470	1142	4680	3119	824	6030	4306	2753
YGR086C	1328	1660	528	2174	1248	459	2262	1569	1159
YGR087C	4	15	1	15	13	5	25	12	13
YGR088W	3	5	0	7	7	2	6	3	6
YGR089W	38	53	13	46	30	9	37	33	17
YGR090W	194	247	74	274	137	47	316	168	146
YGR091W	12	8	3	7	9	0	13	9	7
YGR092W	103	160	44	145	64	21	134	99	73
YGR093W	22	41	18	61	18	11	79	29	31
YGR094W	1318	1868	532	2603	1176	420	2415	1487	1262
YGR095C	20	44	3	51	33	4	70	26	31
YGR096W	9	9	2	8	10	7	10	8	3
YGR097W	46	64	19	87	34	13	92	65	57
YGR098C	38	56	12	61	32	12	79	28	31
YGR099W	18	23	9	52	14	13	47	17	28
YGR100W	38	85	16	98	46	23	103	75	47
YGR101W	42	69	28	63	38	16	80	40	45
YGR102C	16	21	8	21	15	4	23	5	8
YGR103W	135	178	37	182	113	36	233	105	120
YGR104C	27	44	10	36	23	16	43	34	45
YGR105W	53	98	28	83	46	16	125	67	56
YGR106C	348	418	131	452	306	129	435	419	238
YGR108W	37	47	12	64	25	10	46	21	47
YGR109C	23	30	8	24	12	4	31	20	7
YGR110W	15	16	2	39	14	6	51	28	17
YGR111W	28	50	13	62	25	15	48	36	28
YGR112W	65	81	25	61	59	17	80	64	48
YGR113W	15	33	10	42	20	5	43	30	22
YGR116W	465	550	173	674	345	129	629	471	306
YGR117C	29	40	20	68	34	11	63	36	22
YGR118W	1140	2256	453	2446	905	281	2793	1234	1107
YGR119C	90	115	20	95	53	23	105	69	61
YGR120C	9	28	5	30	8	4	37	11	19
YGR121C	128	223	62	241	135	48	257	161	125
YGR121W-A	0	0	0	0	0	0	0	0	0
YGR122W	6	20	1	17	9	4	28	7	8
YGR123C	105	94	41	162	90	32	180	101	101
YGR124W	1446	1835	538	2911	1587	566	3056	1845	1384
YGR125W	136	187	41	263	136	44	351	179	134
YGR126W	14	17	3	12	6	5	14	9	7
YGR127W	11	13	3	8	6	4	25	10	10
YGR128C	149	165	56	192	111	42	188	127	110
YGR129W	7	10	1	10	8	4	16	10	12
YGR130C	164	210	69	230	97	44	297	144	153
YGR131W	1	0	0	1	0	0	0	0	0
YGR132C	273	339	77	382	172	53	474	219	284
YGR133W	5	9	7	23	10	3	15	9	17
YGR134W	51	41	22	94	43	11	83	34	36
YGR135W	323	429	121	379	246	79	515	302	249
YGR136W	39	67	11	67	46	13	97	46	48
YGR138C	101	126	51	159	106	39	128	88	74
YGR140W	44	56	14	91	36	21	93	80	53
YGR141W	44	67	20	69	38	11	82	62	43
YGR142W	40	54	7	34	22	7	45	23	18
YGR143W	31	39	13	76	28	19	101	47	38
YGR144W	5	1	0	3	1	0	2	2	2
YGR145W	103	147	46	176	86	27	184	93	102
YGR146C	4	8	3	5	2	0	0	1	4
YGR146C-A	0	0	0	0	0	0	0	0	0
YGR147C	64	84	24	92	49	22	96	55	47
YGR148C	1170	2527	410	1408	954	316	1731	788	701
YGR149W	30	39	5	53	36	7	54	39	26
YGR150C	51	53	21	67	34	7	71	46	50
YGR152C	57	76	17	66	24	14	53	52	24
YGR153W	5	9	1	5	0	2	14	3	2
YGR154C	6	0	1	3	2	0	3	0	0
YGR155W	1140	1709	516	1452	775	345	1507	994	816
YGR156W	36	56	16	55	30	11	60	45	30
YGR157W	784	1185	323	1165	608	150	1237	760	520
YGR158C	36	53	10	69	18	13	63	32	45
YGR159C	381	508	172	656	268	102	774	329	362
YGR161C	56	91	33	89	70	16	90	56	44
YGR161W-C	21	25	5	33	19	9	49	20	16
YGR162W	601	839	244	1003	472	169	896	570	445
YGR163W	63	90	30	133	66	27	144	81	72
YGR165W	181	233	67	231	117	44	245	174	145
YGR166W	21	29	5	40	9	10	38	25	20
YGR167W	115	195	43	173	87	24	197	128	119
YGR168C	13	9	1	3	2	4	9	4	8
YGR169C	17	19	5	19	16	5	32	17	10
YGR169C-A	8	15	1	7	3	7	8	2	7
YGR170W	23	35	9	48	29	9	54	35	26
YGR171C	51	45	11	45	24	11	62	36	27
YGR172C	36	40	15	56	33	5	82	34	43
YGR173W	53	76	10	116	46	9	132	46	69
YGR174C	50	43	12	46	29	15	70	48	44
YGR174W-A	0	0	0	0	0	0	0	0	0
YGR175C	411	577	177	601	249	98	657	351	324
YGR177C	44	45	19	54	12	1	67	12	14
YGR178C	180	202	65	333	165	74	372	206	180
YGR179C	12	21	9	25	17	4	24	8	16
YGR180C	885	1261	311	1020	661	185	1319	815	616
YGR181W	36	47	10	39	17	4	46	30	32
YGR183C	454	489	154	475	232	122	594	480	365
YGR184C	144	248	93	267	152	51	313	179	143
YGR185C	211	369	84	312	165	48	351	233	173
YGR186W	104	165	40	175	74	29	198	125	86
YGR187C	55	80	23	98	46	17	116	73	78
YGR188C	19	16	8	24	16	3	16	11	12
YGR189C	390	427	124	439	252	92	496	357	237
YGR191W	124	221	60	207	127	48	257	143	103
YGR192C	29710	36907	11208	30591	19132	7952	32372	25891	18110
YGR193C	91	160	46	161	77	18	180	123	83
YGR194C	33	65	18	56	25	12	72	61	27
YGR195W	29	38	4	49	12	9	65	41	37
YGR196C	48	65	16	95	41	14	94	54	55
YGR197C	11	18	4	11	14	1	38	11	10
YGR198W	52	80	22	92	59	22	97	46	38
YGR199W	137	178	51	203	115	34	190	181	97
YGR200C	158	175	62	257	163	64	314	187	174
YGR201C	7	4	2	10	10	1	13	10	9
YGR202C	77	115	24	141	81	43	172	104	86
YGR203W	62	109	24	98	38	25	118	82	68
YGR204C-A	0	0	0	0	0	0	0	0	0
YGR204W	1549	2341	625	2952	1308	516	2938	1587	1332
YGR205W	72	107	25	99	66	17	133	94	58
YGR206W	3	4	2	7	2	2	2	5	4
YGR207C	125	176	52	201	98	41	228	125	150
YGR208W	150	229	67	213	93	38	251	117	100
YGR209C	110	174	43	174	92	39	189	136	114
YGR210C	101	142	35	126	47	24	127	71	70
YGR211W	281	450	132	488	233	92	494	279	245
YGR212W	21	12	2	11	8	2	12	6	14
YGR213C	0	1	0	0	1	0	1	0	0
YGR214W	2334	3652	957	3657	1881	576	4216	2267	2258
YGR215W	126	186	48	186	98	21	189	131	142
YGR216C	19	25	8	35	14	2	25	16	12
YGR217W	70	87	24	117	56	21	110	71	63
YGR218W	258	455	102	403	248	66	467	288	233
YGR220C	132	157	36	166	107	24	233	118	165
YGR221C	5	7	10	5	5	2	13	12	6
YGR222W	12	14	1	19	16	5	25	19	9
YGR223C	13	17	11	37	13	6	40	19	16
YGR224W	0	0	0	1	1	1	2	2	0
YGR225W	4	4	0	8	2	1	3	0	0
YGR227W	49	58	21	76	51	12	93	47	36
YGR229C	177	250	55	183	118	36	225	136	109
YGR230W	6	11	2	7	3	0	14	4	8
YGR231C	200	313	66	290	187	65	367	278	233
YGR232W	76	83	31	103	52	17	118	81	76
YGR233C	107	149	37	68	56	12	91	65	47
YGR234W	4419	6825	1519	8067	3849	1455	9648	5552	4890
YGR235C	135	193	65	245	95	39	214	137	97
YGR236C	0	0	0	0	0	0	0	0	0
YGR237C	28	31	15	45	30	6	41	32	15
YGR238C	48	51	18	64	26	6	56	39	14
YGR239C	98	112	36	220	86	19	190	143	123
YGR240C	1886	2659	753	3075	1611	604	3238	2091	1547
YGR240C-A	1	3	1	0	2	3	4	2	5
YGR241C	54	79	26	80	46	23	89	56	40
YGR243W	60	65	9	55	61	17	83	105	59
YGR244C	376	497	129	498	362	139	698	517	392
YGR245C	116	147	34	134	87	30	144	109	80
YGR246C	53	58	21	68	20	10	60	40	39
YGR247W	13	37	5	39	12	13	38	25	25
YGR248W	14	12	2	10	17	3	19	27	12
YGR249W	1	2	0	0	0	0	2	0	1
YGR250C	86	126	24	107	63	26	128	103	55
YGR251W	14	12	4	11	2	1	14	9	21
YGR252W	32	35	11	41	32	8	66	37	25
YGR253C	414	516	125	576	292	109	656	447	307
YGR254W	11340	16722	4203	13271	8439	3060	14986	9377	7690
YGR255C	66	85	25	90	60	16	101	76	46
YGR256W	11	28	2	14	12	5	7	14	12
YGR257C	19	34	8	32	21	4	41	27	29
YGR258C	22	49	10	44	21	16	56	41	33
YGR260W	142	160	42	177	95	53	184	142	95
YGR261C	83	103	29	117	69	24	173	99	79
YGR262C	28	68	11	48	38	13	64	33	42
YGR263C	12	17	6	16	5	1	22	7	12
YGR264C	459	616	174	733	410	152	868	493	425
YGR266W	86	127	33	120	78	19	181	100	82
YGR267C	86	101	33	106	56	22	133	95	77
YGR268C	11	9	5	12	9	4	20	15	18
YGR270W	106	133	40	158	81	40	190	104	90
YGR271C-A	22	32	13	23	20	15	30	20	19
YGR271W	100	157	49	137	63	39	158	94	78
YGR273C	1	0	0	0	0	0	0	0	0
YGR274C	48	129	19	105	56	20	104	59	45
YGR275W	37	56	15	49	31	10	54	39	26
YGR276C	80	122	23	99	66	22	122	80	47
YGR277C	91	162	37	131	90	27	137	92	47
YGR278W	45	58	20	86	41	14	71	47	36
YGR279C	1926	1947	728	1768	1060	447	2052	1446	1349
YGR280C	26	28	3	47	17	11	56	35	21
YGR281W	95	140	42	171	72	27	198	97	81
YGR282C	1557	1661	575	1890	1009	440	1976	1449	1362
YGR283C	35	22	11	41	16	10	26	16	29
YGR284C	92	156	43	144	100	28	208	113	110
YGR285C	1082	1569	434	1635	760	337	1906	1079	860
YGR286C	157	179	45	162	70	26	182	134	84
YGR287C	43	62	18	89	38	12	78	77	50
YGR288W	12	5	10	19	4	3	19	12	8
YGR289C	23	30	5	14	9	6	24	20	14
YGR292W	179	197	72	207	133	49	219	220	145
YGR294W	0	0	0	0	0	0	0	0	0
YGR295C	113	178	57	216	82	43	224	156	84
YGR296W	32	36	9	46	9	8	47	30	28
YHL001W	1572	2466	657	1814	1223	488	2352	1438	1391
YHL002W	47	72	18	62	30	13	95	47	45
YHL003C	79	122	20	146	62	26	162	116	83
YHL004W	137	197	48	146	109	39	232	125	115
YHL006C	1	1	0	4	1	2	0	3	2
YHL007C	42	84	10	66	26	15	77	34	40
YHL008C	2	2	2	2	4	5	5	6	5
YHL009C	7	12	10	16	9	3	19	7	8
YHL010C	11	18	5	12	3	0	10	9	3
YHL011C	252	348	82	495	264	68	503	225	206
YHL012W	0	0	0	0	0	0	0	0	0
YHL013C	27	30	7	42	16	5	61	25	25
YHL014C	20	38	9	43	25	13	64	38	24
YHL015W	1548	2764	850	2730	1280	572	2740	1730	1415
YHL015W-A	0	0	0	0	0	0	0	0	0
YHL016C	2	6	0	3	1	2	7	7	6
YHL017W	51	83	35	87	53	19	102	65	43
YHL018W	16	10	2	7	10	5	18	9	10
YHL019C	18	28	4	22	28	8	53	31	18
YHL020C	58	77	31	145	56	25	150	81	100
YHL021C	37	59	18	47	47	27	94	73	63
YHL022C	6	2	2	1	3	0	1	5	4
YHL023C	39	44	15	51	44	7	54	28	37
YHL024W	196	293	76	301	145	56	351	234	151
YHL025W	59	63	39	95	34	15	106	75	53
YHL026C	5	3	3	1	5	1	2	2	3
YHL027W	105	148	25	205	63	31	208	98	112
YHL028W	8	15	8	21	15	5	15	12	10
YHL029C	38	56	22	61	36	15	70	28	39
YHL030W	223	280	100	401	216	65	427	241	218
YHL031C	31	40	20	68	37	11	76	44	43
YHL032C	28	29	10	38	26	11	55	35	35
YHL033C	2188	3271	782	2231	1492	543	2833	1970	1539
YHL034C	577	819	234	861	357	150	894	479	429
YHL035C	4	4	1	2	4	0	10	6	4
YHL036W	51	49	21	67	44	17	82	44	52
YHL038C	70	110	17	98	39	14	142	78	47
YHL039W	44	69	22	121	45	15	108	90	53
YHL040C	5	10	5	11	9	4	19	16	10
YHL042W	2	1	2	2	2	0	2	2	0
YHL043W	0	2	0	1	1	0	0	0	0
YHL044W	0	0	0	0	0	0	0	0	0
YHL046C	0	0	0	0	1	0	0	0	0
YHL047C	0	0	0	0	0	0	0	0	0
YHL048C-A	0	0	0	0	0	0	0	0	0
YHL048W	21	31	19	23	20	8	42	21	24
YHL049C	1	2	2	4	2	0	2	1	1
YHL050C	5	8	1	10	4	0	11	1	3
YHR001W	81	121	30	133	47	24	133	86	81
YHR001W-A	112	207	53	210	92	47	292	173	137
YHR002W	6	23	3	16	17	4	26	19	5
YHR003C	115	101	27	105	78	29	141	99	91
YHR004C	6	7	5	8	4	3	12	5	7
YHR005C	160	161	31	185	120	25	176	89	100
YHR005C-A	162	263	59	177	123	47	272	180	176
YHR006W	38	69	22	66	33	25	87	57	44
YHR007C	1242	1600	550	1803	1011	391	1758	1108	894
YHR007C-A	111	86	44	84	64	20	69	92	35
YHR008C	544	809	233	913	502	222	1097	728	499
YHR009C	134	148	55	145	103	42	140	155	61
YHR010W	777	1250	289	1150	547	205	1316	583	559
YHR011W	50	82	30	70	37	17	101	64	31
YHR012W	111	124	45	153	143	47	179	113	116
YHR013C	77	104	27	100	60	15	120	91	74
YHR014W	0	0	1	0	0	0	0	0	0
YHR015W	8	14	3	7	3	1	8	5	4
YHR016C	38	73	13	60	32	23	121	79	56
YHR017W	17	34	10	34	28	9	46	42	34
YHR018C	570	869	213	1485	846	292	1702	1112	905
YHR019C	847	1218	357	1074	612	265	1230	803	633
YHR020W	590	967	267	1222	505	214	1332	719	628
YHR021C	592	942	350	824	587	165	1065	497	502
YHR021W-A	0	0	0	0	0	0	0	0	0
YHR022C	0	1	0	0	0	0	1	0	0
YHR022C-A	0	0	0	0	0	0	0	0	0
YHR023W	69	119	42	158	65	25	192	83	84
YHR024C	190	201	53	323	139	44	345	189	195
YHR025W	212	300	86	354	239	76	401	266	193
YHR026W	229	331	79	273	191	53	476	242	213
YHR027C	719	961	278	1339	725	273	1415	883	738
YHR028C	123	147	52	180	101	33	219	149	74
YHR029C	31	55	16	86	59	20	151	67	65
YHR030C	75	133	42	127	57	27	149	98	48
YHR031C	22	31	10	53	25	5	54	24	20
YHR032W	48	61	26	98	46	20	104	67	52
YHR033W	6	10	0	13	10	7	16	9	6
YHR034C	43	51	15	40	25	12	71	52	31
YHR035W	8	10	4	7	8	2	18	11	7
YHR036W	32	43	12	55	36	12	56	36	27
YHR037W	350	439	131	483	274	106	630	438	288
YHR038W	37	58	18	53	29	12	55	31	30
YHR039C	224	268	73	211	138	56	280	172	119
YHR039C-A	99	252	61	265	85	32	299	110	157
YHR040W	22	27	14	60	17	9	62	33	18
YHR041C	60	102	27	146	63	19	153	86	57
YHR042W	323	427	128	429	233	85	471	277	247
YHR043C	145	200	52	168	104	49	250	178	117
YHR044C	35	60	9	53	39	19	96	66	40
YHR045W	56	69	28	90	42	15	91	53	58
YHR046C	25	32	14	42	21	3	49	18	18
