ORF,WT_Ribo,WT_RNA,elp3_Ribo,elp3_RNA,ncs2_Ribo,ncs2_RNA,ncs6_Ribo,ncs6_RNA,uba4_Ribo,uba4_RNA
YGL195W,13365,4582,7735,2050,6521,2153,17256,5063,19761,5596
YMR290C,4740,1181,2435,320,2095,320,4809,1202,5072,1295
YDL141W,1359,479,617,144,535,157,1243,424,1406,461
YDR076W,118,195,89,77,43,75,104,181,113,164
YJL059W,277,460,157,142,113,156,309,512,297,513
YMR047C,3133,1369,1215,355,1015,389,2648,1395,2964,1481
YBR298C-A,1,0,2,0,0,0,1,0,2,0
YGR221C,189,157,51,52,37,62,112,113,120,131
YDR247W,338,168,132,54,115,85,241,196,321,180
YGR274C,828,958,395,317,303,331,782,989,910,996
YML055W,960,1318,461,311,390,359,840,1335,971,1339
YML088W,646,976,439,391,392,479,839,1149,1017,1214
YLR176C,488,240,194,70,166,56,390,271,492,224
YLR268W,1662,714,785,219,713,202,1481,707,1702,700
YOR011W,149,345,75,116,65,142,171,365,176,396
YMR323W,14,0,1,1,0,0,18,4,16,3
YBR128C,95,284,52,99,46,121,71,238,80,250
YDL214C,15,39,11,14,3,11,27,44,27,51
YJR122W,297,421,94,112,100,120,206,397,236,355
YNL103W,890,903,416,218,318,289,852,1098,925,1125
YHR007C,9235,2932,3917,1063,3629,1242,9677,2699,11134,2790
YHR067W,209,332,96,129,65,129,163,357,186,278
YLR395C,1671,555,906,179,779,161,1868,683,2111,681
YDR312W,491,522,223,203,143,230,440,580,512,648
YLR348C,1370,3609,779,1288,584,1242,1523,3383,1589,3952
YBR248C,2169,2077,1100,427,943,442,2319,1959,2524,2121
YNR067C,4698,2642,1857,915,1550,963,3863,2337,4309,2578
YNL152W,576,295,191,86,189,86,444,270,523,296
YHR153C,132,206,65,77,63,71,128,195,142,168
YFL045C,13974,6097,4375,1555,4056,1687,9116,4627,10092,4693
YFL010C,5548,1845,2233,492,1784,493,3606,1588,3947,1933
YDR141C,1282,976,678,472,552,466,1421,950,1761,1060
YJL131C,428,607,183,153,159,154,376,661,404,615
YBR117C,63,101,39,22,32,22,67,97,99,94
YJR028W,0,0,0,0,0,0,0,0,0,0
YDR083W,1535,1509,713,318,524,337,1277,1622,1384,1801
YOR123C,1981,1826,831,370,664,426,1497,1799,1531,1963
YIR013C,3,21,0,3,2,4,0,11,4,15
YPL071C,449,568,205,105,159,110,367,601,430,624
YKL183W,576,1124,305,296,303,347,638,1203,720,1321
YLR362W,522,614,341,289,285,286,620,623,713,672
YPL024W,250,676,149,293,114,288,267,637,317,696
YKL134C,430,449,180,155,145,169,437,372,506,435
YBR273C,1411,983,613,322,522,346,1155,1001,1256,963
YOR313C,67,349,44,168,28,160,67,270,64,301
YAL026C,1545,1428,608,558,528,609,1503,1425,1750,1477
YFL017W-A,826,436,430,128,354,127,800,544,821,605
YGL237C,418,352,207,88,172,76,402,374,426,410
YPR094W,422,699,294,232,234,265,463,779,481,771
YNL295W,336,487,147,133,161,131,358,513,412,585
YDR016C,452,702,208,265,168,253,384,640,434,659
YOL156W,2,6,3,1,3,4,2,9,2,9
YOL129W,1696,2127,851,631,848,647,1722,2248,1799,2432
YDR299W,1996,1392,1001,354,805,347,1949,1529,2105,1779
YBR182C,42,174,27,86,21,93,33,147,62,149
YPL040C,332,375,105,87,98,107,241,320,293,319
YIL091C,1401,1429,678,382,581,417,1472,1583,1618,1671
YPL104W,414,466,192,133,159,167,383,538,497,545
YLR253W,479,835,206,278,204,254,424,873,488,850
YBR215W,954,497,511,144,415,173,867,581,989,608
YIL106W,1054,1055,487,224,487,247,1087,1208,1238,1296
YML127W,1315,1094,693,502,674,522,1371,1119,1620,1202
YLR188W,762,875,361,382,313,356,806,1147,982,1220
YGR084C,951,902,349,274,306,338,792,690,865,811
YGL157W,1991,1179,1120,498,806,494,1492,1224,1842,1212
YJR093C,843,444,305,111,312,121,740,488,798,538
YPR145C-A,39,53,14,16,8,9,34,50,32,54
YGR146C,657,196,160,49,112,50,357,131,394,197
YNL237W,75,60,32,22,35,14,68,56,72,55
YLL066W-B,0,0,0,0,0,0,0,0,0,0
YGR077C,342,615,135,181,114,222,302,523,347,534
YDL073W,397,1365,185,549,174,629,406,1356,485,1355
YDL004W,4140,1276,1823,324,1638,289,3654,1308,4057,1275
YLR059C,891,766,293,130,260,135,556,682,691,733
YDR507C,3160,1424,1140,410,1023,479,2558,1347,2786,1468
YDR379C-A,213,263,122,102,91,107,193,262,238,211
YEL007W,2578,761,840,299,786,320,1923,741,2197,820
YDR040C,41,53,10,19,14,26,161,70,124,84
YPL248C,42,40,14,15,16,8,16,29,32,31
YMR233W,450,539,170,176,145,183,331,487,362,489
YDR320C-A,670,636,360,203,311,217,686,724,790,666
YNL080C,404,430,195,106,135,114,337,390,394,452
YDR022C,338,428,159,95,134,85,247,400,317,389
YPL266W,1820,1316,860,320,912,367,2137,1478,2275,1605
YLR088W,1250,1013,590,373,509,392,1216,1089,1440,992
YOR080W,196,776,104,297,82,302,181,751,248,752
YGL062W,2883,1431,1518,377,1334,379,3711,1617,4002,1680
YER169W,639,335,286,150,252,180,636,407,680,387
YOL016C,968,2568,513,976,485,1154,1005,2500,1038,2763
YOR226C,2149,1259,1145,232,872,233,1837,1144,2150,1336
YEL025C,340,802,143,324,100,330,241,858,355,777
YNL186W,1821,1206,686,330,583,383,1438,1223,1587,1345
YCL044C,534,170,190,73,237,60,568,201,643,221
YMR146C,8731,4000,3777,722,3196,780,7090,3765,8167,4216
YHR214C-C,58,35,19,23,20,17,41,41,55,32
YHR214C-B,80,148,23,56,28,61,55,126,70,132
YHR214C-E,4,19,0,2,0,6,0,9,4,10
YHR214C-D,0,0,0,0,0,0,0,0,0,0
YCR060W,507,693,364,192,319,224,691,936,677,1012
YBR016W,1682,678,665,136,624,187,1485,749,1737,830
YPR116W,176,44,65,20,65,23,137,51,168,56
YOR198C,15109,2952,5102,501,4029,610,9016,2285,10277,2301
YHR089C,5146,4465,2647,1139,2328,1135,4856,4694,5168,5445
YMR168C,187,319,96,143,120,117,226,293,228,262
YLL035W,311,281,189,129,131,111,382,322,389,325
YER007W,213,481,99,183,73,207,205,427,230,440
YPR056W,626,1235,339,604,231,560,533,1083,723,1085
YDR117C,1430,721,513,138,548,192,1320,627,1449,696
YDR392W,417,762,196,209,156,212,371,666,411,704
YLR037C,3,68,9,14,3,11,8,74,7,57
YEL043W,658,501,226,156,176,151,647,527,726,511
YJL003W,461,341,263,94,232,103,465,404,459,396
YJL078C,2250,625,1870,369,1339,363,3121,727,3374,949
YNL173C,1618,1064,1223,446,903,394,1731,1181,1896,1249
YGR200C,2483,2642,1412,1031,1144,1085,2960,2882,3266,3087
YIL127C,1009,1143,498,220,406,250,924,1349,1078,1421
YLR067C,171,407,75,146,64,175,137,343,152,333
YER044C-A,10,56,6,19,7,10,8,37,12,37
YKL051W,163,276,99,108,74,105,159,260,218,306
YPL167C,53,577,25,226,23,239,50,616,94,606
YLR223C,843,2001,313,558,268,644,760,2154,944,2344
YJL178C,1849,1965,797,473,685,535,1574,1906,1917,1989
YKL164C,10260,1582,3853,570,3033,517,7689,1388,7646,1538
YBR200W-A,0,0,0,0,0,0,0,1,0,1
YBL098W,744,740,565,587,357,441,849,869,1050,772
YKL113C,1281,1738,642,460,573,515,1144,1787,1259,1906
YOR118W,493,1008,192,508,175,469,393,974,548,960
YLR205C,84,223,54,63,80,65,206,288,174,386
YMR022W,1601,966,852,216,761,278,1611,867,1769,993
YFL059W,6,36,13,11,6,6,9,40,13,53
YML094W,1668,719,510,74,539,85,1196,687,1260,640
YKR006C,1615,627,654,163,609,177,1194,590,1299,620
YPR138C,302,590,132,162,93,149,219,494,239,476
YIL005W,1417,635,431,173,363,200,996,701,1209,743
YNL119W,568,854,318,243,1,4,702,928,893,904
YHR079C,405,427,167,157,161,170,376,366,444,406
YNR019W,1200,840,846,266,693,271,1475,884,1836,831
YGR158C,1073,606,551,133,507,152,1193,631,1291,662
YKL077W,3889,1549,1909,611,1654,720,3996,1490,4531,1517
YFR046C,256,354,103,80,86,85,214,337,221,344
YPL050C,1678,2867,790,887,635,884,1635,2400,2030,2530
YJR141W,137,695,72,321,47,345,126,661,151,652
YLR354C,19652,3686,6195,794,6129,892,12469,2601,13956,2608
YHR022C,55,206,21,85,36,68,83,246,95,235
YLR301W,6051,3100,2513,1104,2159,1126,4489,2501,4969,2552
YOR032C,49,79,18,38,21,20,24,44,26,53
YAL009W,144,690,77,253,83,254,196,668,188,675
YJR054W,283,609,88,242,76,249,206,589,256,493
YDL160C,9126,531,4547,359,3666,419,8149,597,8899,590
YGR167W,5681,2772,2696,488,2451,506,4749,2738,5212,2807
YJL143W,2361,1766,1342,575,1198,561,2326,1792,2312,2103
YBR161W,503,601,213,245,191,237,437,518,487,472
YNL002C,3469,3449,1435,799,1289,801,2951,3582,3063,3878
YPL145C,5248,1116,2223,368,2237,415,5022,1107,5554,1163
YHL019C,312,541,156,128,130,167,268,597,351,572
YIL118W,1784,2026,948,658,762,668,1710,1936,1937,1934
YPL190C,3819,967,1662,247,1665,281,3609,1108,3546,1227
YOR267C,1682,690,639,240,579,228,1391,703,1614,802
YHR009C,1771,1680,857,484,734,553,1585,1506,1869,1639
YOR367W,844,751,532,192,465,205,996,864,1100,860
YOR385W,285,870,139,230,105,314,300,683,288,846
YGR185C,8131,3664,3418,528,3149,622,7337,3212,8688,3649
YJL189W,35019,15572,11868,2859,10669,3384,24921,14490,28776,14499
YLL050C,17854,8447,8529,2371,7833,2557,16583,7640,17145,7944
YDR420W,383,576,165,205,153,238,418,658,429,672
YGL172W,1892,1045,1038,461,884,525,2101,1155,2272,1188
YNL274C,579,568,462,233,393,250,681,673,762,719
YPL023C,1389,1587,840,506,660,532,1420,1429,1581,1545
YCL020W,0,0,0,0,0,0,0,0,0,0
YIL063C,1842,1939,546,593,527,670,1021,1759,1142,1860
YOL080C,629,598,314,230,244,229,567,648,672,669
YOL117W,235,449,105,168,86,170,168,349,246,355
YNL054W-A,107,52,30,21,30,31,109,39,90,43
YBR283C,5814,3113,2615,860,2571,1013,6381,3317,7155,3597
YML104C,227,767,90,263,75,250,220,744,270,784
YNR033W,1059,1109,749,289,515,293,1125,1328,1298,1375
YNR044W,3205,468,643,113,1325,187,3718,599,3992,718
YDR195W,803,622,289,142,273,182,701,581,732,625
YNL256W,945,1185,398,485,389,455,1070,1173,1200,1230
YOL058W,468,241,450,99,222,55,498,188,526,190
YGL045W,207,339,88,99,91,96,180,352,206,369
YER106W,16,49,9,14,9,11,13,70,19,57
YCR107W,0,94,0,43,1,45,0,120,0,122
YJL020C,6670,1220,3457,420,2666,480,5715,1392,6275,1513
YBR039W,5480,1153,3170,382,2862,383,6663,1376,7313,1418
YGR258C,409,846,219,324,174,407,459,959,552,944
YPL234C,4435,4424,2189,1004,1966,1048,4048,4362,4340,4722
YPL283C,0,0,0,0,0,0,0,0,0,0
YOR209C,3544,3013,2175,807,1773,887,4002,3039,4574,3075
YPR017C,377,535,171,122,173,126,333,562,349,494
YEL044W,708,1326,514,488,385,494,811,1357,800,1523
YML071C,799,1111,283,183,246,212,618,1075,806,1209
YLR016C,337,1101,230,336,136,383,298,1170,358,1212
YER120W,8218,2302,4432,596,3566,613,7999,2433,9113,2691
YBR042C,777,886,305,276,248,333,713,887,730,847
YHR111W,985,895,655,404,530,443,1215,16,4,1055
YML129C,1156,357,536,63,451,86,893,404,1011,397
YCR047C,804,1343,439,362,390,338,948,1618,973,1937
YDR437W,165,56,47,24,53,25,123,50,163,55
YBR202W,1531,800,849,264,693,276,1509,822,1661,773
YKL205W,1422,1153,653,405,599,457,1499,1184,1849,1175
YER033C,365,221,154,84,126,83,298,265,416,246
YHR040W,347,817,229,168,147,188,415,968,413,1073
YML057W,1654,767,929,274,784,308,1544,758,1915,790
YDR178W,1417,315,580,137,488,121,1161,341,1215,331
YKR038C,998,1705,463,407,488,410,1010,1816,1221,1980
YLR432W,10834,2784,5971,787,5424,788,11685,2969,12792,3295
YJR004C,18341,2523,1656,284,4099,732,11998,1852,12386,2116
YIR027C,33,61,20,21,20,20,35,60,36,48
YJL115W,1187,1225,635,229,536,266,1059,1363,1144,1481
YJR073C,951,1115,591,311,421,276,839,1129,953,1099
YGL004C,396,540,201,173,179,164,423,503,464,529
YMR292W,1225,719,631,290,519,230,1127,667,1159,719
YMR132C,279,428,128,177,126,216,297,420,341,454
YPL008W,229,817,94,338,92,348,255,832,319,847
YDL116W,1193,888,610,327,471,357,1122,844,1387,932
YLR435W,1267,1138,506,265,487,320,1062,1032,1188,1139
YLR409C,1922,1958,1172,869,1028,936,2542,2305,3008,2416
YPL088W,80,532,66,129,51,132,76,627,97,685
YKR065C,1863,1100,610,223,620,262,1420,909,1446,923
YMR041C,262,316,103,130,79,112,222,379,279,397
YLR078C,954,1328,466,409,440,455,996,1408,1037,1312
YMR267W,1058,947,494,274,490,289,984,887,1120,900
YDR078C,108,390,29,142,29,99,80,351,62,340
YMR109W,3691,1443,1546,411,1363,458,3239,1455,3614,1659
YDR232W,3398,948,1178,285,926,240,2507,843,2722,965
YDR245W,1337,2543,596,770,489,771,1246,2272,1459,2341
YGR276C,1144,1157,622,492,537,504,1160,1320,1330,1298
YDL138W,79,347,28,127,37,104,52,296,60,320
YOR289W,162,284,102,128,71,109,191,234,195,263
YPR071W,139,193,66,51,41,64,109,184,138,199
YHR175W,701,459,416,134,324,134,693,429,686,477
YMR325W,0,1,0,0,0,0,0,0,0,0
YDR390C,1151,904,745,284,600,353,1340,1021,1558,1047
YDR314C,97,193,42,61,36,64,90,175,118,161
YKL098W,232,745,118,190,111,208,255,806,264,850
YJL133W,497,688,200,238,161,216,378,513,387,654
YBL084C,379,368,167,155,160,150,374,424,493,405
YKL018W,826,439,324,124,333,131,798,456,937,441
YBR111C,3635,2314,1695,567,1474,707,3048,2365,3473,2429
YFL047W,762,1046,433,240,385,305,850,988,1062,1006
YPR144C,1006,822,501,213,384,218,1124,1022,1259,1063
YIL166C,59,88,35,20,21,34,58,59,80,52
YPL026C,512,368,196,164,168,141,432,477,468,374
YIR011C,965,1401,610,534,518,593,1095,1571,1294,1691
YGL226C-A,1844,803,827,175,718,213,1731,857,1768,956
YBL005W-A,37,28,12,26,15,29,41,40,33,63
YDR332W,130,502,67,187,75,190,110,532,136,535
YOL154W,46,113,13,51,8,45,36,146,35,155
YGL235W,2,2,3,4,2,3,1,4,2,3
YJL147C,215,429,101,136,92,153,191,414,219,453
YNL297C,1260,1019,636,415,590,457,1350,1061,1728,1088
YOR344C,1927,529,313,129,240,161,747,402,892,436
YBR159W,3117,3194,1275,780,1135,757,2597,2773,3001,2803
YDR189W,2376,1121,997,337,796,356,1767,924,2114,925
YAL028W,140,309,46,61,49,94,118,272,123,276
YGL160W,544,516,230,176,164,166,441,504,543,457
YOR079C,437,630,197,202,205,193,485,632,578,583
YDR404C,1378,885,697,239,503,238,1109,931,1277,971
YHR132C,2283,1651,1061,456,834,402,1869,1669,2073,1743
YOL049W,2442,1822,1292,798,1046,825,2372,1598,2694,1683
YDR542W,0,0,0,0,1,0,0,1,0,3
YBR180W,9,32,11,8,11,13,9,44,23,22
YIL093C,868,722,323,227,296,247,721,616,776,654
YLR397C,1279,843,706,267,590,310,1334,912,1507,1009
YPL054W,39,15,18,6,10,3,29,12,33,15
YIL104C,634,832,307,249,271,231,655,862,793,986
YIL151C,385,1380,169,435,129,464,296,1211,365,1248
YBR213W,280,301,120,33,104,43,244,273,304,334
YAL010C,344,359,142,109,138,140,342,356,379,346
YGR144W,25,68,21,23,9,19,35,89,33,86
YGR111W,1274,1020,656,275,519,359,1057,874,1239,859
YGL155W,442,854,211,179,180,195,451,772,519,833
YJR095W,14,25,6,9,4,9,18,40,21,27
YOL063C,272,862,157,263,120,281,309,848,385,867
YLR466W,0,0,0,0,0,0,0,3,0,0
YJL193W,371,583,166,267,163,205,384,505,443,513
YEL027W,21291,10913,11501,2585,10013,2370,19946,9902,19630,10460
YOL014W,14,867,11,304,13,362,10,736,24,727
YDR123C,231,162,96,51,77,56,225,154,255,152
YLR057W,399,804,176,250,153,286,451,773,533,864
YLR320W,135,426,71,159,72,172,146,470,170,498
YFR014C,853,651,632,226,514,232,912,554,1090,516
YMR231W,1179,520,597,144,437,177,1037,529,1211,490
YMR247W-A,0,1,1,0,0,0,0,1,0,0
YLR452C,2537,988,797,355,1177,534,2750,996,3198,1059
YJR160C,0,1,0,0,0,0,0,2,0,1
YOR086C,3382,2235,1213,637,1034,625,2782,2185,3425,2380
YDR020C,371,335,187,96,172,95,391,322,471,357
YGR053C,72,180,34,74,39,106,61,201,80,204
YPL213W,537,685,301,196,281,233,569,741,634,860
YNL082W,814,714,352,275,300,285,711,696,841,731
YOR279C,355,756,151,246,134,323,318,761,321,772
YPL264C,99,162,49,73,32,54,77,131,87,152
YOR224C,3320,1977,1608,444,1360,462,3070,2097,3432,2156
YGL060W,609,333,295,120,302,140,767,343,879,351
YNL188W,304,815,139,301,113,300,246,683,312,728
YGR191W,1944,1386,816,419,677,440,1657,1132,1846,1300
YBL061C,1213,1731,510,410,480,436,1081,1560,1218,1759
YMR140W,673,361,285,142,249,166,565,413,644,482
YPR114W,1035,995,364,231,288,210,738,904,825,1004
YOR072W-B,1,8,0,3,0,5,0,11,0,21
YBR018C,147,119,29,48,25,54,142,149,101,152
YPR163C,13926,4081,6993,1086,6416,1221,13391,4230,14180,4573
YEL005C,204,346,66,81,69,106,158,398,209,432
YDR035W,3531,1687,2669,855,1955,752,4035,2050,4572,2212
YOR242C,5,106,5,48,5,45,11,111,16,103
YCR059C,430,725,240,163,197,192,464,747,546,980
YGR042W,249,725,134,186,103,196,229,764,272,792
YCR004C,5237,1808,2755,581,2318,650,5041,2005,5701,2068
YDR115W,935,616,286,205,292,204,643,558,623,592
YMR166C,245,229,76,48,98,43,209,169,226,207
YML038C,539,1253,233,476,224,438,572,1160,627,1202
YPR054W,3,28,3,18,1,17,5,28,4,30
YBR098W,247,293,116,77,93,81,209,249,273,250
YLR031W,4,213,2,73,2,75,1,204,6,183
YDL159W,451,383,205,99,164,103,414,445,454,407
YGL018C,440,294,170,39,142,63,368,291,385,311
YMR075W,695,358,312,109,269,131,572,314,680,369
YGR202C,1087,706,575,203,443,237,878,671,1024,705
YDR379W,794,660,342,221,317,256,628,713,792,644
YHR169W,836,1209,447,304,391,316,1051,1394,1188,1485
YNL059C,1387,1640,613,457,571,453,1351,1746,1603,1888
YBL042C,1303,1154,546,295,448,292,1164,986,1122,1107
YPL161C,495,685,270,320,214,311,548,707,559,663
YIL121W,827,896,556,492,347,425,662,720,857,694
YLR278C,650,652,270,245,226,225,586,580,721,600
YOR293W,23588,11048,7716,2798,6932,2885,18166,9137,20114,9627
YGR239C,251,401,127,97,83,76,236,418,287,452
YJL041W,5921,685,2551,264,2473,311,5498,766,6276,819
YDL097C,5359,3440,4078,1178,3237,1334,7032,4353,7743,4388
YLR203C,1606,507,482,163,443,195,1143,419,1385,457
YKR004C,229,320,89,93,104,102,232,345,286,319
YML096W,438,627,241,160,181,140,459,583,517,638
YHR192W,650,751,263,147,213,173,562,775,668,720
YPL052W,177,608,96,311,86,299,210,693,202,687
YIL003W,336,541,175,141,146,154,343,660,368,632
YBR163W,218,589,74,155,64,161,187,520,187,548
YDR465C,1210,1391,692,435,601,469,1438,1484,1529,1593
YKL079W,720,962,302,407,272,448,644,1073,774,1040
YFR044C,10244,3343,5956,1034,5361,1193,11541,3483,12668,3604
YLR256W-A,94,63,28,26,29,24,72,42,65,57
YFR033C,952,1502,598,281,412,335,1030,1872,1217,2016
YJR116W,254,137,107,44,76,46,223,136,232,142
YGL229C,150,231,84,66,62,44,117,206,149,181
YLR356W,593,211,250,63,217,61,546,174,532,209
YKL057C,1781,1244,796,476,621,475,1661,1105,1885,1190
YGL098W,533,499,222,148,191,167,424,433,475,434
YJR056C,438,563,178,112,179,140,427,501,443,597
YLR404W,286,407,154,101,100,117,216,383,249,367
YGR161C,864,758,350,159,269,165,908,725,963,769
YPL069C,323,226,154,84,118,111,286,240,339,203
YLR378C,5747,1090,2330,355,2005,357,4939,1008,5877,1074
YFL031W,266,3695,53,1336,55,1326,130,3461,117,3492
YJR138W,667,791,337,219,334,260,763,819,909,761
YKL179C,1440,1767,597,583,549,712,1234,1748,1542,1745
YJL145W,2055,1012,1129,341,950,334,2007,1076,2208,1197
YBR132C,806,244,323,78,297,126,692,222,823,259
YPL192C,14,15,5,4,12,3,6,20,20,25
YNL004W,1685,1989,746,652,659,748,1261,2232,1440,2225
YOR265W,1440,809,577,124,434,131,813,660,973,646
YNL067W-B,2,3,0,2,0,0,1,1,0,2
YJR079W,18,646,12,148,4,128,16,812,19,623
YDR172W,13266,3547,7690,1414,6560,1504,13614,3876,15455,4187
YPR199C,265,773,159,276,163,292,314,757,306,803
YPL194W,238,280,106,64,81,78,218,266,237,254
YCL012C,341,324,139,90,131,91,330,424,368,453
YOR365C,19,42,9,18,4,18,15,48,18,38
YDR394W,3876,2305,2892,937,2553,979,5738,2996,6510,3146
YOR330C,638,832,266,216,223,236,699,856,801,889
YAR014C,1432,991,772,321,606,389,1315,943,1322,950
YOR387C,1,7,1,2,1,4,1,9,2,16
YOL082W,610,809,265,157,212,203,490,670,602,785
YOR030W,218,214,103,95,78,130,200,221,222,230
YOR065W,1794,550,1005,224,817,190,1770,624,2044,612
YNL034W,1,7,3,0,3,1,2,5,2,3
YBR267W,1301,1400,598,250,583,258,1272,1469,1429,1702
YNL250W,521,448,224,128,194,149,483,446,664,445
YGR161W-C,236,171,82,34,56,32,180,129,192,117
YOL115W,893,1153,530,318,401,293,1024,1226,1138,1287
YDR457W,4067,2135,1935,874,1720,864,4379,2447,4886,2594
YNR031C,944,1501,406,589,431,650,922,1350,1114,1415
YNL131W,4643,1095,2339,369,2041,309,3964,1012,4297,1042
YEL020W-A,1088,813,408,215,344,251,785,766,912,804
YBL005W,310,479,113,146,104,179,272,410,309,398
YDR041W,1002,1316,416,539,347,537,837,1255,912,1398
YGR070W,212,634,99,265,82,305,205,761,247,678
YJR108W,101,84,43,30,40,31,79,75,68,73
YCR105W,45,110,34,27,28,19,56,81,79,85
YBL101C,990,455,506,135,414,150,1064,386,1276,437
YPL236C,254,358,160,105,117,132,224,344,274,331
YPR015C,72,50,31,30,19,26,36,47,45,47
YDR488C,218,307,136,110,71,115,167,293,206,373
YLR154C,899,531,439,120,336,116,727,546,764,608
YGR256W,121,110,73,36,50,38,112,117,119,109
YEL042W,3048,1653,1253,331,1149,317,2794,1519,3274,1602
YPR048W,802,817,383,340,330,411,898,880,1003,898
YLR014C,176,428,82,177,108,199,201,464,222,470
YER126C,2469,1988,1262,606,1067,613,2416,2218,2735,2286
YOR113W,907,180,336,77,307,88,743,238,842,234
YHR117W,1486,788,668,177,527,201,1370,828,1810,866
YBR040W,34,40,17,15,28,21,57,64,83,83
YPL258C,19,218,9,56,15,61,14,190,30,224
YCR045C,10,22,6,3,5,11,4,20,9,26
YKL203C,765,1170,382,345,353,412,1000,1353,1212,1424
YHR017W,391,720,196,404,171,401,433,735,517,705
YDL036C,464,730,189,140,169,111,385,703,440,715
YCL069W,0,1,0,0,0,0,0,1,0,0
YJL113W,9,19,5,16,6,11,1,36,9,24
YML059C,1544,1192,576,372,423,403,1331,998,1586,1067
YKR045C,279,176,105,43,112,38,255,150,287,168
YIL014C-A,199,182,154,85,99,47,196,206,197,205
YFL067W,0,0,0,0,0,0,0,2,0,2
YER035W,900,699,362,119,350,160,776,757,844,809
YPR128C,867,711,370,154,300,203,673,566,766,607
YKL156W,11728,6075,4573,1464,3916,1356,9369,5950,9904,6414
YHR148W,851,542,393,132,383,137,955,545,983,586
YDL110C,1054,593,514,145,486,194,951,678,1094,651
YMR134W,487,632,343,180,261,165,592,741,685,819
YMR069W,42,38,24,15,13,14,44,40,45,41
YIR025W,242,432,137,70,85,102,223,498,273,515
YOR283W,1430,1344,670,407,563,445,1217,1217,1412,1266
YGL006W,753,1160,395,488,340,503,779,1202,1062,1147
YPL006W,1233,690,534,259,421,240,1148,652,1255,647
YKR067W,1163,580,552,187,497,178,1257,673,1421,705
YOR168W,14617,4620,9220,2159,8363,2225,18185,5448,19808,5404
YMR043W,1461,946,408,238,343,253,934,874,1035,920
YML077W,812,788,504,183,426,231,798,822,1012,823
YER068W,1944,534,828,137,685,161,1474,575,1728,538
YER013W,662,763,365,302,271,291,660,838,802,903
YMR269W,526,653,248,146,180,138,428,795,495,813
YKL053C-A,855,662,327,210,314,206,620,588,703,612
YMR092C,4640,3812,2312,1949,2098,2121,4712,3987,5220,3990
YJL008C,5816,4017,2752,1134,2757,1370,6387,4114,7227,4277
YGR054W,6163,1209,2700,307,2388,308,5364,1212,6216,1260
YPR073C,2109,1346,788,451,665,462,1459,1144,1819,1131
YHL039W,1285,700,810,248,655,274,1576,817,1872,880
YDL136W,1431,1263,654,251,641,208,1254,1183,1206,1102
YCR090C,1168,1276,510,525,409,556,850,1121,953,1215
YHR177W,71,32,18,7,10,3,18,18,25,9
YOR332W,21764,8518,11593,1589,10075,1776,19547,8767,20817,9208
YDL245C,0,0,0,1,0,0,0,1,0,0
YDR524C-B,50329,14588,23682,5582,19418,4434,44580,14972,43955,17322
YNL107W,474,487,162,198,147,194,385,463,415,527
YLR227W-B,12,107,3,16,2,29,3,88,13,100
YLR227W-A,0,0,0,0,0,0,0,0,0,0
YDR479C,341,675,124,198,120,200,272,555,271,627
YKL096W,6435,1740,4902,687,3797,616,8616,2723,9819,2859
YBL086C,567,588,354,233,310,223,683,831,744,847
YNL069C,61814,18620,27036,3254,24045,3421,52573,16419,55609,18070
YGL191W,2411,1180,1640,412,1416,500,2917,1427,3194,1526
YFL041W,1176,576,663,164,524,193,1472,652,1610,757
YJL168C,2221,1594,1425,499,799,511,1664,1622,2490,1673
YDR145W,1913,1132,695,248,633,348,1369,1085,1527,1192
YDR330W,999,496,448,130,371,107,799,465,938,478
YJL062W,1015,499,456,206,396,192,915,488,1052,528
YNL325C,384,564,190,274,175,253,365,506,456,549
YPL020C,600,1007,290,340,217,389,601,1034,684,1114
YLR363W-A,409,335,183,72,162,69,355,359,343,437
YKL100C,1510,975,918,425,756,367,1836,1105,2204,1083
YKL130C,842,985,501,328,397,376,941,928,1045,886
YOR346W,668,1018,252,310,173,324,461,827,591,825
YAR031W,125,161,61,42,45,35,97,117,107,123
YGL233W,1015,1046,468,471,404,515,995,1028,1177,1061
YGR113W,662,722,359,197,291,217,690,677,733,718
YLR319C,808,878,329,294,301,331,733,921,803,946
YMR235C,5232,3877,1984,757,1672,822,3538,2949,4106,3241
YOR341W,10442,3359,4379,1323,3633,1448,10283,3285,11555,3622
YDR295C,657,937,259,261,237,317,626,1007,752,1019
YAL063C-A,1,13,1,6,0,3,1,12,1,9
YJR159W,0,1,0,0,0,0,0,0,0,1
YHR134W,158,574,95,215,74,230,156,581,206,577
YER041W,107,500,46,172,51,156,107,422,116,471
YBR186W,16,39,6,23,6,15,20,47,16,34
YIL153W,414,456,212,112,166,96,440,447,489,468
YJL217W,3044,3305,953,383,653,301,3125,2997,2746,3421
YIL102C,0,0,0,0,1,0,0,1,1,0
YLR399C,3229,2001,1416,503,1290,522,2789,1928,3136,2214
YAL011W,231,558,80,103,91,96,235,593,254,651
