ORF,RNA_Prints,Ribo_Prints,,,,,,,,,,,,,,,,,,,,,,,,,
YJL153C,10680,863,,,,,,,,,,,,,,,,,,,,,,,,,
YJL154C,68117,32148,,,,,,,,,,,,,,,,,,,,,,,,,
YJL155C,15747,6013,,,,,,,,,,,,,,,,,,,,,,,,,
YJL156C,24582,13751,,,,,,,,,,,,,,,,,,,,,,,,,
YJL157C,54225,37421,,,,,,,,,,,,,,,,,,,,,,,,,
YJL158C,372945,702213,,,,,,,,,,,,,,,,,,,,,,,,,
YJL161W,4579,1189,,,,,,,,,,,,,,,,,,,,,,,,,
YJL162C,18493,3755,,,,,,,,,,,,,,,,,,,,,,,,,
YJL163C,16951,3641,,,,,,,,,,,,,,,,,,,,,,,,,
YJL164C,20431,10509,,,,,,,,,,,,,,,,,,,,,,,,,
YJL165C,52326,21788,,,,,,,,,,,,,,,,,,,,,,,,,
YJL167W,193302,230524,,,,,,,,,,,,,,,,,,,,,,,,,
YJL168C,40633,20399,,,,,,,,,,,,,,,,,,,,,,,,,
YJL170C,430,72,,,,,,,,,,,,,,,,,,,,,,,,,
YJL171C,21122,73053,,,,,,,,,,,,,,,,,,,,,,,,,
YJL172W,30011,93600,,,,,,,,,,,,,,,,,,,,,,,,,
YJL173C,36789,22707,,,,,,,,,,,,,,,,,,,,,,,,,
YJL174W,82139,84005,,,,,,,,,,,,,,,,,,,,,,,,,
YJL176C,48041,29326,,,,,,,,,,,,,,,,,,,,,,,,,
YJL178C,61988,42967,,,,,,,,,,,,,,,,,,,,,,,,,
YJL179W,24583,9914,,,,,,,,,,,,,,,,,,,,,,,,,
YJL180C,23251,13553,,,,,,,,,,,,,,,,,,,,,,,,,
YJL181W,14116,4492,,,,,,,,,,,,,,,,,,,,,,,,,
YJL183W,68897,43617,,,,,,,,,,,,,,,,,,,,,,,,,
YJL184W,29576,23116,,,,,,,,,,,,,,,,,,,,,,,,,
YJL185C,10761,3387,,,,,,,,,,,,,,,,,,,,,,,,,
YJL186W,74249,77786,,,,,,,,,,,,,,,,,,,,,,,,,
YJL187C,24462,11223,,,,,,,,,,,,,,,,,,,,,,,,,
YJL192C,85668,44411,,,,,,,,,,,,,,,,,,,,,,,,,
YJL193W,20092,8594,,,,,,,,,,,,,,,,,,,,,,,,,
YJL194W,3663,12061,,,,,,,,,,,,,,,,,,,,,,,,,
YJL196C,83858,68215,,,,,,,,,,,,,,,,,,,,,,,,,
YJL197W,31226,24858,,,,,,,,,,,,,,,,,,,,,,,,,
YJL201W,43232,15548,,,,,,,,,,,,,,,,,,,,,,,,,
YJL203W,23964,11861,,,,,,,,,,,,,,,,,,,,,,,,,
YJL204C,27865,12639,,,,,,,,,,,,,,,,,,,,,,,,,
YJL206C,11464,3755,,,,,,,,,,,,,,,,,,,,,,,,,
YJL207C,47581,24387,,,,,,,,,,,,,,,,,,,,,,,,,
YJL208C,25027,13938,,,,,,,,,,,,,,,,,,,,,,,,,
YJL209W,27091,2704,,,,,,,,,,,,,,,,,,,,,,,,,
YJL210W,37984,7837,,,,,,,,,,,,,,,,,,,,,,,,,
YJR001W,79770,50823,,,,,,,,,,,,,,,,,,,,,,,,,
YJR002W,62183,46588,,,,,,,,,,,,,,,,,,,,,,,,,
YJR003C,40185,11423,,,,,,,,,,,,,,,,,,,,,,,,,
YJR004C,272182,514950,,,,,,,,,,,,,,,,,,,,,,,,,
YJR005W,52357,14035,,,,,,,,,,,,,,,,,,,,,,,,,
YJR006W,42790,13018,,,,,,,,,,,,,,,,,,,,,,,,,
YJR007W,102797,81023,,,,,,,,,,,,,,,,,,,,,,,,,
YJR008W,24376,1765,,,,,,,,,,,,,,,,,,,,,,,,,
YJR010W,18304,3397,,,,,,,,,,,,,,,,,,,,,,,,,
YJR011C,12722,2307,,,,,,,,,,,,,,,,,,,,,,,,,
YJR013W,34543,12764,,,,,,,,,,,,,,,,,,,,,,,,,
YJR014W,101964,93952,,,,,,,,,,,,,,,,,,,,,,,,,
YJR032W,37276,24248,,,,,,,,,,,,,,,,,,,,,,,,,
YJR033C,28237,18208,,,,,,,,,,,,,,,,,,,,,,,,,
YJR034W,12976,9035,,,,,,,,,,,,,,,,,,,,,,,,,
YJR035W,14576,5046,,,,,,,,,,,,,,,,,,,,,,,,,
YJR036C,9741,641,,,,,,,,,,,,,,,,,,,,,,,,,
YJR039W,18588,3170,,,,,,,,,,,,,,,,,,,,,,,,,
YJR040W,35467,22871,,,,,,,,,,,,,,,,,,,,,,,,,
YJR041C,33706,24214,,,,,,,,,,,,,,,,,,,,,,,,,
YJR042W,64268,25359,,,,,,,,,,,,,,,,,,,,,,,,,
YJR043C,25662,14082,,,,,,,,,,,,,,,,,,,,,,,,,
YJR044C,26508,25797,,,,,,,,,,,,,,,,,,,,,,,,,
YJR046W,41197,15994,,,,,,,,,,,,,,,,,,,,,,,,,
YJR048W,22175,24677,,,,,,,,,,,,,,,,,,,,,,,,,
YJR049C,50806,22338,,,,,,,,,,,,,,,,,,,,,,,,,
YJR050W,20976,9196,,,,,,,,,,,,,,,,,,,,,,,,,
YJR051W,39903,17774,,,,,,,,,,,,,,,,,,,,,,,,,
YJR052W,25485,7347,,,,,,,,,,,,,,,,,,,,,,,,,
YJR053W,3531,6316,,,,,,,,,,,,,,,,,,,,,,,,,
YJR054W,22914,4666,,,,,,,,,,,,,,,,,,,,,,,,,
YJR055W,10220,2894,,,,,,,,,,,,,,,,,,,,,,,,,
YJR056C,18465,7734,,,,,,,,,,,,,,,,,,,,,,,,,
YJR057W,26377,10052,,,,,,,,,,,,,,,,,,,,,,,,,
YJR058C,26295,5550,,,,,,,,,,,,,,,,,,,,,,,,,
YJR059W,95457,38859,,,,,,,,,,,,,,,,,,,,,,,,,
YJR060W,74863,72049,,,,,,,,,,,,,,,,,,,,,,,,,
YJR062C,24194,6517,,,,,,,,,,,,,,,,,,,,,,,,,
YJR064W,146655,129904,,,,,,,,,,,,,,,,,,,,,,,,,
YJR065C,111874,104510,,,,,,,,,,,,,,,,,,,,,,,,,
YJR067C,15892,5709,,,,,,,,,,,,,,,,,,,,,,,,,
YJR068W,43113,18627,,,,,,,,,,,,,,,,,,,,,,,,,
YJR069C,35455,59420,,,,,,,,,,,,,,,,,,,,,,,,,
YJR070C,135302,223680,,,,,,,,,,,,,,,,,,,,,,,,,
YJR072C,62494,50564,,,,,,,,,,,,,,,,,,,,,,,,,
YJR073C,59606,25857,,,,,,,,,,,,,,,,,,,,,,,,,
YJR075W,70348,55706,,,,,,,,,,,,,,,,,,,,,,,,,
YJR076C,48139,37548,,,,,,,,,,,,,,,,,,,,,,,,,
YJR077C,49542,171148,,,,,,,,,,,,,,,,,,,,,,,,,
YJR078W,1955,1974,,,,,,,,,,,,,,,,,,,,,,,,,
YJR080C,26301,12412,,,,,,,,,,,,,,,,,,,,,,,,,
YJR082C,18944,4366,,,,,,,,,,,,,,,,,,,,,,,,,
YJR083C,19240,8718,,,,,,,,,,,,,,,,,,,,,,,,,
YJR084W,34246,7709,,,,,,,,,,,,,,,,,,,,,,,,,
YJR085C,54371,46949,,,,,,,,,,,,,,,,,,,,,,,,,
YJR086W,40367,19060,,,,,,,,,,,,,,,,,,,,,,,,,
YJR088C,57907,22169,,,,,,,,,,,,,,,,,,,,,,,,,
YJR089W,22573,6048,,,,,,,,,,,,,,,,,,,,,,,,,
YJR090C,35551,12165,,,,,,,,,,,,,,,,,,,,,,,,,
YJR091C,39019,38855,,,,,,,,,,,,,,,,,,,,,,,,,
YJR092W,55344,54672,,,,,,,,,,,,,,,,,,,,,,,,,
YJR093C,28735,15183,,,,,,,,,,,,,,,,,,,,,,,,,
YJR094C,8046,4011,,,,,,,,,,,,,,,,,,,,,,,,,
YJR095W,354,28,,,,,,,,,,,,,,,,,,,,,,,,,
YJR096W,17313,7360,,,,,,,,,,,,,,,,,,,,,,,,,
YJR097W,8016,3728,,,,,,,,,,,,,,,,,,,,,,,,,
YJR098C,10595,3688,,,,,,,,,,,,,,,,,,,,,,,,,
YJR099W,26692,10015,,,,,,,,,,,,,,,,,,,,,,,,,
YJR100C,28621,6446,,,,,,,,,,,,,,,,,,,,,,,,,
YJR101W,43337,12005,,,,,,,,,,,,,,,,,,,,,,,,,
YJR102C,15718,6966,,,,,,,,,,,,,,,,,,,,,,,,,
YJR104C,409557,556378,,,,,,,,,,,,,,,,,,,,,,,,,
YJR105W,244034,228446,,,,,,,,,,,,,,,,,,,,,,,,,
YJR106W,9462,4315,,,,,,,,,,,,,,,,,,,,,,,,,
YJR107W,3986,93,,,,,,,,,,,,,,,,,,,,,,,,,
YJR109C,109008,441927,,,,,,,,,,,,,,,,,,,,,,,,,
YJR111C,14923,6767,,,,,,,,,,,,,,,,,,,,,,,,,
YJR112W,25726,8970,,,,,,,,,,,,,,,,,,,,,,,,,
YJR113C,48789,33762,,,,,,,,,,,,,,,,,,,,,,,,,
YJR116W,20576,18110,,,,,,,,,,,,,,,,,,,,,,,,,
YJR117W,65259,71839,,,,,,,,,,,,,,,,,,,,,,,,,
YJR118C,40520,22940,,,,,,,,,,,,,,,,,,,,,,,,,
YJR119C,12676,2172,,,,,,,,,,,,,,,,,,,,,,,,,
YJR121W,150802,192017,,,,,,,,,,,,,,,,,,,,,,,,,
YJR122W,24951,4434,,,,,,,,,,,,,,,,,,,,,,,,,
YJR124C,36694,23240,,,,,,,,,,,,,,,,,,,,,,,,,
YJR125C,82905,74156,,,,,,,,,,,,,,,,,,,,,,,,,
YJR126C,51280,15801,,,,,,,,,,,,,,,,,,,,,,,,,
YJR129C,10442,6008,,,,,,,,,,,,,,,,,,,,,,,,,
YJR131W,25740,21393,,,,,,,,,,,,,,,,,,,,,,,,,
YJR132W,44457,33518,,,,,,,,,,,,,,,,,,,,,,,,,
YJR133W,37083,21677,,,,,,,,,,,,,,,,,,,,,,,,,
YJR134C,55334,13706,,,,,,,,,,,,,,,,,,,,,,,,,
YJR135C,9621,1782,,,,,,,,,,,,,,,,,,,,,,,,,
YJR136C,22671,3655,,,,,,,,,,,,,,,,,,,,,,,,,
YJR137C,18927,19487,,,,,,,,,,,,,,,,,,,,,,,,,
YJR138W,16786,7568,,,,,,,,,,,,,,,,,,,,,,,,,
YJR139C,201421,275643,,,,,,,,,,,,,,,,,,,,,,,,,
YJR140C,22758,14997,,,,,,,,,,,,,,,,,,,,,,,,,
YJR141W,21681,1535,,,,,,,,,,,,,,,,,,,,,,,,,
YJR142W,28949,15031,,,,,,,,,,,,,,,,,,,,,,,,,
YJR143C,93890,117995,,,,,,,,,,,,,,,,,,,,,,,,,
YJR144W,31873,24456,,,,,,,,,,,,,,,,,,,,,,,,,
YJR147W,19648,6051,,,,,,,,,,,,,,,,,,,,,,,,,
YJR148W,356695,393885,,,,,,,,,,,,,,,,,,,,,,,,,
YJR150C,1321,1991,,,,,,,,,,,,,,,,,,,,,,,,,
YKL001C,21527,5750,,,,,,,,,,,,,,,,,,,,,,,,,
YKL002W,37083,13770,,,,,,,,,,,,,,,,,,,,,,,,,
YKL003C,13102,4817,,,,,,,,,,,,,,,,,,,,,,,,,
YKL004W,54885,35684,,,,,,,,,,,,,,,,,,,,,,,,,
YKL005C,38973,10914,,,,,,,,,,,,,,,,,,,,,,,,,
YKL006C-A,16172,5388,,,,,,,,,,,,,,,,,,,,,,,,,
YKL007W,96872,58074,,,,,,,,,,,,,,,,,,,,,,,,,
YKL008C,64241,39297,,,,,,,,,,,,,,,,,,,,,,,,,
YKL009W,68084,48100,,,,,,,,,,,,,,,,,,,,,,,,,
YKL010C,43250,34376,,,,,,,,,,,,,,,,,,,,,,,,,
YKL011C,22929,3360,,,,,,,,,,,,,,,,,,,,,,,,,
YKL012W,38912,10382,,,,,,,,,,,,,,,,,,,,,,,,,
YKL013C,40368,20963,,,,,,,,,,,,,,,,,,,,,,,,,
YKL014C,54246,44549,,,,,,,,,,,,,,,,,,,,,,,,,
YKL016C,65125,51963,,,,,,,,,,,,,,,,,,,,,,,,,
YKL017C,19711,6299,,,,,,,,,,,,,,,,,,,,,,,,,
YKL018C-A,15049,10069,,,,,,,,,,,,,,,,,,,,,,,,,
YKL018W,26037,13829,,,,,,,,,,,,,,,,,,,,,,,,,
YKL019W,48718,16465,,,,,,,,,,,,,,,,,,,,,,,,,
YKL020C,34091,21348,,,,,,,,,,,,,,,,,,,,,,,,,
YKL021C,56912,29023,,,,,,,,,,,,,,,,,,,,,,,,,
YKL022C,32114,15374,,,,,,,,,,,,,,,,,,,,,,,,,
YKL023W,27267,12262,,,,,,,,,,,,,,,,,,,,,,,,,
YKL025C,40189,36552,,,,,,,,,,,,,,,,,,,,,,,,,
YKL026C,5322,331,,,,,,,,,,,,,,,,,,,,,,,,,
YKL027W,54434,17576,,,,,,,,,,,,,,,,,,,,,,,,,
YKL028W,44810,17417,,,,,,,,,,,,,,,,,,,,,,,,,
YKL029C,102285,116900,,,,,,,,,,,,,,,,,,,,,,,,,
YKL033W,24185,7987,,,,,,,,,,,,,,,,,,,,,,,,,
YKL033W-A,105774,39765,,,,,,,,,,,,,,,,,,,,,,,,,
YKL034W,26455,15092,,,,,,,,,,,,,,,,,,,,,,,,,
YKL035W,237436,232526,,,,,,,,,,,,,,,,,,,,,,,,,
YKL038W,24082,11380,,,,,,,,,,,,,,,,,,,,,,,,,
YKL039W,89852,72864,,,,,,,,,,,,,,,,,,,,,,,,,
YKL040C,36418,12751,,,,,,,,,,,,,,,,,,,,,,,,,
YKL041W,37211,13322,,,,,,,,,,,,,,,,,,,,,,,,,
YKL042W,26513,14077,,,,,,,,,,,,,,,,,,,,,,,,,
YKL043W,29412,10498,,,,,,,,,,,,,,,,,,,,,,,,,
YKL045W,28459,11547,,,,,,,,,,,,,,,,,,,,,,,,,
YKL046C,101977,60114,,,,,,,,,,,,,,,,,,,,,,,,,
YKL047W,32008,9553,,,,,,,,,,,,,,,,,,,,,,,,,
YKL048C,14718,5151,,,,,,,,,,,,,,,,,,,,,,,,,
YKL049C,15760,8833,,,,,,,,,,,,,,,,,,,,,,,,,
YKL050C,5936,203,,,,,,,,,,,,,,,,,,,,,,,,,
YKL051W,8182,5468,,,,,,,,,,,,,,,,,,,,,,,,,
YKL052C,23347,9520,,,,,,,,,,,,,,,,,,,,,,,,,
YKL054C,152179,279040,,,,,,,,,,,,,,,,,,,,,,,,,
YKL055C,1439,2833,,,,,,,,,,,,,,,,,,,,,,,,,
YKL056C,282604,151537,,,,,,,,,,,,,,,,,,,,,,,,,
YKL057C,54466,27898,,,,,,,,,,,,,,,,,,,,,,,,,
YKL058W,27424,18254,,,,,,,,,,,,,,,,,,,,,,,,,
YKL059C,34011,18342,,,,,,,,,,,,,,,,,,,,,,,,,
YKL061W,9599,1319,,,,,,,,,,,,,,,,,,,,,,,,,
YKL062W,19107,17763,,,,,,,,,,,,,,,,,,,,,,,,,
YKL063C,31329,9543,,,,,,,,,,,,,,,,,,,,,,,,,
YKL064W,31716,14727,,,,,,,,,,,,,,,,,,,,,,,,,
YKL065C,74541,31511,,,,,,,,,,,,,,,,,,,,,,,,,
YKL067W,105127,49504,,,,,,,,,,,,,,,,,,,,,,,,,
YKL068W,63178,52280,,,,,,,,,,,,,,,,,,,,,,,,,
YKL072W,24334,7489,,,,,,,,,,,,,,,,,,,,,,,,,
YKL073W,44526,50053,,,,,,,,,,,,,,,,,,,,,,,,,
YKL074C,30700,14241,,,,,,,,,,,,,,,,,,,,,,,,,
YKL075C,34663,7845,,,,,,,,,,,,,,,,,,,,,,,,,
YKL077W,82480,85056,,,,,,,,,,,,,,,,,,,,,,,,,
YKL078W,21843,13179,,,,,,,,,,,,,,,,,,,,,,,,,
YKL079W,34690,10691,,,,,,,,,,,,,,,,,,,,,,,,,
YKL080W,154962,133054,,,,,,,,,,,,,,,,,,,,,,,,,
YKL081W,825376,777989,,,,,,,,,,,,,,,,,,,,,,,,,
YKL082C,68035,37056,,,,,,,,,,,,,,,,,,,,,,,,,
YKL084W,20866,11754,,,,,,,,,,,,,,,,,,,,,,,,,
YKL085W,82042,82663,,,,,,,,,,,,,,,,,,,,,,,,,
YKL086W,1970,2141,,,,,,,,,,,,,,,,,,,,,,,,,
YKL087C,21569,17324,,,,,,,,,,,,,,,,,,,,,,,,,
YKL089W,16919,6507,,,,,,,,,,,,,,,,,,,,,,,,,
YKL090W,21540,2695,,,,,,,,,,,,,,,,,,,,,,,,,
YKL091C,21953,11105,,,,,,,,,,,,,,,,,,,,,,,,,
YKL092C,18582,12277,,,,,,,,,,,,,,,,,,,,,,,,,
YKL093W,3163,718,,,,,,,,,,,,,,,,,,,,,,,,,
YKL094W,84312,32631,,,,,,,,,,,,,,,,,,,,,,,,,
YKL095W,9005,6465,,,,,,,,,,,,,,,,,,,,,,,,,
YKL096W,197564,232534,,,,,,,,,,,,,,,,,,,,,,,,,
YKL096W-A,640558,1787253,,,,,,,,,,,,,,,,,,,,,,,,,
YKL098W,27163,4529,,,,,,,,,,,,,,,,,,,,,,,,,
YKL099C,34600,15779,,,,,,,,,,,,,,,,,,,,,,,,,
YKL100C,87299,49549,,,,,,,,,,,,,,,,,,,,,,,,,
YKL101W,82594,38516,,,,,,,,,,,,,,,,,,,,,,,,,
YKL103C,42513,44947,,,,,,,,,,,,,,,,,,,,,,,,,
YKL104C,86043,80675,,,,,,,,,,,,,,,,,,,,,,,,,
YKL105C,30850,19060,,,,,,,,,,,,,,,,,,,,,,,,,
YKL106W,22391,13721,,,,,,,,,,,,,,,,,,,,,,,,,
YKL107W,1870,262,,,,,,,,,,,,,,,,,,,,,,,,,
YKL108W,24515,7622,,,,,,,,,,,,,,,,,,,,,,,,,
YKL109W,75423,10938,,,,,,,,,,,,,,,,,,,,,,,,,
YKL110C,46517,15255,,,,,,,,,,,,,,,,,,,,,,,,,
YKL112W,63777,40639,,,,,,,,,,,,,,,,,,,,,,,,,
YKL113C,46925,22099,,,,,,,,,,,,,,,,,,,,,,,,,
YKL114C,52459,33430,,,,,,,,,,,,,,,,,,,,,,,,,
YKL116C,22737,6627,,,,,,,,,,,,,,,,,,,,,,,,,
YKL117W,186234,136540,,,,,,,,,,,,,,,,,,,,,,,,,
YKL119C,26352,9583,,,,,,,,,,,,,,,,,,,,,,,,,
YKL120W,17992,7368,,,,,,,,,,,,,,,,,,,,,,,,,
YKL121W,16709,3101,,,,,,,,,,,,,,,,,,,,,,,,,
YKL122C,68007,26947,,,,,,,,,,,,,,,,,,,,,,,,,
YKL124W,20678,4693,,,,,,,,,,,,,,,,,,,,,,,,,
YKL125W,41070,13359,,,,,,,,,,,,,,,,,,,,,,,,,
YKL128C,62802,29931,,,,,,,,,,,,,,,,,,,,,,,,,
YKL130C,36299,12703,,,,,,,,,,,,,,,,,,,,,,,,,
YKL132C,11927,492,,,,,,,,,,,,,,,,,,,,,,,,,
YKL133C,11182,863,,,,,,,,,,,,,,,,,,,,,,,,,
YKL134C,18904,8648,,,,,,,,,,,,,,,,,,,,,,,,,
YKL135C,51340,27517,,,,,,,,,,,,,,,,,,,,,,,,,
YKL137W,21682,5629,,,,,,,,,,,,,,,,,,,,,,,,,
YKL138C,21407,17277,,,,,,,,,,,,,,,,,,,,,,,,,
YKL139W,41927,11202,,,,,,,,,,,,,,,,,,,,,,,,,
YKL140W,45145,20204,,,,,,,,,,,,,,,,,,,,,,,,,
YKL141W,48192,34331,,,,,,,,,,,,,,,,,,,,,,,,,
YKL142W,102579,64230,,,,,,,,,,,,,,,,,,,,,,,,,
YKL143W,51842,30291,,,,,,,,,,,,,,,,,,,,,,,,,
YKL144C,22987,10334,,,,,,,,,,,,,,,,,,,,,,,,,
YKL145W,223416,170715,,,,,,,,,,,,,,,,,,,,,,,,,
YKL146W,42670,34832,,,,,,,,,,,,,,,,,,,,,,,,,
YKL149C,25667,5548,,,,,,,,,,,,,,,,,,,,,,,,,
YKL150W,75657,27214,,,,,,,,,,,,,,,,,,,,,,,,,
YKL151C,36751,13017,,,,,,,,,,,,,,,,,,,,,,,,,
YKL152C,2317799,2066219,,,,,,,,,,,,,,,,,,,,,,,,,
YKL154W,41663,13128,,,,,,,,,,,,,,,,,,,,,,,,,
YKL155C,23615,9337,,,,,,,,,,,,,,,,,,,,,,,,,
YKL159C,13263,7603,,,,,,,,,,,,,,,,,,,,,,,,,
YKL162C,7910,3210,,,,,,,,,,,,,,,,,,,,,,,,,
YKL165C,34506,27386,,,,,,,,,,,,,,,,,,,,,,,,,
YKL166C,30474,12271,,,,,,,,,,,,,,,,,,,,,,,,,
YKL167C,24537,11575,,,,,,,,,,,,,,,,,,,,,,,,,
YKL168C,27885,9122,,,,,,,,,,,,,,,,,,,,,,,,,
YKL170W,22468,12747,,,,,,,,,,,,,,,,,,,,,,,,,
YKL171W,26523,6342,,,,,,,,,,,,,,,,,,,,,,,,,
YKL172W,111779,89438,,,,,,,,,,,,,,,,,,,,,,,,,
YKL173W,40344,22788,,,,,,,,,,,,,,,,,,,,,,,,,
YKL174C,36279,17310,,,,,,,,,,,,,,,,,,,,,,,,,
YKL175W,56231,39061,,,,,,,,,,,,,,,,,,,,,,,,,
YKL176C,33685,6241,,,,,,,,,,,,,,,,,,,,,,,,,
YKL178C,213599,108919,,,,,,,,,,,,,,,,,,,,,,,,,
YKL179C,58834,20840,,,,,,,,,,,,,,,,,,,,,,,,,
YKL181W,184301,75649,,,,,,,,,,,,,,,,,,,,,,,,,
YKL182W,285182,807299,,,,,,,,,,,,,,,,,,,,,,,,,
YKL183W,22439,10074,,,,,,,,,,,,,,,,,,,,,,,,,
YKL184W,74252,104692,,,,,,,,,,,,,,,,,,,,,,,,,
YKL185W,85334,46801,,,,,,,,,,,,,,,,,,,,,,,,,
YKL186C,45132,28590,,,,,,,,,,,,,,,,,,,,,,,,,
YKL187C,7988,454,,,,,,,,,,,,,,,,,,,,,,,,,
YKL188C,9081,297,,,,,,,,,,,,,,,,,,,,,,,,,
YKL189W,19689,7044,,,,,,,,,,,,,,,,,,,,,,,,,
YKL190W,45464,28978,,,,,,,,,,,,,,,,,,,,,,,,,
YKL191W,80909,54137,,,,,,,,,,,,,,,,,,,,,,,,,
YKL192C,67857,111197,,,,,,,,,,,,,,,,,,,,,,,,,
YKL193C,34485,21046,,,,,,,,,,,,,,,,,,,,,,,,,
YKL194C,17084,7040,,,,,,,,,,,,,,,,,,,,,,,,,
YKL195W,84387,33889,,,,,,,,,,,,,,,,,,,,,,,,,
YKL196C,92259,49523,,,,,,,,,,,,,,,,,,,,,,,,,
YKL197C,15421,11604,,,,,,,,,,,,,,,,,,,,,,,,,
YKL198C,32628,18661,,,,,,,,,,,,,,,,,,,,,,,,,
YKL204W,53296,53733,,,,,,,,,,,,,,,,,,,,,,,,,
YKL205W,45178,20728,,,,,,,,,,,,,,,,,,,,,,,,,
YKL206C,35131,18047,,,,,,,,,,,,,,,,,,,,,,,,,
YKL207W,89485,44434,,,,,,,,,,,,,,,,,,,,,,,,,
YKL208W,14725,4553,,,,,,,,,,,,,,,,,,,,,,,,,
YKL209C,8355,500,,,,,,,,,,,,,,,,,,,,,,,,,
YKL210W,175455,385915,,,,,,,,,,,,,,,,,,,,,,,,,
YKL211C,60092,51826,,,,,,,,,,,,,,,,,,,,,,,,,
YKL212W,102512,105690,,,,,,,,,,,,,,,,,,,,,,,,,
YKL213C,71439,33247,,,,,,,,,,,,,,,,,,,,,,,,,
YKL214C,26482,20588,,,,,,,,,,,,,,,,,,,,,,,,,
YKL215C,32551,41032,,,,,,,,,,,,,,,,,,,,,,,,,
YKL216W,64584,55684,,,,,,,,,,,,,,,,,,,,,,,,,
YKR001C,108482,143535,,,,,,,,,,,,,,,,,,,,,,,,,
YKR002W,43904,25656,,,,,,,,,,,,,,,,,,,,,,,,,
YKR003W,37594,19952,,,,,,,,,,,,,,,,,,,,,,,,,
YKR006C,40755,28764,,,,,,,,,,,,,,,,,,,,,,,,,
YKR007W,34508,14662,,,,,,,,,,,,,,,,,,,,,,,,,
YKR008W,45571,34943,,,,,,,,,,,,,,,,,,,,,,,,,
YKR009C,10208,3154,,,,,,,,,,,,,,,,,,,,,,,,,
YKR010C,38852,11148,,,,,,,,,,,,,,,,,,,,,,,,,
YKR011C,29892,15863,,,,,,,,,,,,,,,,,,,,,,,,,
YKR014C,58698,35648,,,,,,,,,,,,,,,,,,,,,,,,,
YKR015C,504,0,,,,,,,,,,,,,,,,,,,,,,,,,
YKR016W,40346,20654,,,,,,,,,,,,,,,,,,,,,,,,,
YKR017C,16476,2220,,,,,,,,,,,,,,,,,,,,,,,,,
YKR019C,18647,4967,,,,,,,,,,,,,,,,,,,,,,,,,
YKR020W,14399,6236,,,,,,,,,,,,,,,,,,,,,,,,,
YKR021W,24392,9129,,,,,,,,,,,,,,,,,,,,,,,,,
YKR022C,24488,3269,,,,,,,,,,,,,,,,,,,,,,,,,
YKR023W,27800,12766,,,,,,,,,,,,,,,,,,,,,,,,,
YKR024C,26788,26011,,,,,,,,,,,,,,,,,,,,,,,,,
YKR025W,62852,34565,,,,,,,,,,,,,,,,,,,,,,,,,
YKR026C,55087,34754,,,,,,,,,,,,,,,,,,,,,,,,,
YKR027W,38925,8430,,,,,,,,,,,,,,,,,,,,,,,,,
YKR029C,34468,16821,,,,,,,,,,,,,,,,,,,,,,,,,
YKR030W,27342,8582,,,,,,,,,,,,,,,,,,,,,,,,,
YKR031C,25386,13544,,,,,,,,,,,,,,,,,,,,,,,,,
YKR034W,214,34,,,,,,,,,,,,,,,,,,,,,,,,,
YKR035W-A,39734,25899,,,,,,,,,,,,,,,,,,,,,,,,,
YKR036C,30711,7560,,,,,,,,,,,,,,,,,,,,,,,,,
YKR037C,21267,10922,,,,,,,,,,,,,,,,,,,,,,,,,
YKR038C,74906,30004,,,,,,,,,,,,,,,,,,,,,,,,,
YKR039W,7971,8311,,,,,,,,,,,,,,,,,,,,,,,,,
YKR041W,2225,1302,,,,,,,,,,,,,,,,,,,,,,,,,
YKR042W,267463,802927,,,,,,,,,,,,,,,,,,,,,,,,,
YKR043C,115271,114668,,,,,,,,,,,,,,,,,,,,,,,,,
YKR044W,17437,4534,,,,,,,,,,,,,,,,,,,,,,,,,
YKR045C,11056,9581,,,,,,,,,,,,,,,,,,,,,,,,,
YKR046C,14033,14916,,,,,,,,,,,,,,,,,,,,,,,,,
YKR048C,141474,171166,,,,,,,,,,,,,,,,,,,,,,,,,
YKR049C,12286,3747,,,,,,,,,,,,,,,,,,,,,,,,,
YKR051W,17831,2358,,,,,,,,,,,,,,,,,,,,,,,,,
YKR052C,31563,8989,,,,,,,,,,,,,,,,,,,,,,,,,
YKR053C,4246,889,,,,,,,,,,,,,,,,,,,,,,,,,
YKR054C,23869,12024,,,,,,,,,,,,,,,,,,,,,,,,,
YKR055W,13443,9276,,,,,,,,,,,,,,,,,,,,,,,,,
YKR056W,44211,32510,,,,,,,,,,,,,,,,,,,,,,,,,
YKR058W,31771,1665,,,,,,,,,,,,,,,,,,,,,,,,,
YKR060W,29075,17047,,,,,,,,,,,,,,,,,,,,,,,,,
YKR061W,14506,952,,,,,,,,,,,,,,,,,,,,,,,,,
YKR062W,33929,24765,,,,,,,,,,,,,,,,,,,,,,,,,
YKR063C,26613,7742,,,,,,,,,,,,,,,,,,,,,,,,,
YKR064W,28302,5990,,,,,,,,,,,,,,,,,,,,,,,,,
YKR065C,53454,51654,,,,,,,,,,,,,,,,,,,,,,,,,
YKR066C,87703,88917,,,,,,,,,,,,,,,,,,,,,,,,,
YKR067W,48783,30495,,,,,,,,,,,,,,,,,,,,,,,,,
YKR068C,40515,17552,,,,,,,,,,,,,,,,,,,,,,,,,
YKR069W,25853,1856,,,,,,,,,,,,,,,,,,,,,,,,,
YKR070W,42852,23555,,,,,,,,,,,,,,,,,,,,,,,,,
